[00:00:00.000 --> 00:00:06.000]  [Screaming]
[01:05:09.502 --> 01:05:12.044]  There's no moral code in our Constitution because they didn't need one.
[01:05:12.464 --> 01:05:13.945]  They didn't need one at the time of the founding.
[01:05:14.405 --> 01:05:20.069]  And there's also a reason, by the way, that the Bible doesn't talk about atheists, because there were no atheists at the time of the Bible.
[01:05:20.109 --> 01:05:21.049]  Everyone believed in something.
[01:05:21.069 --> 01:05:26.012]  You believed in one pagan cult, or you believed in another pagan cult, or you were Jewish and you believed in the one true God.
[01:05:27.333 --> 01:05:45.560]  The situation that we find ourselves in, again, is that we see pagan cults everywhere, we see pagan worship everywhere, we've got Halloween coming up, we've seen the perversion of what's supposed to be the night of the vigil for all saints day, the vigil of all hallows, and they've perverted it into be a dark, occult practice, right?
[01:05:45.840 --> 01:05:46.661]  Don't practice that.
[01:05:46.961 --> 01:05:49.302]  Worship the saints, worship... excuse me, don't worship the saints.
[01:05:49.762 --> 01:05:50.562]  Celebrate the saints.
[01:05:50.943 --> 01:05:51.583]  Worship God.
[01:05:52.083 --> 01:06:06.045]   We need to come back to a situation We need to come back to a situation where we have that moral core and that moral clarity as a country, because then we can then start imparting that into our institutions as we retake them.
[01:06:06.366 --> 01:06:11.230]  And as Marcuse laid out for us, it must be a long re-march.
[01:06:11.954 --> 01:06:16.157]  To retake our institutions one by one by one.
[01:06:16.397 --> 01:06:24.703]  And just like the words, the final sentence of the Declaration, a firm, I was reading it this morning, believe it or not, a firm reliance in divine providence.
[01:06:24.983 --> 01:06:29.766]  If you do everything with a firm reliance on divine providence, you will be guided to truth.
[01:06:30.267 --> 01:06:39.403]   You will be guided to The promised land, but I do need on the people need to understand this and Alex you and I get into this in the special that doesn't mean there will not be challenges.
[01:06:39.664 --> 01:06:41.347]  That does not mean your faith will not be tested.
[01:06:41.387 --> 01:06:43.270]  That does not mean that you will not be tested.
[01:06:44.172 --> 01:06:45.935]  But you must look to God.
[01:06:46.957 --> 01:06:48.519]  And say, thank you, Lord.
[01:06:48.879 --> 01:06:51.722]  Thank you for this blessing of this challenge.
[01:06:52.003 --> 01:07:00.292]  Thank you for the blessing of this contest, this animating contest for freedom, for liberty, for our families, and for our future that you have given us.
[01:07:00.972 --> 01:07:02.554]  Because you have given us this cross to bear.
[01:07:02.834 --> 01:07:03.015]  You.
[01:07:03.655 --> 01:07:05.998]  And the question for us is, are we going to shoulder it?
[01:07:06.661 --> 01:07:15.269]  Are we going to shoulder it or are we going to accept, are we going to accept our lives be transformed and what they're trying to accomplish for us and accept their agendas?
[01:07:15.650 --> 01:07:15.930]  I won't.
[01:07:16.290 --> 01:07:16.851]  I'll tell you right now.
[01:07:17.031 --> 01:07:18.733]  I'm not going to, I'm going to completely reject it.
[01:07:19.073 --> 01:07:19.834]  I'm unvaccinated.
[01:07:19.874 --> 01:07:20.995]  My family's unvaccinated.
[01:07:21.035 --> 01:07:22.036]  My children are unvaccinated.
[01:07:22.056 --> 01:07:22.817]  We've got natural immunity.
[01:07:22.837 --> 01:07:23.597]  We're perfectly fine.
[01:07:23.858 --> 01:07:26.100]  We are not going to live with their agenda.
[01:07:26.440 --> 01:07:27.341]  Not now, not ever.
[01:07:27.822 --> 01:07:28.302]  Well, that's right.
[01:07:28.322 --> 01:07:37.746]   They say that we weren't a Christian nation, but the founders, George Washington, Prayed for hours, and he wrote that he knew that God controlled battlefields, business, life, everything.
[01:07:37.786 --> 01:07:40.087]  And if you're not jacking into that, you're blind.
[01:07:40.427 --> 01:07:44.508]  We've turned off God, and the devil's come in like a flood in that vacuum.
[01:07:44.829 --> 01:07:45.809]  We've got to get back to God.
[01:07:45.849 --> 01:07:46.869]  That's a personal relationship.
[01:07:47.170 --> 01:07:48.650]  Jack Mussovic, amazing having you on.
[01:07:48.670 --> 01:07:49.811]  I hope you'll join us again soon.
[01:07:50.211 --> 01:07:52.532]  tpusa.com, humanevents.com.
[01:07:52.852 --> 01:07:54.353]  Coming up this Sunday, we're going to drop the big interview.
[01:07:54.653 --> 01:07:56.614]  Thank you so much, and have a great week.
[01:07:56.654 --> 01:07:57.314]  Come up with your family.
[01:07:58.374 --> 01:07:58.895]  Alex, you as well.
[01:07:58.915 --> 01:07:59.735]  We're praying for you, Alex.
[01:08:00.236 --> 01:08:00.796]  Thank you, brother.
[01:08:01.377 --> 01:08:02.578]  All right, Jack Posobiec.
[01:08:02.718 --> 01:08:03.578]  Amazing interview.
[01:08:03.979 --> 01:08:06.901]  I'm going to come back with the latest breaking news and more straight ahead.
[01:08:07.301 --> 01:08:08.542]  Infowars.com.
[01:08:08.582 --> 01:08:10.204]  Tomorrow's news today.
[01:08:10.224 --> 01:08:13.486]  I want the American way.
[01:08:13.506 --> 01:08:17.129]  So you better get out of the way, you Satanists.
[01:08:19.151 --> 01:08:21.873]  We reject you and your father, the devil.
[01:08:24.816 --> 01:08:25.937]  Freedom and free, folks.
[01:08:27.466 --> 01:08:29.186]  And our ancestors put down the down payment.
[01:08:30.166 --> 01:08:31.367]  Now we're going to pay the rest of the bill.
[01:08:33.507 --> 01:08:47.150]  But the first thing Jack Masovic said 45 minutes ago when he first joined us was, we need to stop the censorship because if they can censor us and get us to silence ourselves, because that's the trick.
[01:08:47.170 --> 01:08:48.310]  You think you're censored, you're not.
[01:08:48.550 --> 01:08:49.450]  Don't let them silence you.
[01:08:49.670 --> 01:08:50.170]  You're smart.
[01:08:50.190 --> 01:08:51.110]  You've got ways to get around it.
[01:08:52.811 --> 01:08:54.131]  If they can silence us, they win.
[01:08:55.976 --> 01:09:01.581]  So I want to go back to the news and the military news and the economic news and the news I haven't hit yet here in a moment.
[01:09:03.262 --> 01:09:10.222]   But here on this Wednesday, October 19th broadcast, we're going to talk about Kanye West, or "Ye."
[01:09:10.222 --> 01:09:19.502]   He comes out, he criticizes the system, those that are censoring him.
[01:09:19.715 --> 01:09:31.922]   They take his bank accounts away, they take his concerts away, and he gave a speech I guess yesterday afternoon that I just saw this morning, play it in a moment, where he said, look, I'm called by God to do this, and he's 100% real.
[01:09:31.942 --> 01:09:36.425]  People go, oh, well, he used to be part of the system and did masonic, this and that.
[01:09:36.505 --> 01:09:37.245]  It doesn't matter.
[01:09:38.246 --> 01:09:40.527]  Most of Jesus' followers were sinners.
[01:09:40.907 --> 01:09:42.648]  They were all sinners, but really bad sinners.
[01:09:42.668 --> 01:09:43.249]  They repented.
[01:09:43.649 --> 01:09:51.273]  This modern, parasitic view that, oh, this person didn't used to be as good as they are now, so we can't listen to them.
[01:09:51.954 --> 01:09:53.795]  You judge a tree by its fruits.
[01:09:55.376 --> 01:10:01.200]  And Ye, formerly known as Kanye West, I know it pisses you off so much when you call him Kanye West.
[01:10:01.481 --> 01:10:02.141]  That's a cool name.
[01:10:03.382 --> 01:10:04.403]  But Ye's great as well.
[01:10:06.124 --> 01:10:07.965]  He's another domino to fall.
[01:10:08.126 --> 01:10:09.346]  And I said this a week ago.
[01:10:09.406 --> 01:10:11.588]  I said, they've had this show trial.
[01:10:11.628 --> 01:10:12.929]  They've had this fake ruling on me.
[01:10:13.349 --> 01:10:18.053]  Now the Democrat party control lawyers are going to sue Tucker Carlson, Kanye West.
[01:10:18.133 --> 01:10:18.653]  I didn't know who.
[01:10:19.694 --> 01:10:24.897]   And now the Democrat connected lawyer, Big Black Lives Matter guy.
[01:10:26.017 --> 01:10:31.018]  George Floyd's relation.
[01:10:31.038 --> 01:10:37.239]  I guess mother of their child.
[01:10:37.299 --> 01:10:40.220]  Wants 200 plus million dollars because Kanye ran out of a coroner's report.
[01:10:40.580 --> 01:10:44.761]  He had no physical industries and it looked like it was probably fentanyl and methamphetamine killed him.
[01:10:44.981 --> 01:10:52.482]  We're not allowed to say that because he's now a saint in anti-white division in this country to break this country up.
[01:10:55.347 --> 01:11:11.400]  So here's a clip of the lawyer, Floyd's family lawyer, and he said he planned to, they've now filed it, a $250 million lawsuit, and they bring up Alex Jones.
[01:11:12.761 --> 01:11:13.082]  Here it is.
[01:11:13.677 --> 01:11:16.020]  Let me ask you about this legal action.
[01:11:16.160 --> 01:11:23.609]  I wonder if this will mean that Kanye West's comments about George Floyd will gain even more attention.
[01:11:23.629 --> 01:11:27.214]  Does that factor into the decision to move forward with this lawsuit?
[01:11:28.837 --> 01:11:30.438]  Well, we're going to move forward.
[01:11:30.998 --> 01:11:37.381]  And whether or not it receives more attention, we think it's a very important issue in this country.
[01:11:37.401 --> 01:11:42.283]  I mean, people are talking about free speech, but people also need to understand the limitations.
[01:11:42.703 --> 01:11:56.429]  If you're going to use other people's name for profit, if you're going to profit from other people's pain, if you're going to re-traumatize people, then you have to pay for it just like Alex Jones paid for it in the verdict against him for nearly a billion dollars.
[01:11:58.644 --> 01:12:05.130]  So that's the unfair trade practices claim, where the judge found me guilty and then told the jury how guilty I was.
[01:12:06.511 --> 01:12:09.834]  They claim I questioned Sandy Hook because I made money off of it.
[01:12:09.854 --> 01:12:10.955]  Why'd I question every big event?
[01:12:11.615 --> 01:12:12.776]  A lot of them are staged, some are real.
[01:12:14.057 --> 01:12:16.720]  I questioned WMDs in Iraq, Jussie Smollett, I was right about those.
[01:12:17.640 --> 01:12:23.946]  But the point is, they're following that same new idea, and you know they're going to default.
[01:12:25.233 --> 01:12:25.974]  Kanye West.
[01:12:26.454 --> 01:12:26.714]  Yay.
[01:12:27.755 --> 01:12:28.976]  You know, because they won't let him have a trial.
[01:12:28.996 --> 01:12:30.297]  I mean, he's a public figure.
[01:12:30.758 --> 01:12:31.718]  These people are public figures.
[01:12:32.919 --> 01:12:34.601]  The guy supposedly defamed is dead.
[01:12:34.661 --> 01:12:36.002]  A dead person can't supposedly sue you.
[01:12:36.242 --> 01:12:38.344]  But they don't care what the law says.
[01:12:39.865 --> 01:12:45.770]  Remember, Kanye West donated $2 million for George Floyd's six-year-old daughter's college funds.
[01:12:48.312 --> 01:12:51.715]  And now the very people that he supported.
[01:12:51.735 --> 01:12:54.157]  Talk about biting the hand that feeds you.
[01:12:55.413 --> 01:12:56.034]  Are suing him.
[01:12:57.395 --> 01:13:00.355]   And I guarantee you when he's defaulted in front of a jury, the judge will say,
