[00:00:00.000 --> 00:00:01.000]  [BEEP]
[01:33:31.683 --> 01:33:33.584]  Martin Armstrong's been joining us for decades.
[01:33:33.624 --> 01:33:37.126]  He is probably the most accurate predictor of the future.
[01:33:37.146 --> 01:33:41.669]  He's giving you all the details and facts and background, but how does this break?
[01:33:41.829 --> 01:33:43.690]  I mean, what are the different scenarios?
[01:33:44.230 --> 01:33:45.291]  What should the public know?
[01:33:46.011 --> 01:33:50.032]  When we've got the head of the European Central Bank saying we've lost power, everything's collapsing.
[01:33:50.772 --> 01:33:54.833]  You've got Schwab laughing, saying once it all collapses, they'll be able to reorder it.
[01:33:54.873 --> 01:33:55.973]  But he's getting the blame.
[01:33:56.453 --> 01:33:57.534]  He thought that wouldn't happen.
[01:33:57.554 --> 01:34:02.035]  He thought they would collapse things and then use the crisis to get control themselves.
[01:34:02.075 --> 01:34:03.255]  I don't see it going that way.
[01:34:03.315 --> 01:34:08.096]  So looking out over the horizon, short-term, mid-term, long-term, what does Martin Armstrong see?
[01:34:10.357 --> 01:34:16.281]  Well, we see a tremendous rise in civil unrest globally next year.
[01:34:16.301 --> 01:34:22.245]  And it is, as I said, Schwab is an academic.
[01:34:23.005 --> 01:34:27.408]  He actually has a bust of Lenin on his bookshelf.
[01:34:27.428 --> 01:34:32.511]  You know, this is what he believes.
[01:34:32.891 --> 01:34:38.995]  And everybody that he has there is largely on that same agenda.
[01:34:40.276 --> 01:34:42.097]  It's not going to work.
[01:34:42.117 --> 01:34:52.001]  I mean, the primary reason that communism failed is because it attempted to make everybody just drones.
[01:34:53.722 --> 01:34:59.504]  I was called in by China to help them actually become capitalists.
[01:35:00.024 --> 01:35:02.465]  And it was a very interesting experience.
[01:35:02.966 --> 01:35:12.478]   I went there and effectively, I had to explain Very fundamental economic principles.
[01:35:12.498 --> 01:35:17.664]  I mean, they wanted to know, like, why one tea was selling at a different price someplace else.
[01:35:18.365 --> 01:35:21.869]  And I said, first, you have transportation costs.
[01:35:22.470 --> 01:35:24.432]  And they were like, oh, wow, really?
[01:35:24.953 --> 01:35:29.598]  I said, then somebody will pay more for something that they prefer over another.
[01:35:30.447 --> 01:35:46.078]  So, you know, this is why communism fell, because basically if a tea was priced at $1 here and $1 all within the other side of the country, but it cost $10 to get it there, that's why communism collapsed.
[01:35:47.419 --> 01:35:53.728]   And you have these people like Schwab who just are I don't know.
[01:35:53.868 --> 01:35:56.349]  I mean, they're brain dead or what?
[01:35:56.429 --> 01:35:58.909]  But, uh, they keep trying.
[01:35:58.929 --> 01:36:01.670]  You make statements like you'll own nothing and like it.
[01:36:01.690 --> 01:36:04.370]  And exactly the point you make.
[01:36:04.450 --> 01:36:06.710]  Well, why is T $20 here and $10 here?
[01:36:06.951 --> 01:36:09.451]  Because the shipping cost and where it's got to go is more.
[01:36:09.891 --> 01:36:11.691]  They don't even understand basic things.
[01:36:11.751 --> 01:36:13.192]  It is the dumbest ideology.
[01:36:13.672 --> 01:36:15.092]  Why does it keep taking over then?
[01:36:16.912 --> 01:36:19.113]  Because, you know, I don't know.
[01:36:19.253 --> 01:36:24.941]   I mean, it's, Schwab and I have been on opposite sides for decades.
[01:36:25.541 --> 01:36:33.365]  I mean, Marcus Vetter came and did the movie on me, The Forecaster, and it was funded by a German TV station.
[01:36:33.726 --> 01:36:37.367]  Schwab then called him and said, hey, I want you to do a movie on us.
[01:36:37.387 --> 01:36:46.166]   So Marcus filmed, it's called The Forum, on I mean, whatever I've done, he then tries to copy.
[01:36:46.426 --> 01:36:51.408]  It's just, it has been a war for decades between us.
[01:36:51.448 --> 01:36:54.469]  We started our first World Economic Conference in 1985.
[01:36:54.589 --> 01:36:58.191]  He started his first World Economic Forum in 1987.
[01:36:58.271 --> 01:37:03.533]  It's just, you know, we're on opposite sides.
[01:37:03.613 --> 01:37:05.634]  I mean, Nigel Farage came to ours in 2019.
[01:37:07.327 --> 01:37:08.688]  And he said, of course I'm here.
[01:37:09.108 --> 01:37:12.971]  He says, you know, basically Armstrong is the alternative to Davos.
[01:37:14.112 --> 01:37:19.215]  I mean, this has been a longstanding war between the two of us for a long time.
[01:37:20.216 --> 01:37:21.697]  He's just an academic.
[01:37:22.297 --> 01:37:23.918]  Does he know how much trouble he's in?
[01:37:23.938 --> 01:37:26.640]  Because he's probably more hated than Bill Gates right now.
[01:37:26.700 --> 01:37:29.322]  I mean, he is hated as much as Hitler right now.
[01:37:31.044 --> 01:37:42.050]  Yeah, look, I mean, this is the problem and he has used his influence to buy time with these politicians.
[01:37:43.513 --> 01:37:45.894]  And most look at what we have out there.
[01:37:45.974 --> 01:37:47.875]  I mean, you've got Trudeau in Canada.
[01:37:47.915 --> 01:37:54.078]  You've got who they call, you know, Mrs. Head down in New Zealand.
[01:37:54.458 --> 01:37:59.821]  I mean, all these people he's training and stick them in there and these various different governments.
[01:38:01.422 --> 01:38:02.562]  It is horrible.
[01:38:02.762 --> 01:38:03.963]  Absolutely horrible.
[01:38:04.043 --> 01:38:10.506]  But not a you know, it's a debate as to who is the worst world leader.
[01:38:10.626 --> 01:38:11.767]  I mean, look at Biden.
[01:38:13.183 --> 01:38:17.165]  He's senile and he just reads whatever the cue cards basically say.
[01:38:17.405 --> 01:38:22.967]  And it's who's, you know, the real president is who's writing the cue cards.
[01:38:22.987 --> 01:38:24.227]  So what should we look for next?
[01:38:24.247 --> 01:38:26.428]  Because you've been predicting major upheaval.
[01:38:26.488 --> 01:38:27.109]  It's now happening.
[01:38:27.149 --> 01:38:28.269]  What are you predicting comes next?
[01:38:29.269 --> 01:38:32.030]  Well, I think we're going to start seeing a lot of civil unrest.
[01:38:32.811 --> 01:38:41.546]   I mean, I mean, I think this is the longest time it has ever taken to Even say who won an election.
[01:38:41.566 --> 01:38:46.808]  I mean, we've always known that night or maybe the day after, not a week later.
[01:38:48.129 --> 01:38:53.952]  My own staff could have wrote a program, you know, in less than 30 days that everybody can vote.
[01:38:54.012 --> 01:38:59.574]  I mean, if we can buy on Amazon safely, why can't we vote on a computer safely?
[01:38:59.954 --> 01:39:02.415]  What's with all these paper ballots all of a sudden?
[01:39:03.196 --> 01:39:08.418]  I mean, I know people in Canada that were getting ballots, mail-in ballots, and they're not even American.
[01:39:10.705 --> 01:39:19.889]  Pennsylvania got caught over, you know, sending out 200,000 mail-in ballots and they weren't even verified as to if they were American or not.
[01:39:20.170 --> 01:39:21.010]  Let's switch gears.
[01:39:21.030 --> 01:39:24.032]  You've been really on the Ukraine crisis with Russia.
[01:39:24.572 --> 01:39:28.854]  This news, a false flag with a missile attempt, blew up in their face, pun intended.
[01:39:29.034 --> 01:39:30.275]  What do you see happening there?
[01:39:34.157 --> 01:39:36.218]  Ukraine I know very well.
[01:39:37.038 --> 01:39:43.206]   We actually haven't had employees from Donetsk as well as from Kiev. And I can
[01:39:43.206 --> 01:39:48.315]   tell you that you can't even bring a Russian bottle of vodka to dinner in Kiev. It's an insult.
[01:39:48.315 --> 01:39:56.975]   It goes back very long time, the hatred in that area. There is no resolution. Zelensky
[01:39:56.975 --> 01:40:00.685]  is nothing but propaganda, basically.
[01:40:00.972 --> 01:40:02.772]  I mean, he puts out all this stuff.
[01:40:03.612 --> 01:40:17.675]  Adelaide University has just come out and confirmed that the vast majority of all these pro-Ukrainian comments all over the place are done by Ukrainian bots.
[01:40:18.436 --> 01:40:19.876]  He is losing the war.
[01:40:20.616 --> 01:40:22.217]  That's really what this is about.
[01:40:22.938 --> 01:40:33.667]  My info from over there from the Ukrainian side said that 300,000 soldiers have been injured and 100,000 Ukrainian soldiers are dead.
[01:40:35.228 --> 01:40:42.093]  And he keeps trying to pretend that, you know, he's winning, Russia's gonna fail and all this other kind of stuff.
[01:40:42.874 --> 01:40:56.075]   This latest missile thing, I mean, You know, he's refusing to keep saying that it's all nothing but, oh, it's Russia, Russia, Russia.
[01:40:56.095 --> 01:41:01.159]  And he wants to get, you know, he's trying desperately to create World War III.
[01:41:01.899 --> 01:41:03.981]  I mean, he's a very dangerous man.
[01:41:04.782 --> 01:41:07.804]  And it's unbelievable.
[01:41:07.885 --> 01:41:11.588]  But, you know, we should not be supporting Ukraine whatsoever.
[01:41:11.608 --> 01:41:14.170]  I agree with Henry Kissinger.
[01:41:14.190 --> 01:41:26.329]   The don't ask is Historically, Russian territory, and I'm talking about back to the days of the Tsar, and that's why you have Russian people living there.
[01:41:26.369 --> 01:41:27.850]  Sure, so how do you see this ending?
[01:41:27.870 --> 01:41:29.112]  Because even their secret U.S.
[01:41:29.152 --> 01:41:32.236]  talks now, Ukraine has tried a false flag.
[01:41:33.357 --> 01:41:33.918]  What comes next?
[01:41:36.067 --> 01:41:46.867]  All I can hope for is that the West wakes up and knocks off this insane proxy war, which is basically what it is.
[01:41:49.488 --> 01:41:59.272]  But unfortunately, I think we're going into World War Three and it's probably going to hit after or in 2025, going into maybe 27.
[01:42:00.393 --> 01:42:04.675]  And because we do the same thing with Taiwan.
[01:42:05.235 --> 01:42:10.877]  He sent Pelosi over there just before the Communist Convention.
[01:42:11.417 --> 01:42:18.076]   I mean, that's like, yes, you better give, you know, Gee, you know, absolute control.
[01:42:18.096 --> 01:42:21.257]  I mean, why would you do that just ahead of that?
[01:42:21.317 --> 01:42:23.058]  Of course that supported him.
[01:42:24.398 --> 01:42:34.820]  You know, I don't know who's making these decisions in Washington, but they seem to be intentionally trying to make the world far worse rather than better.
[01:42:35.120 --> 01:42:35.560]  Exactly.
[01:42:35.580 --> 01:42:36.120]  Stay there.
[01:42:36.140 --> 01:42:36.640]  Stay there.
[01:42:37.260 --> 01:42:39.221]  Martin Armstrong, armstrongeconomics.com.
[01:42:40.202 --> 01:42:41.803]  You cover any other big topics you want.
[01:42:42.204 --> 01:42:45.027]  I've got a lot of questions, but you're smarter than I am about economics, what's happening.
[01:42:45.447 --> 01:42:49.192]  What is your advice to the American people, people of the world, about the time and place we're in right now?
[01:42:49.292 --> 01:42:51.955]  Final segment with our special guest, Mr. Armstrong.
[01:42:51.975 --> 01:42:53.837]  Then, Paul Joseph wants to take over.
[01:42:53.657 --> 01:43:10.056]  We'll be right back.
[01:43:10.023 --> 01:43:17.946]  Elon Musk has hinted at this himself, but when he spoke out against returning Alex Jones to the platform, there were obvious concerns.
[01:43:18.406 --> 01:43:28.890]  Now, what I think might be going on, Elon Musk is making a business decision knowing that if Alex Jones is allowed back on the platform, Twitter might get removed from the App Store.
[01:43:28.949 --> 01:43:30.989]  "Oh, you can't have it on your iPhone.
[01:43:30.989 --> 01:43:33.489]  "Oh, you can't have it on your Android anymore."
[01:43:33.489 --> 01:43:41.788]   And now that one of the head tech executives and app manufacturers at Apple has removed his account,
