[00:00:00.369 --> 00:00:03.111]  I guess we all know Joe Biden is not running this country.
[01:08:56.793 --> 01:09:02.657]  Now, this might get retracted by the Biden administration within the next 24 hours.
[01:09:02.677 --> 01:09:17.007]  That pretty much has been the case every other time this subject has been brought up, whether it be here in the media or Joe Biden or somebody across the planet, one of the representations of the administration, they always have to backtrack.
[01:09:18.140 --> 01:09:19.301]  Even when it's Joe Biden saying it.
[01:09:21.643 --> 01:09:35.233]  But here's the true dangerous psychology of it is that what you have is these liberal leftists that just are so empowered and their hubris and their arrogance is just overflowing that they don't even think twice.
[01:09:35.273 --> 01:09:39.936]  They just think, I have the power to say we'll use nukes and so therefore I'll say it.
[01:09:41.417 --> 01:09:42.919]  They don't care about the repercussions.
[01:09:42.939 --> 01:09:46.421]  They don't care whether it's real or not or whether they would or whether they have any strategy.
[01:09:46.821 --> 01:09:47.242]  Doesn't matter.
[01:09:48.407 --> 01:09:49.587]  They're in charge.
[01:09:50.167 --> 01:09:59.810]  They're the good, moral, high ground, liberal Democrat, and so they can say that we'll use nukes, and that makes them feel good, and that makes them feel powerful.
[01:10:03.531 --> 01:10:04.852]  Wow, and I didn't see that.
[01:10:04.932 --> 01:10:06.832]  Is that from today, guys?
[01:10:07.952 --> 01:10:09.873]  Putin says Taiwan is part of China?
[01:10:11.138 --> 01:10:11.298]  Yep.
[01:10:12.118 --> 01:10:20.720]  So, more evidence of what we've been talking about here for the entire year, that the lack of U.S.
[01:10:20.800 --> 01:10:22.660]  leadership, the lack of U.S.
[01:10:22.680 --> 01:10:24.600]  diplomacy, the lack of U.S.
[01:10:24.720 --> 01:10:31.081]  geopolitical strategy is crushing us across the planet, and now Russia and China are forming a strong alliance.
[01:10:31.382 --> 01:10:32.442]  So this is not a coincidence.
[01:10:32.862 --> 01:10:48.636]   When China comes out and tells the United States to stop stealing oil from Syria, which they just got caught doing again, That is a soft-spoken, if you will, support for Russia.
[01:10:48.676 --> 01:10:53.580]  That's them playing Russia's geopolitical card and strategy and approach.
[01:10:53.980 --> 01:10:59.805]  So when Russia comes out and says Taiwan is part of China, see how that tit-for-tat works?
[01:11:00.926 --> 01:11:03.869]  See how that give-and-take relationship works?
[01:11:06.897 --> 01:11:12.022]  Wow, so we are just really in a bad spot now with Joe Biden as the president.
[01:11:12.302 --> 01:11:13.744]  I don't know how we come back from this, folks.
[01:11:13.764 --> 01:11:14.805]  Now, the good news is...
[01:11:16.226 --> 01:11:37.161]  How we come back from this would actually be a much stronger domestic policy and a much more independent ideology when it comes to our energy manufacturing and everything else because quite frankly that's what we're going to be forced into by the world blackballing us now under Joe Biden.
[01:11:37.962 --> 01:11:43.926]  Which it might be so bad by the time the next presidential election comes along that there's no recovery.
[01:11:45.307 --> 01:11:54.654]  So you see the tit-for-tat there from China and Russia, both now allied against the United States, thanks to Joe Biden.
[01:11:55.854 --> 01:12:07.042]  And now you have Biden administration officials just so, just so wantonly threatening nuclear war, like they don't even care, there's no repercussions, all because they can do it.
[01:12:08.363 --> 01:12:10.585]  All because they can do it.
[01:12:12.540 --> 01:12:15.102]  Yeah, we'll threaten nuclear war because we can.
[01:12:15.683 --> 01:12:17.104]  Because I'm in charge.
[01:12:18.305 --> 01:12:22.829]  Not even caring about the millions of lives that will be put at stake by their rhetoric.
[01:12:25.151 --> 01:12:31.998]  Arizona rancher makes desperate plea to Biden after finding total of 16 dead migrants on the property.
[01:12:33.468 --> 01:12:35.390]  Oh, nothing to see at the southern border.
[01:12:35.590 --> 01:12:36.210]  Oh, no, really?
[01:12:36.711 --> 01:12:46.138]  Even Arizona Democrat Mark Kelly has now had to admit that there is a border crisis with just 12 days left out for his re-election bid.
[01:12:46.499 --> 01:12:57.588]  He has to say that the border is in crisis because he knows the Arizona voters know it's in a crisis, and if he doesn't say that, he won't get re-elected, even though the Democrats immediately after him being re-elected will say there's no border crisis.
[01:12:58.715 --> 01:12:59.856]  Sixteen dead on one ranch.
[01:13:00.436 --> 01:13:02.857]  Biden mocks reporters for trying to ask him questions.
[01:13:02.877 --> 01:13:03.858]  Yeah, don't you dare!
[01:13:05.619 --> 01:13:06.499]  Don't you dare!
[01:13:06.519 --> 01:13:15.904]  Video emerged Wednesday of Joe Biden mocking reporters at the White House for attempting to ask him questions as he once again refused to answer any.
[01:13:16.664 --> 01:13:18.065]  And then you have the White House Karens.
[01:13:18.385 --> 01:13:19.225]  You've heard the videos before.
[01:13:19.446 --> 01:13:19.826]  Get out!
[01:13:19.846 --> 01:13:20.186]  Move on!
[01:13:20.206 --> 01:13:20.626]  You gotta go!
[01:13:20.646 --> 01:13:21.086]  You gotta go!
[01:13:21.106 --> 01:13:21.587]  Time to get out!
[01:13:21.607 --> 01:13:22.067]  Time to get out!
[01:13:22.087 --> 01:13:22.447]  Time to move!
[01:13:22.467 --> 01:13:22.747]  Time to go!
[01:13:22.767 --> 01:13:23.067]  Time to go!
[01:13:23.328 --> 01:13:25.489]  And there's like four or five of these White House Karens.
[01:13:26.363 --> 01:13:29.704]  It was the same ones that were in the Easter Bunny costumes telling Biden where to go.
[01:13:30.044 --> 01:13:37.686]  And it's the same mental state of the Biden administration overseas saying, yeah, we'll use nukes.
[01:13:38.407 --> 01:13:40.107]  Yeah, hell yeah, we'll use the nukes.
[01:13:40.587 --> 01:13:41.187]  Look at me.
[01:13:41.688 --> 01:13:43.008]  I'm a powerful Democrat liberal.
[01:13:43.048 --> 01:13:43.768]  I'll use nukes.
[01:13:45.329 --> 01:13:49.050]  It's the same mentality of they have power and they'll use the power.
[01:13:50.069 --> 01:13:54.271]  You give a Liberal Democrat a thimble of power, they will find a way to abuse it.
[01:13:54.512 --> 01:14:00.355]  So you've got these White House Karens who know they're in charge of the media, and so they love that power.
[01:14:00.455 --> 01:14:02.176]  It's like a sexual experience for them.
[01:14:02.436 --> 01:14:09.300]  It's like an orgasmic experience for them to kick the media out and scream and shout like a bunch of raving banshees.
[01:14:10.701 --> 01:14:11.881]  It's like sex for them.
[01:14:12.562 --> 01:14:13.462]  They love it.
[01:14:13.602 --> 01:14:15.904]  Screaming, shouting, making a scene at the media.
[01:14:15.944 --> 01:14:16.624]  It's their job.
[01:14:16.724 --> 01:14:17.745]  They get off to it.
[01:14:18.752 --> 01:14:22.716]  Just like the Biden administration going overseas saying, ha ha, hell yeah, we'll use nukes.
[01:14:24.378 --> 01:14:25.118]  You're sick.
[01:14:26.740 --> 01:14:27.441]  You're sick.
[01:14:28.341 --> 01:14:29.783]  But don't ask Biden a question.
[01:14:29.823 --> 01:14:30.924]  He's above you.
[01:14:31.705 --> 01:14:33.807]  Besides, we all know he's lying to you anyway.
[01:14:36.849 --> 01:14:41.651]  GOP representative, a cabal of unelected elitists, including Obama, is in control of America.
[01:14:41.691 --> 01:14:42.632]  We heard the clip earlier.
[01:14:42.712 --> 01:14:43.412]  He's so right.
[01:14:43.452 --> 01:14:53.617]  Republican Congressman Ralph Norman declared Wednesday that everyone knows Joe Biden isn't in charge of anything and that in reality there is a secretive cabal of elitists that are running America.
[01:14:54.598 --> 01:14:57.459]  It's nice to see Republicans telling it like it is.
[01:14:58.520 --> 01:15:02.522]  That used to be something you might hear from a liberal Democrat, but not anymore because they know they're in control.
[01:15:05.243 --> 01:15:06.284]  What are they hiding?
[01:15:07.606 --> 01:15:13.369]  Group sues Biden administration and National Archives over JFK assassination records.
[01:15:14.709 --> 01:15:25.715]  The country's largest online source of JFK assassination records is suing President Joe Biden and the National Archives to force the federal government to release all remaining documents related to the most mysterious...
[01:15:27.065 --> 01:15:27.946]  Murders of U.S.
[01:15:28.106 --> 01:15:31.148]  presidential history nearly 60 years ago.
[01:15:31.588 --> 01:15:54.845]  The Mary Farrell Foundation filed the lawsuit Wednesday, one year after Biden issued a memo postponing the release of a final trove of 16,000 records assembled under the President John F. Kennedy Association Records Collection Act of 1992, which Congress passed without opposition in response to Oliver Stone's Oscar-dominated film JFK.
[01:15:54.985 --> 01:15:59.050]   What are they hiding about The JFK murder.
[01:15:59.090 --> 01:16:03.872]  The original JFK Records Act, by the way, was signed by Democrat President Bill Clinton.
[01:16:04.352 --> 01:16:07.995]  Now, Trump actually released a large trove of the JFK files.
[01:16:08.035 --> 01:16:09.295]  He released all the ones he could.
[01:16:10.496 --> 01:16:12.417]  Whatever the time restraints on these records are.
[01:16:12.997 --> 01:16:15.259]  Trump released as many as he could.
[01:16:15.319 --> 01:16:17.820]  We learned a lot of things about the JFK assassination.
[01:16:18.520 --> 01:16:19.741]  How the CIA lied to us.
[01:16:19.761 --> 01:16:20.962]  The CIA controlled the media.
[01:16:21.002 --> 01:16:24.083]  The FBI and the CIA both believed that there were multiple shooters that day.
[01:16:24.584 --> 01:16:25.224]  On and on and on.
[01:16:25.284 --> 01:16:26.665]  But, oh, don't call it a conspiracy.
[01:16:28.356 --> 01:16:34.964]  But why is the Biden administration hiding the remaining 16,000 documents from the public?
[01:16:35.084 --> 01:16:37.827]  Always Democrats trying to keep the truth from you.
[01:16:38.728 --> 01:16:39.929]  John F. Kennedy was a Democrat.
[01:16:39.949 --> 01:16:42.753]  You'd think they'd want us to know what happened to him, but no, they don't.
[01:16:43.874 --> 01:16:44.655]  What a shame.
[01:16:45.842 --> 01:16:51.704]  All right, ladies and gentlemen, when I come back, I'm going to get into some of the latest vaccine data and news.
[01:16:51.884 --> 01:16:53.564]  It is not good.
[01:16:54.105 --> 01:16:54.965]  It is not good.
[01:16:55.465 --> 01:17:06.168]  But let me tell you about BrainForce Ultra or BrainForce Plus, both great nootropics from InfoWarsTore.com, both 50% off right now at InfoWarsTore.com.
[01:17:06.308 --> 01:17:08.289]  I am an avid user of this product.
[01:17:09.278 --> 01:17:21.224]  Whether it's the liquid tincture version, BrainForce Ultra, or the encapsuled version, BrainForce Plus, if I need mental clarity, mental energy, well, usually I like to take it before I go on the air.
[01:17:21.785 --> 01:17:27.328]  So BrainForce Ultra, BrainForce Plus is my performance enhancer, if you will, before I go on air.
[01:17:28.612 --> 01:17:40.864]  But if you're out there listening, you got a big work project, you got a big test coming up, a big exam, something you need to study for, what have you, give BrainForce Ultra or BrainForce Plus a try from InfoWareStore.com.
[01:17:41.205 --> 01:17:43.126]  It's currently 50% off.
[01:17:43.927 --> 01:17:44.508]  That's right!
[01:17:45.549 --> 01:17:49.333]  The Alex Jones Show, still on air.
[01:17:50.294 --> 01:17:57.420]   And while I am anxiously awaiting To see what the latest news is with Elon Musk's takeover of Twitter.
[01:17:57.941 --> 01:17:59.182]  There are some headlines here.
[01:18:00.303 --> 01:18:01.424]  I'll get to those momentarily.
[01:18:02.424 --> 01:18:08.649]  But we will be joined tomorrow with breaking news on this from an insider source.
[01:18:08.789 --> 01:18:10.030]  That's going to be tomorrow though.
[01:18:10.771 --> 01:18:12.833]  But see, oh, what were they doing on Twitter?
[01:18:15.014 --> 01:18:19.358]  They were censoring information about the vaccines.
[01:18:21.053 --> 01:18:25.575]  And about the origins of COVID, but let's focus on the vaccines for now because this is a major issue here.
[01:18:27.515 --> 01:18:36.338]  With the vaccines now killing so many people, we know about the side effects with the pregnant mothers and then their children.
[01:18:37.079 --> 01:18:49.443]  We know about now 70, excuse me, 7%, it's actually over 7%, that have taken the COVID-19 vaccine have had life-altering side effects.
[01:18:50.370 --> 01:18:52.975]  But see, this is, this is, the crew is amazing here.
[01:18:53.616 --> 01:18:55.199]  They just pulled up this story from 2020.
[01:18:55.359 --> 01:18:56.982]  This is December 2020.
[01:18:57.322 --> 01:19:00.308]  Twitter and Facebook to censor vaccine discourse.
[01:19:01.260 --> 01:19:01.940]  This must stop.
[01:19:02.000 --> 01:19:10.823]  So they were actively censoring any negative information about the vaccines, no matter how real it was, including their own internal documents that had leaked.
[01:19:10.963 --> 01:19:14.264]  We had their PowerPoints, we had the videos, we had their internal studies.
[01:19:14.564 --> 01:19:16.385]  They knew the vaccine would be killing people.
