[00:00:00.129 --> 00:00:01.752]  Emergency Friday broadcast.
[01:07:18.869 --> 01:07:19.810]  No, I haven't.
[01:07:20.010 --> 01:07:27.433]  I've been calling for the vaccine mandates to be dropped and the vaccines to be pulled from the market for quite some time, and I hope it's soon.
[01:07:28.634 --> 01:07:41.721]  When I was at a packed auditorium in Fox River Lutheran Church in Illinois last weekend, Alex, when I mentioned the idea of the vaccines being pulled off the market, there was a standing room ovation.
[01:07:41.741 --> 01:07:45.643]   People thought I thought it would be a national holiday the day the vaccines go away.
[01:07:45.943 --> 01:07:54.549]  I want to point you to another paper in JAMA out by Akashi and colleagues and this is the results of all the asymptomatic testing done at the Olympics.
[01:07:55.049 --> 01:08:00.212]  Now I was on Newsmax with Rob Mitchell before the Olympics and I forecasted this.
[01:08:00.653 --> 01:08:14.537]   They ended up doing thousands of tests Alex and What they found is that the rate of picking up any positive test at the Olympics was 0.44% and it was clinically useless.
[01:08:15.198 --> 01:08:22.919]  So I've said for the longest time we should follow the regulatory science here and patients with no symptoms should never be tested.
[01:08:22.939 --> 01:08:29.521]  The tests are only approved or clinically cleared to use as a diagnostic aid in acutely sick individuals.
[01:08:31.047 --> 01:08:32.188]  Wow, we're going to go to break.
[01:08:33.329 --> 01:08:34.289]  You've got so much to cover.
[01:08:34.309 --> 01:08:35.090]  What are we going to hit next?
[01:08:36.571 --> 01:08:40.574]  I want to hit some highlights from the Senate testimony on January 24th.
[01:08:40.674 --> 01:08:41.995]  Oh, absolutely.
[01:08:42.035 --> 01:08:42.295]  Wow.
[01:08:42.355 --> 01:08:43.176]  Yeah, that was important.
[01:08:43.496 --> 01:08:45.457]  We've got so much here with Dr. Peter McCullough.
[01:08:45.817 --> 01:08:49.000]  I'm Alex Jones, InfoWars.com, NewsWars.com.
[01:08:49.040 --> 01:08:55.204]  Tomorrow's news today and later when this live show is over, we're going to put like an hour of amazing clips he sent us on the end of it for you to share.
[01:08:56.252 --> 01:09:05.598]  Well, they definitely got a tiger by the tail with the medical community of doctors and scientists and nurses and lab technicians that are seeing all this cancer explode.
[01:09:06.499 --> 01:09:14.263]  You've got the epidemiologists going public, you've got the pathologists of the world going public, from Germany to Japan to the United States to Canada.
[01:09:14.764 --> 01:09:15.344]  Who's who?
[01:09:15.823 --> 01:09:20.823]   I mean, I'm actually proud of the scientific community at the real level.
[01:09:20.823 --> 01:09:25.623]   But then you've got the big pharma corporations and big tech and the big media together trying
[01:09:25.623 --> 01:09:28.582]  to force these products down people's throats.
[01:09:28.582 --> 01:09:30.943]  And man, is it blowing up in their face.
[01:09:30.943 --> 01:09:36.263]   You've got Bill Gates' wife now publicly separating herself not just from Jeffrey Epstein and
[01:09:36.263 --> 01:09:38.342]  her husband, but from his agenda.
[01:09:38.342 --> 01:09:42.583]  I mean, these are rats leaving the sinking ship.
[01:09:42.583 --> 01:09:45.022]  Maybe she's a good person and didn't know how bad he was.
[01:09:45.022 --> 01:09:47.942]   So Dr. McCullough, I want to talk about the 35,000 foot view.
[01:09:47.942 --> 01:09:50.942]   You don't have the floor to drill into all the science and facts like you like.
[01:09:50.942 --> 01:09:57.582]   But as a patriot, as an American, as a doctor, as a citizen, as a free soul.
[01:09:57.582 --> 01:10:07.582]  [BLANK_AUDIO]
[01:09:58.712 --> 01:09:59.894]  How do you see this fight going?
[01:09:59.914 --> 01:10:02.559]  It looks like they've got a tiger by the tail and they're getting torn up by it.
[01:10:02.919 --> 01:10:05.043]  And then I get a little concerned, what are they going to do to counter that?
[01:10:05.063 --> 01:10:10.593]  I mean, you've got former BlackRock fund managers, high level, coming out saying, we've crunched the numbers.
[01:10:11.499 --> 01:10:13.920]  What VAERS, what the Pentagon numbers show, it's even worse.
[01:10:13.940 --> 01:10:16.261]  There's mass death and illness everywhere this is happening.
[01:10:16.481 --> 01:10:17.182]  You can't hide it.
[01:10:17.242 --> 01:10:17.902]  It's historic.
[01:10:18.382 --> 01:10:20.963]  Everybody anecdotally sees it, plus we see it in the numbers.
[01:10:21.544 --> 01:10:26.246]  What would you call this moment in history, and how do you think the system extricates itself?
[01:10:26.286 --> 01:10:32.569]  Because this is going to make other bad drugs that were put on the market historically that caused disasters look tame in comparison.
[01:10:32.629 --> 01:10:36.791]  Is this the biggest medical malpractice, big pharma disaster in human history?
[01:10:38.283 --> 01:10:47.406]  You know, what I see is the first wave was the respiratory illness, which caused great fear and and the medical community and the public responding to it.
[01:10:47.766 --> 01:10:55.929]  But the vaccine rollout, the worldwide indiscriminate vaccine rollout, has really galvanized the world on freedom.
[01:10:55.969 --> 01:10:59.990]  Now, it's not freedom like one country and its borders with another country.
[01:11:00.530 --> 01:11:01.811]  It's medical freedom.
[01:11:01.971 --> 01:11:06.555]  It's the personal freedom to decide what goes into one's own body.
[01:11:06.875 --> 01:11:19.344]  And we saw that on the steps of the Lincoln Memorial, the Defeat the Mandates American Homecoming march, and then about 35,000 marched from the Washington Monument to the Lincoln Memorial.
[01:11:19.964 --> 01:11:25.569]  And TJ Sears, who's Austin's own comedian, was the moderator.
[01:11:25.709 --> 01:11:28.491]  I gave the lead-off medical presentation.
[01:11:29.171 --> 01:11:43.090]   And we had doctors, scientists, nurses, lawyers, public health officials, really a spirited presentation by Austin's Del Bigtree of the That was fantastic.
[01:11:43.210 --> 01:11:46.851]  And I tell you, everyone was listening to every word of Bobby Kennedy.
[01:11:47.051 --> 01:11:50.092]  That was the backdrop for January 23rd.
[01:11:50.573 --> 01:11:53.674]  And then we moved right into the historic U.S.
[01:11:53.754 --> 01:11:58.096]  Senate panel led by Republican Ron Johnson from Wisconsin.
[01:11:58.796 --> 01:12:00.336]  I co-moderated the panel.
[01:12:01.017 --> 01:12:05.198]  And the title of the panel was, A Second Opinion on COVID-19.
[01:12:05.238 --> 01:12:06.939]  And boy, it couldn't have any better title.
[01:12:09.600 --> 01:12:13.584]   So putting on your citizen cap, Where do you see this going?
[01:12:13.664 --> 01:12:19.431]  I mean, you even have the head of the UN vaccine program, as you know, it got almost no attention two weeks ago saying, don't give this to children.
[01:12:19.711 --> 01:12:21.613]  You have the EU a month ago saying, don't give it to children.
[01:12:21.633 --> 01:12:25.518]  You have all these different federal regulators having to resign because they said, don't give it to children.
[01:12:25.958 --> 01:12:31.905]  And then here's Biden and Psaki and all their little paid for minions on YouTube and Instagram saying, you better do it.
[01:12:32.285 --> 01:12:34.088]  You know, the children will die if you don't.
[01:12:34.369 --> 01:12:37.213]  I mean, do these people realize the crime they've signed on to?
[01:12:37.393 --> 01:12:40.078]  Because you could argue they did it by accident, they didn't know before.
[01:12:40.098 --> 01:12:42.221]  I think all that was premeditated, the evidence is there.
[01:12:42.522 --> 01:12:46.248]  But now they know, and so now they are committing the crime.
[01:12:47.532 --> 01:12:48.652]  The wall is crumbling.
[01:12:48.692 --> 01:12:51.453]  It seems like bricks are falling on either side of the wall.
[01:12:51.713 --> 01:12:58.315]  You know, when we were in D.C., we couldn't even get a cup of coffee without showing a vaccine card in D.C.
[01:12:58.335 --> 01:13:04.657]  But we go a few miles into the state of Virginia, it was easy to, you know, no masks, no vaccines required.
[01:13:05.297 --> 01:13:07.998]  Scotland, Ireland and England, the U.K.
[01:13:08.018 --> 01:13:10.859]  just dropped all mandates, including vaccine mandates.
[01:13:11.479 --> 01:13:12.899]  That's happening in a few places.
[01:13:12.979 --> 01:13:13.800]  So does Sweden.
[01:13:13.860 --> 01:13:14.460]  So does Sweden.
[01:13:14.520 --> 01:13:15.300]  It's like dominoes.
[01:13:16.314 --> 01:13:17.895]  It's like dominoes in the United States.
[01:13:17.935 --> 01:13:21.216]  The city of Denver just dropped all its mandates.
[01:13:21.756 --> 01:13:23.596]  Starbucks dropped its mandates.
[01:13:24.096 --> 01:13:25.037]  GE and others.
[01:13:25.317 --> 01:13:27.738]  So you're going to see this fracturing here.
[01:13:28.018 --> 01:13:29.258]  But what happened in the U.S.
[01:13:29.278 --> 01:13:32.139]  Senate panel was five hours of truth bombs.
[01:13:32.619 --> 01:13:38.201]  And it was dozens and dozens of doctors and scientists, nurses, patients.
[01:13:38.781 --> 01:13:41.305]  And by the way, let me interrupt.
[01:13:41.745 --> 01:13:43.467]  We put up five or six versions of this.
[01:13:43.567 --> 01:13:45.350]  One's five hours long, one's three hours long.
[01:13:45.370 --> 01:13:46.531]  There's a bunch of short clips.
[01:13:47.072 --> 01:13:49.395]  But everybody needs to see the whole presentation.
[01:13:49.715 --> 01:13:51.357]  Wherever you find it, folks, you need to get it.
[01:13:51.938 --> 01:13:56.544]  What's the best term to search, doctor, to find the full Senate Committee meeting?
[01:13:57.692 --> 01:14:01.154]  I think just search US Senate Panel Second Opinion, Ron Johnson.
[01:14:01.214 --> 01:14:04.675]  One of the best, Alex, is a 38-minute highlight reel.
[01:14:04.715 --> 01:14:07.336]  I'll shoot that over to your producers to get that up.
[01:14:07.396 --> 01:14:08.197]  It's up on YouTube.
[01:14:08.797 --> 01:14:19.242]  And I have to tell you, what I learned from this is that there are far more doctors who understand COVID-19 as a treatable illness than I ever thought.
[01:14:20.022 --> 01:14:25.628]  We heard from the father of critical care, the person who's published more on critical care than anybody in the world, Paul Merrick.
[01:14:26.108 --> 01:14:32.334]  He said flat out, based on his analysis, and he cited the data, Remdesivir is killing Americans.
[01:14:34.416 --> 01:14:35.017]  And that's right.
[01:14:35.137 --> 01:14:42.684]  And just to be clear, we have that 38-minute clip, so when this show's over today and we archive it to go viral, folks, I know it'll get a million views, it needs 10 million listeners.
[01:14:43.934 --> 01:14:47.316]  We've got some videos at 5, 6, 7 million, but none have ever hit 10 million at Banned.video.
[01:14:47.636 --> 01:14:48.837]  I want to reach more people.
[01:14:49.177 --> 01:14:50.437]  This is a life and death situation.
[01:14:50.457 --> 01:14:53.199]  You mentioned Rendezvir.
[01:14:54.221 --> 01:14:56.323]  We will add the video you just talked about to the end of the report.
[01:14:56.703 --> 01:15:12.756]  But I have articles out of the Epoch Times, very credible with all the links to it, all over the U.S., not just in Canada or Europe, they are taking people away from their families, they are intubating them, just like they did the last two years, and they are forcing them on Rendezvir and killing them.
[01:15:12.796 --> 01:15:18.440]  So this is being called, by the Epoch Times, not by me, that's radical for them, medical kidnapping.
[01:15:18.460 --> 01:15:19.101]  What's going on here?
[01:15:20.274 --> 01:15:20.674]  It's true.
[01:15:20.715 --> 01:15:30.883]  We heard from Dr. Aaron Carity, former professor at UC Irvine, a professor of psychiatry, human ethics expert, present and testify to that fact.
[01:15:30.903 --> 01:15:32.325]  This is all in the Senate record now.
[01:15:32.665 --> 01:15:36.028]  I think it's the authoritative nature of the presenters.
[01:15:36.207 --> 01:15:41.807]   When Paul Merrick, who's published more on critical care, he's taking care of acutely sick COVID patients
[01:15:41.807 --> 01:15:43.567]  in the hospital, hundreds of them.
[01:15:43.567 --> 01:15:49.287]   When he said his analysis from Deserveer is killing people, when Aaron Carity, who's in ethics,
