[00:00:00.189 --> 00:00:01.772]  Oh, no!
[01:04:16.069 --> 01:04:21.553]  First of all, I expected, I'm a listener, I'm actually a Prison Planet subscriber, and I expected an exercise in martial law.
[01:04:21.573 --> 01:04:23.255]  That was the first thing I thought was going to happen.
[01:04:23.915 --> 01:04:31.062]  And at first it seemed that way because they put in bridge restrictions and there was the gas shortages and they closed up the ports.
[01:04:31.082 --> 01:04:31.502]  You know what?
[01:04:31.522 --> 01:04:31.882]  You know what?
[01:04:31.963 --> 01:04:33.764]  I want to hear this all after the break.
[01:04:33.844 --> 01:04:34.265]  Stay there.
[01:04:34.285 --> 01:04:35.946]  I'm going to come back and give you the floor.
[01:04:36.346 --> 01:04:37.267]  Tommy in New York, okay?
[01:04:37.287 --> 01:04:37.788]  You going to hold?
[01:04:38.885 --> 01:04:39.626]  Yeah, man, I'll hold for you.
[01:04:39.646 --> 01:04:39.906]  Okay, great.
[01:04:39.946 --> 01:04:40.506]  Put him on hold.
[01:04:40.526 --> 01:04:41.567]  I don't want to cut him short.
[01:04:41.587 --> 01:04:42.188]  I always do that.
[01:04:42.208 --> 01:04:49.074]  We're going to come back to Tommy, then we're going to go to Bill, Michael, CJ, Chet.
[01:04:49.554 --> 01:04:51.035]  Chet's in New York and others.
[01:04:51.055 --> 01:04:53.618]  We'll go to Chet after we talk to Tommy first.
[01:04:53.958 --> 01:04:56.220]  But we've got open phones, not just folks on the East Coast.
[01:04:56.660 --> 01:05:00.824]  But we'll give preferential, you know, head of the line if you've got a report for us.
[01:05:01.104 --> 01:05:02.805]  Because we're going to talk about what's happened.
[01:05:02.825 --> 01:05:05.147]  They're talking about postponing the election.
[01:05:06.108 --> 01:05:10.052]  We're having a drag out a few more days, so this circus could really get crazy.
[01:05:10.072 --> 01:05:10.952]  Stay with us.
[01:05:12.414 --> 01:05:13.154]  Aaron Fullin here.
[01:05:13.415 --> 01:05:24.784]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[01:05:25.025 --> 01:05:28.848]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[01:05:29.048 --> 01:05:31.569]  But frankly, I'm not sure what the food police are so afraid of.
[01:05:31.809 --> 01:05:39.470]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[01:05:39.710 --> 01:05:47.232]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[01:05:47.512 --> 01:05:48.412]  But here's some good news.
[01:05:48.632 --> 01:05:54.473]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[01:05:54.853 --> 01:05:57.896]  Since it's still legal to make these foods as long as you can make them yourself.
[01:05:58.176 --> 01:06:00.838]  For more information check out fermentationfactor.com.
[01:06:01.018 --> 01:06:02.760]  That's fermentationfactor.com.
[01:06:03.040 --> 01:06:09.065]  It's easy to create your own powerful fermented foods and you can do it by going to www.fermentationfactor.com.
[01:06:09.165 --> 01:06:11.888]  That's www.fermentationfactor.com.
[01:06:14.582 --> 01:06:22.267]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:06:22.707 --> 01:06:26.329]  Alex and his staff have used these pure soap products for years.
[01:06:26.770 --> 01:06:33.594]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:06:34.074 --> 01:06:36.856]  See them on the web at 5starsoap.com.
[01:06:37.096 --> 01:06:41.597]  Or call 800-340-7091 for a free catalog.
[01:06:41.937 --> 01:06:47.599]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:06:47.859 --> 01:06:52.980]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:06:53.280 --> 01:06:54.901]  This is an amazing deal.
[01:06:55.261 --> 01:06:59.862]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:07:00.482 --> 01:07:02.663]  See them on the web at 5starsoap.com.
[01:07:03.243 --> 01:07:05.107]  Or call 800-340-7091 for a free catalog.
[01:07:12.199 --> 01:07:14.200]  Cold and flu season is upon us.
[01:07:14.680 --> 01:07:20.523]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[01:07:20.923 --> 01:07:32.069]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[01:07:32.649 --> 01:07:41.714]  Silver Sol technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph,
[01:07:41.934 --> 01:07:45.217]  Pneumonia, colds, flus and other harmful pathogens.
[01:07:45.657 --> 01:07:57.928]  This new technology is much more effective than colloidal or ionic silvers and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[01:07:58.628 --> 01:08:01.791]  Supernatural Silver is what you need for any emergency.
[01:08:02.292 --> 01:08:09.558]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[01:08:19.750 --> 01:08:21.436]  You got a business.
[01:08:21.496 --> 01:08:22.319]  You didn't build that.
[01:08:23.282 --> 01:08:24.947]  Somebody else made that happen.
[01:08:32.463 --> 01:08:36.605]  Defending the Republic from enemies, foreign and domestic.
[01:08:37.385 --> 01:08:38.646]  It's Alex Jones.
[01:08:39.506 --> 01:08:41.567]  Waging war on corruption.
[01:08:42.387 --> 01:08:44.948]  Crashing through the lies and disinformation.
[01:08:45.609 --> 01:08:48.070]  Monday through Friday, 12 noon to 3 pm Eastern.
[01:08:49.150 --> 01:08:53.292]  You have found it, the tip of the spear, when it comes to resisting the globalists.
[01:08:56.423 --> 01:09:06.649]  Okay, we're gonna go to Tommy in New York who has been in the middle of the disaster that is Sandy and the government response that's a big part of the disaster.
[01:09:07.170 --> 01:09:11.152]  Chet in New York and others.
[01:09:11.292 --> 01:09:25.781]  We are going to get to everybody here today and we are also going to continue breaking down a little spoof video that I put out last night that 15 seconds into it I explained it is a spoof.
[01:09:27.287 --> 01:09:28.867]  I see my IT guys running around.
[01:09:28.907 --> 01:09:29.547]  Yeah, it's weird.
[01:09:29.587 --> 01:09:35.549]  Every once in a while, if I get right up on the microphone like that, it creates like a... thing after it.
[01:09:35.569 --> 01:09:40.509]  And that's what happened with another Neumann microphone of the same design years ago.
[01:09:40.569 --> 01:09:40.970]  Remember that?
[01:09:41.830 --> 01:09:43.030]  Just little technical stuff.
[01:09:43.050 --> 01:09:46.491]  Most people probably can't hear it, but it's very strange.
[01:09:47.031 --> 01:09:53.972]  Continuing, I called the video, Breaking Mitt Romney Elected 45th President.
[01:09:55.558 --> 01:10:09.950]  And then I go on to say, no he hasn't been, but then I show Democrats with just hundreds of articles out there saying Obama's gonna win, landslide, there's no way he can lose, 85% New York Times with their little push poll.
[01:10:12.052 --> 01:10:19.698]  The bookies in Europe and England and Ireland and the US are already paying out on Obama.
[01:10:20.629 --> 01:10:23.491]  And my point is, is that's the attempt to create a foregone conclusion.
[01:10:24.411 --> 01:10:31.155]  And the only reason I tend to get even more concerned about four years of Obama is because he's not facing re-election.
[01:10:32.115 --> 01:10:33.436]  He'll have the power of the pardon.
[01:10:33.456 --> 01:10:35.137]  He'll have the power
[01:10:36.978 --> 01:10:41.302]  Uh, of the executive order unbridled, which he's shown he'll do more than any other president.
[01:10:41.582 --> 01:10:42.382]  And I'm not naive.
[01:10:42.402 --> 01:10:45.365]  I know it's because we're further down the rat hole now in the New World Order.
[01:10:45.385 --> 01:10:47.246]  That's why each president gets worse than the last.
[01:10:47.687 --> 01:10:50.249]  But I hoped Obama would turn out to be good.
[01:10:50.289 --> 01:10:51.009]  I didn't support him.
[01:10:51.029 --> 01:10:52.190]  I didn't support John McCain.
[01:10:52.510 --> 01:10:54.292]  I knew John McCain was throwing that election.
[01:10:54.572 --> 01:10:57.034]  I knew that was the equivalent of a Don King boxing match.
[01:10:57.394 --> 01:10:58.555]  As funny as the $3 bill.
[01:10:58.915 --> 01:10:59.756]  And I said that at the time.
[01:11:00.236 --> 01:11:03.779]  Uh, Joe Farrow wrote that at the time for World Net Daily, saying, you know, none of the above.
[01:11:03.819 --> 01:11:04.620]  Wrote a book called that.
[01:11:05.040 --> 01:11:13.171]  But with this Obama thing, I mean, saying small businesses didn't build it, that they're going to shut down the coal power plants, that they're going to take the handguns and rifles.
[01:11:14.172 --> 01:11:19.179]  I mean, even though I know Romney's bad, man, when Obama is saying, he's coming for my guns.
[01:11:20.180 --> 01:11:24.823]  When Obama is saying he's going to put the military completely under the UN and NATO.
[01:11:25.844 --> 01:11:30.847]  Me and my wife have sat around, my wife was this morning, and you know, she's somebody raised a Democrat.
[01:11:31.628 --> 01:11:35.070]  You know, she's been a patriot for about 15, 16 years since I woke her up.
[01:11:35.430 --> 01:11:40.253]  Smart lady, but she's sitting there going, man, I want to leave the country if Obama gets re-elected.
[01:11:40.273 --> 01:11:42.915]  I'm telling you, because you know, we have those discussions every day.
[01:11:42.935 --> 01:11:43.656]  Do we get out of here?
[01:11:44.673 --> 01:11:46.875]  And it's like, well, we don't, I mean, where are we going to go?
[01:11:47.515 --> 01:11:48.696]  Everywhere is under the New World Order.
[01:11:48.716 --> 01:11:53.020]  And they're making laws, even where post-tax money, you can't get it out of the country.
[01:11:54.661 --> 01:11:57.463]  I mean, they don't want to, folks, this country's going into tyranny.
[01:11:57.984 --> 01:12:01.987]  And I just said, well, look, it's going to be bad if Romney gets in, too, and we've got to just stand and fight.
[01:12:02.548 --> 01:12:07.111]  But, I mean, it's down to around my breakfast table at 7 a.m.
[01:12:07.492 --> 01:12:12.416]  while drinking a cup of Joe with my wife every day.
[01:12:14.196 --> 01:12:17.778]  Every day I'm having to say, no, no, we're going to stay.
[01:12:18.558 --> 01:12:19.158]  And you know what?
[01:12:19.519 --> 01:12:29.263]  Even if they end up rounding us up and putting us in prison or killing us, I mean, I guess you can call it a wrong decision, but I don't think it's a wrong decision to stay and speak out against this.
[01:12:29.724 --> 01:12:32.545]  But I want listeners to understand this is not a game.
[01:12:32.845 --> 01:12:34.606]  I'm not saying this for hyperbole.
[01:12:35.794 --> 01:12:36.134]  Okay.
[01:12:37.115 --> 01:12:39.956]  You know, my wife's got a degree in history and English.
[01:12:41.417 --> 01:12:44.878]  She got a special degree via UT in Normandy, France.
[01:12:45.859 --> 01:12:47.239]  I have been a history buff.
[01:12:47.439 --> 01:13:00.065]  I've studied geopolitical systems, and I've interviewed scores of constitutional lawyers and historians from across the political spectrum who say, yes, we're going into hot, dangerous, evil tyranny.
[01:13:02.180 --> 01:13:06.321]  And a lot of people say, well, then I'm just going to cower and try to go along with the system.
[01:13:06.401 --> 01:13:07.561]  No, no, no, no, no.
[01:13:07.922 --> 01:13:10.722]  Historically, that is what will get us destroyed.
[01:13:11.122 --> 01:13:24.746]  That's like if you see a grizzly bear walking along at Yellowstone Park and you run from it, even if it isn't hungry, even if it just ate a elk and it's dragging its belly, it's going to chase you down and going to kill you, probably.
[01:13:26.188 --> 01:13:30.970]  90 plus percent chance they say, I've even read a book on bears, very interesting people that have dealt with them.
