[00:00:15.137 --> 00:00:16.518]  You want to fight?
[01:09:54.251 --> 01:09:55.892]  They're buying it by the tons.
[01:09:57.222 --> 01:09:58.844]  Let me give you a definition of a rut.
[01:09:59.604 --> 01:10:01.826]  Now, all you patriots out there, I love you.
[01:10:02.126 --> 01:10:02.927]  I'm a part of you.
[01:10:04.128 --> 01:10:05.850]  You know what a rut is?
[01:10:06.210 --> 01:10:08.252]  A rut is a coffin with both ends knocked out.
[01:10:08.853 --> 01:10:12.596]  Somehow you're going to have to have a mindset change and get out of this rut.
[01:10:14.438 --> 01:10:15.398]  This and that and the other.
[01:10:15.759 --> 01:10:21.384]  And start thinking of methods and ways that when all of this happens,
[01:10:22.886 --> 01:10:24.186]  You need that gold and silver.
[01:10:24.947 --> 01:10:29.350]  I watch what my elite friend does, and when I see him do something, I do something.
[01:10:29.670 --> 01:10:36.135]  You remember back about, oh, what, three years ago, Alex, I came on your show, and I said, I just made a survey of all my elite friends.
[01:10:36.455 --> 01:10:38.877]  I remember some of them's names, but I don't know where they are today.
[01:10:38.917 --> 01:10:40.478]  I only keep in touch with a handful of them.
[01:10:40.938 --> 01:10:43.720]  And I contacted them, and I said, where are all these other men?
[01:10:43.780 --> 01:10:44.741]  And I named them by name.
[01:10:45.141 --> 01:10:49.424]  I could not find a single elite anywhere that
[01:10:49.964 --> 01:10:50.905]  Is living in a city.
[01:10:51.205 --> 01:10:52.106]  Their primary residence.
[01:10:52.166 --> 01:10:53.727]  Oh yes, they might have a penthouse there.
[01:10:54.028 --> 01:10:55.689]  They don't have a primary residence there.
[01:10:55.929 --> 01:10:58.872]  Their primary residence is out in the middle of nowhere.
[01:10:59.132 --> 01:11:04.717]  In fact, I was utterly amazed how many of my elite friends are living in the state of Alaska in the middle of nowhere.
[01:11:05.518 --> 01:11:08.720]  They, and when I see these people doing that, I do the same thing.
[01:11:08.820 --> 01:11:09.641]  I got out of the city.
[01:11:10.502 --> 01:11:11.162]  I bought gold.
[01:11:11.683 --> 01:11:14.966]  My elite friend told me that gold was the currency of the elite.
[01:11:15.466 --> 01:11:17.408]  You must get out of the rut.
[01:11:18.064 --> 01:11:18.144]  It's
[01:11:38.194 --> 01:11:39.114]  I think so.
[01:11:57.382 --> 01:12:03.424]  The digging in, the hardening of structures, the giant military brigades domestically, the TSA on the streets.
[01:12:04.024 --> 01:12:08.326]  I mean, they are gearing up like America is going to totally collapse because they're engineering it.
[01:12:08.346 --> 01:12:09.046]  They brag about it.
[01:12:09.406 --> 01:12:17.209]  A lot of what you're talking about they publicly brag about because they know the public is sucking their thumbs watching television, you know, running around just giggling like
[01:12:17.569 --> 01:12:20.551]  That's exactly what I expect the middle class to do.
[01:12:20.631 --> 01:12:30.117]  When your children start crying because they're hungry, and you haven't listened to what my elite friends have told me personally to do, and your children are crying, you are going to bow to the new world order.
[01:12:47.850 --> 01:12:50.071]  I wish I could say it otherwise, but I don't know how to put it.
[01:12:50.471 --> 01:12:52.832]  There's so many of you that won't have a mindset change.
[01:12:53.493 --> 01:12:57.955]  And if you listen to what these people are telling me, you can spare yourself great heartache.
[01:12:58.235 --> 01:12:59.676]  You don't have to stay awake at night.
[01:12:59.696 --> 01:13:01.457]  You don't have to look for black helicopters.
[01:13:01.757 --> 01:13:02.897]  Folks, please, don't worry.
[01:13:02.938 --> 01:13:11.722]  You remember last year when I had 2012, the beginning of the end, and I said that one of the agendas of the elite was stress and pressure.
[01:13:12.262 --> 01:13:12.883]  Yes, we are.
[01:13:30.394 --> 01:13:32.955]  Oh, you're going to have a terrorist attack next week.
[01:13:33.196 --> 01:13:34.596]  Oh, this is going to happen next week.
[01:13:34.856 --> 01:13:35.477]  That's going to happen.
[01:13:35.777 --> 01:13:38.618]  Oh, a physical cliff.
[01:13:38.799 --> 01:13:47.803]  Do you realize that this is nothing in the world but a scare tactic to get you to shut your brain down so you can't think about the things that you really need to be doing over these next years?
[01:13:48.504 --> 01:13:51.125]  Show me the time that you've got to get ready for the inevitable.
[01:13:52.526 --> 01:13:53.046]  Amazing.
[01:13:53.686 --> 01:13:54.586]  Just incredible.
[01:13:54.627 --> 01:14:03.268]  Lindsey, I know you've got to go in about three or four minutes to do another interview, and I appreciate you giving us the exclusive on the radio yesterday and spending the last 50 minutes with us or so here today.
[01:14:03.629 --> 01:14:13.011]  In the three or four minutes you've got left, give out the number one more time for what their plan is and then how to protect for it, the two new DVDs.
[01:14:14.471 --> 01:14:14.991]  Toll-free 1-888-799.
[01:14:20.782 --> 01:14:32.793]  6111 or on the web, prophecyclub.com, or you can go, this is so amazing, a man in the United Kingdom set up a website for me because I was refused, told I couldn't have one.
[01:14:32.973 --> 01:14:36.637]  Go to lindsaywilliams.net, not .com, but .net if you wish.
[01:14:37.318 --> 01:14:42.923]  Now please, we have put together 2 hours and 50 minutes of solutions.
[01:14:43.553 --> 01:14:44.454]  Nothing but solutions.
[01:14:44.894 --> 01:14:46.155]  No hell-fire damnation.
[01:14:46.815 --> 01:14:48.396]  No scare tactics.
[01:14:49.016 --> 01:14:50.097]  Nothing but solutions.
[01:14:50.157 --> 01:14:51.498]  We've never done this before.
[01:14:52.218 --> 01:14:54.919]  You can spare yourself grave heartache.
[01:14:55.000 --> 01:14:56.240]  Alex, you can stay in business.
[01:14:56.680 --> 01:14:57.641]  I can stay in business.
[01:14:58.161 --> 01:15:04.845]  Remember, there was only about a 3% that bucked the king, and as a result, the American Revolution became what it is.
[01:15:05.205 --> 01:15:06.486]  We are going to win.
[01:15:07.066 --> 01:15:10.108]  But, in the meantime, you've got to know what these elite are telling you.
[01:15:10.208 --> 01:15:11.709]  Why do the elite tell me these things?
[01:15:12.786 --> 01:15:17.828]  They tell me for the sake of me being able to protect myself because of the respect they had for me years ago.
[01:15:18.188 --> 01:15:20.128]  But Alex, the elite are out there.
[01:15:20.208 --> 01:15:21.129]  You said it a moment ago.
[01:15:21.169 --> 01:15:22.169]  You put it so correctly.
[01:15:22.389 --> 01:15:24.010]  You said they're actually laughing at us.
[01:15:24.350 --> 01:15:25.510]  That's exactly what's happening.
[01:15:25.550 --> 01:15:27.811]  I'll tell you somebody that they're laughing at more than anybody.
[01:15:28.111 --> 01:15:30.832]  There have been so many Christian prophets over the past year or two.
[01:15:31.312 --> 01:15:31.692]  We're good to go.
[01:15:52.686 --> 01:15:53.287]  We're good to go.
[01:16:04.955 --> 01:16:07.997]  Well, you know, undoubtedly they're planning to upload things.
[01:16:08.017 --> 01:16:08.957]  They've done it all over the world.
[01:16:09.017 --> 01:16:09.738]  It's their formula.
[01:16:09.758 --> 01:16:10.478]  They brag about it.
[01:16:10.538 --> 01:16:11.819]  None of this is really even secret.
[01:16:12.659 --> 01:16:16.822]  But, you know, your source puts it very well and kind of gives us exactly what they're thinking.
[01:16:16.842 --> 01:16:18.522]  So I'm glad they're there.
[01:16:19.043 --> 01:16:21.484]  And, Lindsey, thank you so much for coming on with us.
[01:16:21.524 --> 01:16:22.525]  We'll talk to you again soon.
[01:16:23.465 --> 01:16:25.766]  Set that spiritual house in order first, Alex.
[01:16:25.867 --> 01:16:26.267]  Thank you.
[01:16:26.307 --> 01:16:26.867]  Lord bless.
[01:16:26.927 --> 01:16:27.607]  Have a great day.
[01:16:27.748 --> 01:16:28.088]  You too.
[01:16:28.128 --> 01:16:28.488]  Bye-bye.
[01:16:29.148 --> 01:16:31.249]  All right, Lindsey, again, thank you so much for the time.
[01:16:31.510 --> 01:16:31.670]  Wow!
[01:16:32.745 --> 01:16:34.806]  Well, there goes Lindsey Williams.
[01:16:35.587 --> 01:16:43.592]  Unfortunately, I know who his source is, and I know that it is a high-level globalist, at least in the past, who has a lot of contacts.
[01:16:45.828 --> 01:16:49.949]  I personally have moved 20 miles outside Austin to the edge of the country.
[01:16:50.769 --> 01:16:56.691]  I have personally talked to billionaires, globalists, you name it, and they've all left the country or moved to rural redoubts.
[01:16:57.351 --> 01:17:00.372]  They say it won't be enough to be 20 miles outside the city with what they're planning.
[01:17:01.192 --> 01:17:03.293]  But they're getting the total collapse of society ready.
[01:17:03.353 --> 01:17:05.073]  They're trying to get their authoritarian system in place.
[01:17:05.613 --> 01:17:08.134]  The good news is we're fighting back at every level.
[01:17:09.234 --> 01:17:12.835]  And there are good people throughout private life, government life, everything.
[01:17:13.889 --> 01:17:35.488]  And people are pushing back against the takeover of the churches with the 501c3 and with the clergy response teams and the quote consultants that are in all the major denominations now saying if you want your money from the church hierarchy whether it's Methodist, Baptist, Mormon, Catholic, I mean
[01:17:37.276 --> 01:17:45.919]  Governments are in there and they're giving them faith-based initiative money and we have seen the Catholics come out and say we're not going to pay for abortions and Obama says yes you will.
[01:17:46.259 --> 01:17:52.221]  The First Amendment says Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof.
[01:17:52.721 --> 01:17:53.462]  It's illegal.
[01:17:53.482 --> 01:17:54.422]  There is no jurisdiction.
[01:17:54.802 --> 01:17:56.703]  But going back to the World Council of Churches,
[01:17:57.463 --> 01:18:10.329]  And then the National Council of Churches, who set up the UN, the Rockefellers, who set up the NAFTA and GATT, the Rockefellers, who just merged the Rothschilds, the Rockefellers, who set up the World Council of Churches, the Ford Foundation, Rockefellers.
[01:18:10.589 --> 01:18:11.209]  They run it all.
[01:18:12.970 --> 01:18:13.850]  And it's incredible.
[01:18:13.870 --> 01:18:17.332]  I mean, they have steered the course of this nightmare system.
[01:18:18.112 --> 01:18:22.694]  And they set it up going back around a hundred years ago, around 1910 or so, a little over a hundred years.
[01:18:22.774 --> 01:18:23.614]  Wow, time's flying.
[01:18:25.683 --> 01:18:42.821]  They came into the churches and they said, to these big denominations, we'll give you investments, we'll give you endowments, we'll donate billions of dollars to you every decade, and that was billions back then, if you will change your doctrine.
[01:18:43.722 --> 01:18:45.744]  And see, you couldn't just have state-run
[01:18:46.616 --> 01:18:48.719]  Media overnight took time to take over the media.
[01:18:48.779 --> 01:18:57.591]  You couldn't just have globalists run religion overnight like the Soviet Union where they just take over and then, you know, they arrest all the Orthodox preachers and that's the end of it.
[01:18:58.091 --> 01:18:59.333]  And then have state-run churches.
