[00:00:00.229 --> 00:00:01.151]  Welcome to GCN.
[01:05:30.971 --> 01:05:33.113]  It's time to get your own supply from eFoodsDirect.
[01:05:33.653 --> 01:05:36.696]  I know I won't be standing in a bread line trading my freedom for food.
[01:05:37.296 --> 01:05:41.040]  I'm taking control of my future, and you're nuts if you don't do the same.
[01:05:41.060 --> 01:05:44.703]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[01:05:44.983 --> 01:05:48.948]  And you can start with a holiday gift pack that's normally $80, now under $50.
[01:05:49.388 --> 01:05:52.552]  Remember, I can warn you, but I can't feed you.
[01:05:52.572 --> 01:05:56.856]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:05:57.377 --> 01:06:00.480]  Would you rather prepare six months too early or one day too late?
[01:06:00.500 --> 01:06:02.082]  409-5633 or efoodsdirect.com forward slash Alex.
[01:06:06.081 --> 01:06:07.922]  This man wants your guns.
[01:06:08.082 --> 01:06:13.404]  That is the cover of the 60-page glossy magazine, jam-packed with information.
[01:06:13.484 --> 01:06:16.485]  The December issue of InfoWars Magazine.
[01:06:16.605 --> 01:06:23.788]  InfoWars Magazine gives you a powerful tool to reach out to friends and family and neighbors and people in your community with the message of liberty.
[01:06:23.888 --> 01:06:27.073]  Give a gift subscription to your local police department.
[01:06:27.133 --> 01:06:30.498]  Give a gift subscription to your local stay house, to your pastor.
[01:06:30.618 --> 01:06:32.061]  This is the perfect tool.
[01:06:32.161 --> 01:06:38.831]  Twelve of these delivered to the door of the institutions, groups, and individuals that you want to influence and wake up.
[01:06:39.071 --> 01:06:49.296]  Sign up for the free digital e-version at InfoWars.com forward slash newsletter and we send it out the week after the physical magazine goes out or go to InfoWarsStore.com today and sign up for a subscription.
[01:06:49.356 --> 01:06:56.299]  Give it as a gift subscription or buy them in bulk with Ron Paul, The Attack on the Second Amendment, The Police State, The GMO Takeover.
[01:06:56.379 --> 01:07:01.602]  It's all there and all available at InfoWarsStore.com or by calling 888-253-3139.
[01:07:02.662 --> 01:07:05.384]  Get your subscription or buy the magazines in bulk today.
[01:07:06.184 --> 01:07:11.645]  Sodium fluoride in the body reduces IQ and increases cancers.
[01:07:11.945 --> 01:07:19.027]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[01:07:19.327 --> 01:07:21.767]  We're battling the globalists on so many fronts.
[01:07:22.048 --> 01:07:28.109]  Health is an area where we can all take control of our lives, and it all starts with that basic building block of water.
[01:07:28.769 --> 01:07:31.550]  It is time to purify our family's water.
[01:07:31.810 --> 01:07:38.452]  The ProPure filtration system with added fluoride filters is the best system for my research to protect you and your family.
[01:07:38.692 --> 01:07:43.793]  Infowarstore.com already has the lowest prices on ProPure water filtration.
[01:07:43.993 --> 01:07:46.314]  But until December 10th, we are going to
[01:07:46.374 --> 01:07:47.855]  I know what I'm giving my family this Christmas.
[01:08:10.970 --> 01:08:15.173]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:15.794 --> 01:08:16.614]  You want answers?
[01:08:17.395 --> 01:08:18.376]  Well, so does he.
[01:08:18.936 --> 01:08:22.539]  He's Alex Jones on the GCN Radio Network.
[01:08:23.139 --> 01:08:27.222]  And now, live from Austin, Texas, Alex Jones.
[01:08:33.231 --> 01:08:38.117]  All right, my friends, another hour of worldwide liberty.
[01:08:38.537 --> 01:08:50.652]  As we wage war on corruption, as we crash the lies and disinformation, as much tyranny is taking place in this world, you do not want to miss a single broadcast or segment of this radio show.
[01:08:51.809 --> 01:08:57.936]  Because when we do confront tyranny, when we do stand up against corruption, it dissipates.
[01:08:58.457 --> 01:09:04.844]  But when we roll over like a bunch of sheep to wolves, our society will go to hell in a handbasket.
[01:09:05.184 --> 01:09:10.931]  And the globalists want us to be a basket case society, so we can be sent to hell in a handbasket.
[01:09:12.608 --> 01:09:16.470]  Alright, if you just tuned in, Bob Costas went on the news last night.
[01:09:16.490 --> 01:09:17.931]  We're going to play that clip again in a moment.
[01:09:19.291 --> 01:09:21.832]  And says he does not back down from gun comments.
[01:09:22.293 --> 01:09:24.494]  That's Daily Herald, Wall Street Journal.
[01:09:24.534 --> 01:09:26.915]  Bob Costas won't back down from anti-gun remarks.
[01:09:28.427 --> 01:09:30.469]  And he went on to imply people are stupid.
[01:09:31.850 --> 01:09:37.234]  You know, that people are too stupid to own guns, people don't know what he meant, but he apologized for doing it during the NFL.
[01:09:37.734 --> 01:09:46.141]  So, here he is saying you shouldn't be able to own guns, basically, and endorsing the Fox sports writer, who I played clips of yesterday.
[01:09:47.737 --> 01:09:55.347]  Saying, quote, the NFL and people that support the Second Amendment, quote, are the new KKK and are racist.
[01:09:55.407 --> 01:09:58.831]  I mean, it's like saying, you know, I like a steak instead of chicken.
[01:09:58.871 --> 01:09:59.592]  Oh, that's racist.
[01:10:00.498 --> 01:10:02.279]  Oh, I don't want the TSA to stick their hands to my pants.
[01:10:02.340 --> 01:10:02.980]  Oh, that's racist.
[01:10:04.221 --> 01:10:06.983]  Oh, I think, you know what, I like Bermuda grass instead of St.
[01:10:07.043 --> 01:10:07.363]  Augustine.
[01:10:07.383 --> 01:10:07.964]  Oh, that's racist.
[01:10:08.304 --> 01:10:12.067]  You know, I think I want to have brown floors instead of white floors.
[01:10:12.307 --> 01:10:13.108]  I think that's racist.
[01:10:13.448 --> 01:10:15.610]  You know, I like marble countertops instead of stainless steel.
[01:10:15.750 --> 01:10:16.410]  I think that's racist.
[01:10:16.851 --> 01:10:18.652]  You know, I tend to like Coke over Pepsi.
[01:10:18.772 --> 01:10:19.413]  I think that's racist.
[01:10:19.833 --> 01:10:22.395]  You know, I tend to like Dos Equis beer over Budweiser.
[01:10:22.415 --> 01:10:23.276]  I think that's racist.
[01:10:24.036 --> 01:10:26.537]  You know, I tend to like the summertime.
[01:10:26.557 --> 01:10:27.478]  People say they don't like the heat.
[01:10:27.538 --> 01:10:28.118]  I tend to like it.
[01:10:28.298 --> 01:10:28.978]  I think that's racist.
[01:10:29.479 --> 01:10:33.200]  I mean, basically, if you have any view, opinion, it's just, you're a racist.
[01:10:33.741 --> 01:10:36.602]  And the people say it and stand back, getting ready for you to fall over.
[01:10:37.682 --> 01:10:38.883]  You don't like government-run healthcare?
[01:10:39.523 --> 01:10:40.664]  Hardball Chris Matthews?
[01:10:40.904 --> 01:10:41.404]  Slimeball?
[01:10:41.744 --> 01:10:42.344]  You're a racist.
[01:10:42.364 --> 01:10:43.165]  We've played those clips.
[01:10:43.965 --> 01:10:45.065]  You don't like big government?
[01:10:45.146 --> 01:10:45.866]  You're a racist.
[01:10:46.206 --> 01:10:46.926]  You're a racist.
[01:10:46.966 --> 01:10:47.667]  You're a racist.
[01:10:49.704 --> 01:10:51.786]  But you know, the good news is the ADL does this.
[01:10:51.886 --> 01:11:00.312]  If you don't like the police state, if you don't like the New World Order, if you don't like Big Brother, if you don't like open borders because people come in and get free welfare and we're going bankrupt, you're a racist.
[01:11:00.752 --> 01:11:01.973]  And they say you're anti-Semitic.
[01:11:02.013 --> 01:11:06.797]  They lost a lawsuit where some theater chain owner was suing somebody over a contract.
[01:11:07.457 --> 01:11:13.502]  And they just sued him and said he was, or they came out and said he was a racist, anti-Semitic, so he sued them and won.
[01:11:17.096 --> 01:11:22.040]  I told the ADL once I was going to sue them, and they removed something out of an article because it just wasn't true.
[01:11:23.021 --> 01:11:28.025]  I mean, you know, I'm not a litigious, angry, aggressive person just out of the blue.
[01:11:28.526 --> 01:11:40.515]  When Bob Costas comes out and says gun owners and guns are to blame for things in the corrupt NFL culture, and now comes out and says you can't trust men in their 20s and 30s to own guns.
[01:11:40.535 --> 01:11:42.337]  I mean, that's a quote here.
[01:11:44.198 --> 01:11:45.900]  This is an attack on everyone.
[01:11:45.960 --> 01:11:47.622]  Folks, if they get the guns, everything goes.
[01:11:48.062 --> 01:11:49.403]  If they get the First Amendment, it all goes.
[01:11:49.443 --> 01:11:50.905]  And they federalize the churches.
[01:11:51.305 --> 01:11:52.947]  Totally violates the First Amendment.
[01:11:53.868 --> 01:11:55.750]  The churches opted into it through fraud.
[01:11:55.770 --> 01:11:57.231]  Now they're forcing churches to do it.
[01:11:57.271 --> 01:11:58.272]  That's how it always starts.
[01:11:58.593 --> 01:12:03.958]  First it's voluntary, then it's mandatory, because they've got dumbed-down enforcers that will go seize churches that aren't 501c3.
[01:12:03.978 --> 01:12:04.619]  I mean, this is outrageous.
[01:12:09.775 --> 01:12:10.435]  What's going on?
[01:12:10.455 --> 01:12:11.876]  And it's not my opinion.
[01:12:12.156 --> 01:12:15.077]  They're only getting away with this because of a sea of ignorance.
[01:12:15.138 --> 01:12:17.859]  So we're gonna get back into this and then a bunch of other news on your phone calls.
[01:12:18.159 --> 01:12:24.002]  I'm gonna move quick now, but here's Bob Costas, a clip from him on NBC last night.
[01:12:24.582 --> 01:12:26.403]  Even of all those guns, here it is.
[01:12:26.463 --> 01:12:37.368]  Tony Dungy, one of the most respected people in all the sports on our program on Sunday night, said that one year when he coached the Colts, he had 80 players, before they cut the roster down, 80 players in training camp.
[01:12:37.788 --> 01:12:39.930]  He said, how many of you guys own a gun?
[01:12:40.391 --> 01:12:42.573]  And roughly 65 hands went up.
[01:12:43.334 --> 01:12:55.786]  Even if all those guns were obtained legally, you can't have 65 guys in their 20s and 30s, aggressive young men, subject to impulses, without something bad happening.
[01:12:56.306 --> 01:13:00.090]  And I posed this question, didn't have time to pose it on Sunday night, but I'll pose it here.
[01:13:01.050 --> 01:13:10.801]  Give me one example of an athlete, I know it's happened in society, but give me one example of a professional athlete, who by virtue of his having a gun,
[01:13:11.852 --> 01:13:15.234]  Took a dangerous situation and turned it around for the better.
[01:13:15.714 --> 01:13:16.995]  I can't think of a single one.
[01:13:17.115 --> 01:13:17.595]  Get lost.
[01:13:17.655 --> 01:13:19.397]  Sadly, I can think of dozens.
[01:13:19.857 --> 01:13:20.937]  Oh yeah, there you go.
[01:13:20.957 --> 01:13:23.299]  Yeah, you got an out-of-control rock star culture.
[01:13:23.319 --> 01:13:25.060]  Look at rock stars, all the bad stuff they do.
[01:13:25.080 --> 01:13:31.063]  The killings, the deaths, the Rolling Stones caught with a dead kid in their room, sacrificed, didn't get in trouble in New York.
[01:13:31.384 --> 01:13:32.224]  Oh, you know about that.
[01:13:32.604 --> 01:13:38.128]  Look at all the corruption, the drug overdoses, the murders, the... I mean, that's...
[01:13:39.392 --> 01:13:40.672]  Most rock stars are white.
[01:13:40.872 --> 01:13:46.573]  Are we going to say all the white people are criminals because you've got a bunch of white rock stars acting like animals?
[01:13:47.534 --> 01:13:50.314]  It's the same thing with predominantly black athletes.
[01:13:50.994 --> 01:14:06.077]  I mean, obviously on growth hormone, roids, you know, heads that look like they're the size of, you know, heads on Mount Rushmore, giant shins, buffalo hump from steroids, bleep breast.
[01:14:06.557 --> 01:14:07.678]  I'm not going to say the real name of them.
[01:14:07.958 --> 01:14:08.778]  The whole deal.
[01:14:09.926 --> 01:14:11.187]  Those guys are on drugs.
[01:14:11.888 --> 01:14:16.572]  You can look at most NFL players and tell they are just roided out of their mind.
[01:14:17.592 --> 01:14:18.994]  It's like looking at a tomato.
[01:14:19.014 --> 01:14:23.097]  You can tell if it's radioactive and been GMO.
[01:14:24.198 --> 01:14:24.999]  It's ridiculous.
[01:14:25.099 --> 01:14:26.580]  I mean, I've worked out in a lot of gyms.
[01:14:26.600 --> 01:14:27.781]  You can tell when somebody's on roids.
[01:14:27.981 --> 01:14:34.447]  They're walking around sweating, got zits all over them, giant chin, bloodshot eyes, staring at you like they're real tough.
[01:14:36.421 --> 01:14:39.384]  Uh, you know, that's the type of stuff we're talking about.
[01:14:39.404 --> 01:14:42.687]  And those guys are all on drugs, just like Lance Armstrong was on drugs.
[01:14:42.887 --> 01:14:45.349]  And almost all the cyclists, they're almost all on drugs.
[01:14:45.409 --> 01:14:46.170]  It's all corrupt.
[01:14:46.210 --> 01:14:46.851]  It's all a joke.
[01:14:46.891 --> 01:14:47.651]  It's all a scam.
[01:14:49.573 --> 01:14:50.414]  It's a fraud.
[01:14:50.474 --> 01:14:51.835]  Just admit it's a fraud.
