[00:00:00.209 --> 00:00:01.229]  Mainstream media.
[01:00:56.252 --> 01:01:03.574]  Ruminate and mull over and stew, cogitate, process would be the modern trendy term.
[01:01:04.834 --> 01:01:12.336]  How incredible it is meeting thousands of InfoWars listeners, supporters, fellow travelers, lovers of freedom.
[01:01:13.017 --> 01:01:13.897]  Just so incredible.
[01:01:15.147 --> 01:01:24.930]  And to see the light in their eyes and the families bringing their children, and just to look into the eyes of people of every race, color, creed, religion, who love freedom.
[01:01:25.010 --> 01:01:26.650]  It's like looking into your own soul.
[01:01:27.210 --> 01:01:35.073]  And it was a wonderful communion, a wonderful fellowship, a wonderful brotherhood, sisterhood, humanness.
[01:01:35.893 --> 01:01:38.374]  And I do not feel worthy to be bringing you this information.
[01:01:38.394 --> 01:01:39.594]  I do not feel worthy to
[01:01:40.888 --> 01:01:44.130]  Me reaching as many people as I am, and I am humbled, and I am thankful.
[01:01:44.810 --> 01:01:48.972]  But I am dedicated, and I am aggressive, and I am in your corner because you are in mine.
[01:01:49.332 --> 01:01:50.413]  We're all in this together.
[01:01:51.073 --> 01:01:53.294]  The elite are going to destroy themselves if they're successful.
[01:01:53.634 --> 01:01:54.895]  We're even trying to save them.
[01:01:55.655 --> 01:01:59.097]  I'm way past even hating these murdering, vicious control freaks.
[01:01:59.877 --> 01:02:04.079]  Some of their darker servants are just totally turned over to destruction.
[01:02:04.899 --> 01:02:08.921]  And it's... I don't hate them.
[01:02:09.041 --> 01:02:10.082]  I want to destroy them.
[01:02:11.155 --> 01:02:12.296]  I want to shut them down.
[01:02:13.197 --> 01:02:15.719]  I want to break them so they can't go on hurting people.
[01:02:16.800 --> 01:02:18.882]  But it's more disgust.
[01:02:20.223 --> 01:02:21.504]  See, I'm beyond fear.
[01:02:21.604 --> 01:02:22.765]  I'm beyond horror.
[01:02:22.945 --> 01:02:24.106]  I'm beyond any of it.
[01:02:24.947 --> 01:02:26.448]  I understand how things work.
[01:02:26.929 --> 01:02:27.789]  I know the basics.
[01:02:28.790 --> 01:02:32.774]  And if we can just get the general public to wake up to the basics, which will mind-blow you.
[01:02:33.194 --> 01:02:35.096]  The basics will blow your mind.
[01:02:35.934 --> 01:02:44.437]  The basics of this universe, the basic laws of human activity, and the secrets of human activity are so mind-blowing.
[01:02:44.877 --> 01:02:53.099]  Like, I know more about women now than I ever knew in my entire... I can't even imagine how much I understand women now.
[01:02:53.520 --> 01:02:55.700]  And then I don't even care to try to even use the information.
[01:02:55.740 --> 01:02:56.921]  That's another problem with the knowledge.
[01:02:57.681 --> 01:03:04.063]  It is one thing to know how men operate, to know how women operate,
[01:03:04.878 --> 01:03:11.162]  And when you're conscious, when you're illuminated, as the Illuminati calls it, but they're not really illuminated, they create a counterfeit.
[01:03:11.502 --> 01:03:13.504]  People are probably like, illuminated?
[01:03:13.544 --> 01:03:14.384]  That's Illuminati!
[01:03:14.444 --> 01:03:15.585]  No, no, no, no, no.
[01:03:16.206 --> 01:03:17.566]  That's their term.
[01:03:17.646 --> 01:03:18.747]  They call it illuminated.
[01:03:19.288 --> 01:03:22.730]  Well, Christ said, I bring the light, or you're the light of the world.
[01:03:22.750 --> 01:03:23.831]  Does that mean you're Illuminati?
[01:03:23.871 --> 01:03:24.051]  No.
[01:03:24.711 --> 01:03:27.373]  The devil's system creates a counterfeit.
[01:03:27.673 --> 01:03:30.075]  And I'm not even Bible-thumping here at you.
[01:03:30.595 --> 01:03:33.057]  I'm talking about just general ideas of being awake.
[01:03:33.857 --> 01:03:37.201]  And I love it when somebody walks up to me on the street and they say, I'm awake or I woke up.
[01:03:37.641 --> 01:03:38.742]  That says it all.
[01:03:39.062 --> 01:03:40.664]  That doesn't mean you're believing what I believe.
[01:03:40.684 --> 01:03:42.146]  That doesn't mean you're seeing what I see.
[01:03:42.486 --> 01:03:46.290]  It means you yourself are going, wow, there's more than meets the eye.
[01:03:46.850 --> 01:03:48.292]  There's a lot going on here.
[01:03:48.712 --> 01:03:51.235]  I better start not just going along to get along.
[01:03:51.575 --> 01:03:54.558]  I better start really trying to figure things out.
[01:03:54.959 --> 01:03:56.000]  That's what waking up means.
[01:03:56.260 --> 01:03:57.782]  When you're asleep, you don't know where you are.
[01:03:57.802 --> 01:03:58.462]  You're in the dark.
[01:03:58.963 --> 01:03:59.543]  You're dreaming.
[01:03:59.564 --> 01:04:00.545]  You're in a fantasy land.
[01:04:00.565 --> 01:04:05.229]  When you're awake, you're at least open and staring and trying to figure things out.
[01:04:07.031 --> 01:04:15.600]  And being awake, knowing how people work, knowing what motivates people, knowing these secrets is just incredible.
[01:04:15.981 --> 01:04:17.983]  And I just want to try to teach them to people.
[01:04:19.056 --> 01:04:20.237]  It doesn't mean I implement them.
[01:04:20.257 --> 01:04:22.739]  It doesn't mean I carry it all out.
[01:04:22.819 --> 01:04:25.781]  I'm not even conscious when it comes to fighting tyranny.
[01:04:26.421 --> 01:04:30.224]  When I'm just up here, I fight so hard I don't have time to craft what I say or do.
[01:04:30.304 --> 01:04:32.145]  It's pretty much just guts.
[01:04:32.665 --> 01:04:38.389]  What I'm telling you, who I am, what I'm thinking, what's... I am realizing it.
[01:04:38.690 --> 01:04:39.730]  I am seeing it.
[01:04:40.311 --> 01:04:41.672]  I am understanding it.
[01:04:41.772 --> 01:04:44.474]  And I am resonating it out there to you.
[01:04:45.256 --> 01:04:46.217]  You must awaken.
[01:04:46.257 --> 01:04:47.217]  You must get involved.
[01:04:47.237 --> 01:04:48.258]  You must get informed.
[01:04:48.658 --> 01:04:49.559]  We'll be right back.
[01:04:49.619 --> 01:04:52.581]  PrisonPlanet.tv is streaming the show live right now.
[01:04:54.602 --> 01:04:59.285]  Folks, Iran and the Mideast nuclear mess is already ballooning our gas prices.
[01:04:59.585 --> 01:05:10.452]  Whether you're struggling with food costs, which are being blown up by gas costs now, or know that when the Mideast showdown explodes, whatever food supply you have is all you'll get because of
[01:05:10.452 --> 01:05:10.912]  I think so.
[01:05:29.551 --> 01:05:36.636]  No matter what effect the Mideast crisis or the crashing economy have, you'll have food as delicious tonight as 25 years from now.
[01:05:37.016 --> 01:05:41.759]  Order now for 50% savings and free shipping on these affordable family packs.
[01:05:42.019 --> 01:05:44.581]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[01:05:44.621 --> 01:05:47.323]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[01:05:53.797 --> 01:05:58.040]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:05:58.360 --> 01:05:58.981]  Number one.
[01:05:59.281 --> 01:06:02.423]  New climate legislation could easily double or triple your electric bill.
[01:06:02.704 --> 01:06:03.264]  Number two.
[01:06:03.564 --> 01:06:08.108]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:06:08.448 --> 01:06:08.888]  It's true.
[01:06:09.188 --> 01:06:13.752]  Total government control of electricity in the name of smart grid technology is coming.
[01:06:14.072 --> 01:06:14.612]  Number three.
[01:06:14.893 --> 01:06:18.175]  In some areas of the country, the power grid is dangerously overloaded.
[01:06:18.475 --> 01:06:22.158]  And now, new socialist legislation is only compounding the problem.
[01:06:22.378 --> 01:06:22.919]  Number 4.
[01:06:23.179 --> 01:06:25.542]  Dangerous weather is always a threat to local grids.
[01:06:25.922 --> 01:06:29.326]  Every year, thousands of families lose their power from weather-related outages.
[01:06:29.606 --> 01:06:29.826]  Number 5.
[01:06:30.407 --> 01:06:34.331]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:06:34.552 --> 01:06:39.317]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:06:39.597 --> 01:06:43.619]  You can get more information at www.mysolarbackup.com.
[01:06:43.759 --> 01:06:45.340]  That's mysolarbackup.com.
[01:06:45.560 --> 01:06:47.621]  Remember, the government doesn't own the sun.
[01:06:47.801 --> 01:06:50.142]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:06:55.472 --> 01:06:59.093]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:06:59.433 --> 01:07:07.556]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:07:08.296 --> 01:07:12.337]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:07:12.917 --> 01:07:23.741]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:07:24.381 --> 01:07:33.386]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:07:33.886 --> 01:07:38.929]  Very easy to follow, step-by-step instructions are provided, making production fast and simple.
[01:07:39.329 --> 01:07:46.493]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:07:46.813 --> 01:07:49.575]  That's www.silverlungs.com.
[01:07:50.990 --> 01:07:52.770]  You are obsolete, Mr. Wordsworth.
[01:07:52.790 --> 01:07:53.711]  A lie!
[01:07:54.131 --> 01:07:55.851]  No man is obsolete!
[01:07:56.131 --> 01:07:57.972]  You have no function, Mr. Wordsworth.
[01:07:58.012 --> 01:08:00.913]  You're an anachronism, like a ghost from another time!
[01:08:01.253 --> 01:08:06.334]  I am nothing more than a reminder to you that you cannot destroy truth by burning pages!
[01:08:06.714 --> 01:08:08.355]  You're a bug, Mr. Wordsworth!
[01:08:08.395 --> 01:08:09.455]  A crawling insect!
[01:08:09.895 --> 01:08:13.959]  An ugly, misformed little creature who has no purpose here, no meaning!
[01:08:14.560 --> 01:08:15.661]  I am a human being!
[01:08:16.082 --> 01:08:23.289]  Words, Mr. Wordsworth, that have no substance and no dimension, like air, like the wind!
[01:08:23.810 --> 01:08:24.511]  I don't care!
[01:08:24.951 --> 01:08:25.952]  I tell you, I don't care!
[01:08:25.972 --> 01:08:27.354]  I'm a human being!
[01:08:27.554 --> 01:08:28.034]  I exist!
[01:08:29.130 --> 01:08:34.752]  And if I speak one thought aloud, that thought lives, even after I'm shoveled into my grave!
[01:08:35.252 --> 01:08:37.953]  Delusions, Mr. Wordsworth!
[01:08:38.414 --> 01:08:45.837]  Delusions that you inject into your veins to make you think you have a strength, when you have no strength at all!
[01:08:46.097 --> 01:08:51.459]  You have nothing but spindly limbs and a dream, and mistake has no use for your kind!
[01:08:53.135 --> 01:08:56.658]  Resistance to tyrants is obedience to God.
[01:08:57.239 --> 01:08:59.040]  It's Alex Jones.
[01:09:08.366 --> 01:09:10.768]  All right, we are back live.
[01:09:10.948 --> 01:09:13.990]  Thank you so much for joining us here today.
[01:09:14.010 --> 01:09:17.832]  It, of course, is Tuesday, the 28th day of February 2012.
[01:09:18.473 --> 01:09:23.536]  And I am on the road here today.
[01:09:23.896 --> 01:09:34.243]  We got into our destination about midnight from driving out of Orlando, Florida, where we talked to a overcapacity crowd of over 1,100 people.
[01:09:35.024 --> 01:09:38.086]  They'd never sold out that auditorium facility we were at.
[01:09:39.587 --> 01:09:44.509]  And I really appreciate all of you coming out and helping us get out to Orlando and to Dallas, Texas.
[01:09:44.989 --> 01:09:54.114]  I do plan in May or June to now do a bigger trip out west to affiliates in New Mexico, Arizona, California.
[01:09:55.413 --> 01:10:02.021]  And then maybe Utah, Washington State, and then cut down through Colorado back to Texas.
[01:10:02.081 --> 01:10:08.790]  I mean, I might do something where I talk to six different radio affiliate audiences that also have big events.
[01:10:09.951 --> 01:10:12.314]  The issue is I'm traveling this time with my family.
[01:10:13.075 --> 01:10:18.643]  And we don't like to keep the kids up past midnight or so here on the RVs.
[01:10:18.663 --> 01:10:20.846]  We pulled into a hotel to stay last night.
[01:10:22.649 --> 01:10:25.793]  And there's too many of us really stay on the bus or RV most nights.
[01:10:25.813 --> 01:10:26.834]  We've stayed on it some evenings.
