[00:00:00.009 --> 00:00:01.980]  Visit GCNLive.com today!
[01:00:16.973 --> 01:00:20.655]  He's Alex Jones on the GCN Radio Network.
[01:00:21.155 --> 01:00:25.217]  And now, live from Austin, Texas, Alex Jones.
[01:00:25.397 --> 01:00:26.778]  Alright, we're taking your phone calls.
[01:00:26.818 --> 01:00:30.860]  Got guests coming up, but I'll get to James and Robert and Jacob and Max.
[01:00:30.980 --> 01:00:32.561]  Anonymous, people just joined us.
[01:00:33.082 --> 01:00:35.383]  He was saying, when do we start using our Second Amendment?
[01:00:37.648 --> 01:00:46.276]  Anybody tries to take you to a FEMA camp for political reasons, anybody tries to take your family to a re-education center, you don't just have a right, you have a duty to defend yourself.
[01:00:47.577 --> 01:00:57.126]  But we need to absolutely do everything we can in the information war, the First Amendment, that's a lot mightier than the sword, if you'll use it.
[01:00:57.827 --> 01:01:02.451]  That's why big corrupt governments want to go right to violence, because they don't want to face us
[01:01:03.817 --> 01:01:11.400]  You know, I'm not one of these pacifist people all the way, like Gandhi or Martin Luther King or Jesus Christ, our Lord and Savior.
[01:01:13.541 --> 01:01:22.144]  But I go all the way with that until they're trying to load people on trucks to take them to some re-education dungeon.
[01:01:23.245 --> 01:01:26.206]  But it's not with pleasure that I talk about things like that.
[01:01:26.226 --> 01:01:33.109]  You know, a lot of these people who I hear talk about violence, they talk about what they're going to do with their house.
[01:01:35.203 --> 01:01:38.144]  I mean, if you ever get to that point, you don't wait at your house.
[01:01:38.545 --> 01:01:39.745]  You go out and find people.
[01:01:39.985 --> 01:01:41.065]  Let me just tell you something.
[01:01:41.085 --> 01:01:45.387]  All of you out there talking about what you're going to do, why do you always talk about it at your house, folks?
[01:01:45.647 --> 01:01:46.567]  That's a death trap.
[01:01:46.968 --> 01:01:52.410]  I mean, I don't want to get into resistance here, but I mean, you better learn a little bit about it before you start talking about it.
[01:01:53.170 --> 01:01:55.831]  And then, are you really going to be sitting there?
[01:01:57.472 --> 01:02:00.694]  Down some side street and wait till cops are changing shift?
[01:02:01.495 --> 01:02:03.596]  And open up from a disclosed location?
[01:02:03.676 --> 01:02:05.037]  I mean, from a secret location?
[01:02:05.077 --> 01:02:05.918]  A hidden location?
[01:02:06.198 --> 01:02:07.939]  With a high-powered rifle and shoot a bunch of them?
[01:02:08.260 --> 01:02:09.220]  You really gonna do that?
[01:02:09.841 --> 01:02:10.841]  I mean, you really gonna do that?
[01:02:11.062 --> 01:02:15.084]  Cause everybody that wants a revolution and let's go kill some people, that's what they talk about.
[01:02:17.026 --> 01:02:18.527]  And you know what'll happen if that starts?
[01:02:18.747 --> 01:02:20.508]  The police are all gonna pull back.
[01:02:21.209 --> 01:02:23.290]  They're all gonna pull back to armored keeps.
[01:02:23.730 --> 01:02:25.332]  And the power's just gonna be shut off.
[01:02:26.297 --> 01:02:27.538]  That's the system's plan.
[01:02:27.958 --> 01:02:32.881]  And then, everything's going to start disintegrating, and then they're going to plan to have everybody roll out after that.
[01:02:34.362 --> 01:02:37.644]  And bring in military, you name it, and it is not a pretty picture.
[01:02:37.945 --> 01:02:38.865]  Let me tell you the answer.
[01:02:38.905 --> 01:02:46.831]  The answer is identify the globalists, the real enemies, the crimes they've committed, the big bankers openly dealing drugs, running the aircraft, running all the other stuff.
[01:02:47.231 --> 01:02:53.475]  Identify who's doing all this, and watch their agenda unfold, and just sit back, and just take it.
[01:02:58.550 --> 01:03:00.011]  That's going to beat these people.
[01:03:00.171 --> 01:03:04.212]  And don't worry, those of you that want a shooting war, the globalists are going to start it way before then.
[01:03:04.432 --> 01:03:06.213]  They're not going to let us win so easily.
[01:03:06.233 --> 01:03:10.995]  They're not going to let us win so easily.
[01:03:11.595 --> 01:03:14.437]  We've got to take the punishment in front of everybody.
[01:03:15.097 --> 01:03:18.518]  We've got to let them burn down the Alamo, burn down Waco.
[01:03:18.999 --> 01:03:20.879]  That's what it's all about, ladies and gentlemen.
[01:03:21.480 --> 01:03:24.241]  Some of us have got to stand there and let them kill us if they want to.
[01:03:26.107 --> 01:03:30.609]  The more I think about it, I'd probably just, you know, I love life so much I'm willing for him to kill me.
[01:03:31.290 --> 01:03:34.051]  I would never commit suicide, but I'm not worried about being struck down.
[01:03:34.951 --> 01:03:35.772]  It's what it's all about.
[01:03:38.407 --> 01:03:40.007]  Don't you understand that, ladies and gentlemen?
[01:03:40.027 --> 01:03:41.288]  That's what it's all about to be a man.
[01:03:41.988 --> 01:03:44.929]  It's about being willing to die for women and children.
[01:03:45.169 --> 01:03:46.849]  That's what civilization is built on.
[01:03:47.269 --> 01:03:52.911]  Not being sent overseas because you think you're fighting for women and children, but to really here in your own country.
[01:03:52.931 --> 01:03:54.911]  All right, you got one minute as we go out to break.
[01:03:55.551 --> 01:03:58.972]  The endless talk of violence is not the road to go, in my view.
[01:04:00.593 --> 01:04:01.973]  Go ahead, Anonymous.
[01:04:02.013 --> 01:04:02.673]  Oh, he just hung up.
[01:04:04.574 --> 01:04:05.534]  I was going to go back to him.
[01:04:07.486 --> 01:04:09.747]  You know, that's another discussion that has to be had.
[01:04:10.148 --> 01:04:20.094]  The globalists want to wall themselves off behind these national security infrastructures and then send out their drones and their police and their robots against us.
[01:04:21.455 --> 01:04:22.595]  And that's the real danger.
[01:04:23.836 --> 01:04:26.398]  But you do not hurt the New World Order.
[01:04:29.514 --> 01:04:36.679]  Because in all these staged federal deals where they go out and create a fake militia to demonize militias, it's always they're going to target police and military.
[01:04:37.040 --> 01:04:45.526]  That way they can go to police and military and say, see, these guys want to target you to create that new enemy, you know, rebels versus, you know, the blue coats.
[01:04:45.906 --> 01:04:47.607]  We don't let them frame the debate.
[01:04:47.848 --> 01:04:49.569]  We don't let them frame the paradigm.
[01:04:49.769 --> 01:04:52.971]  We don't let them, we don't just jump into the uniforms they say.
[01:04:53.812 --> 01:04:56.840]  We go out with the info, which is violent.
[01:04:57.401 --> 01:04:59.045]  The truth is violently powerful.
[01:04:59.506 --> 01:05:00.328]  And we use it.
[01:05:00.950 --> 01:05:03.015]  You have weapons in the info war.
[01:05:04.482 --> 01:05:08.725]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:05:09.045 --> 01:05:09.645]  Number one.
[01:05:09.946 --> 01:05:13.088]  New climate legislation could easily double or triple your electric bill.
[01:05:13.368 --> 01:05:13.948]  Number two.
[01:05:14.229 --> 01:05:18.792]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:05:19.132 --> 01:05:19.572]  It's true.
[01:05:19.872 --> 01:05:24.435]  Total government control of electricity in the name of smart grid technology is coming.
[01:05:24.736 --> 01:05:25.296]  Number three.
[01:05:25.576 --> 01:05:28.858]  In some areas of the country, the power grid is dangerously overloaded.
[01:05:29.158 --> 01:05:32.841]  And now, new socialist legislation is only compounding the problem.
[01:05:33.061 --> 01:05:33.602]  Number 4.
[01:05:33.842 --> 01:05:36.224]  Dangerous weather is always a threat to local grids.
[01:05:36.604 --> 01:05:40.007]  Every year, thousands of families lose their power from weather-related outages.
[01:05:40.287 --> 01:05:40.508]  Number 5.
[01:05:41.088 --> 01:05:44.991]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:05:45.232 --> 01:05:49.996]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:50.276 --> 01:05:54.302]  You can get more information at www.mysolarbackup.com.
[01:05:54.442 --> 01:05:56.024]  That's mysolarbackup.com.
[01:05:56.245 --> 01:05:58.328]  Remember, the government doesn't own the sun.
[01:05:58.488 --> 01:06:00.851]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:06:06.357 --> 01:06:14.044]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:06:14.484 --> 01:06:18.108]  Alex and his staff have used these pure soap products for years.
[01:06:18.548 --> 01:06:25.374]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:06:25.854 --> 01:06:28.677]  See them on the web at 5starsoap.com.
[01:06:28.877 --> 01:06:33.380]  Or call 800-340-7091 for a free catalog.
[01:06:33.700 --> 01:06:39.384]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:06:39.644 --> 01:06:44.748]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:06:45.068 --> 01:06:46.689]  This is an amazing deal.
[01:06:47.049 --> 01:06:51.672]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:06:52.273 --> 01:06:55.415]  See them on the web at 5starsoap.com or call
[01:06:55.655 --> 01:06:56.776]  Call 800-340-7091 for a free catalog.
[01:07:03.973 --> 01:07:10.136]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:07:10.496 --> 01:07:12.877]  78% of the Midwest corn belt is in drought conditions.
[01:07:13.097 --> 01:07:18.179]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:07:18.480 --> 01:07:23.182]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:07:23.442 --> 01:07:30.725]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[01:07:31.065 --> 01:07:34.768]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[01:07:34.948 --> 01:07:36.530]  Now is the time to get your supply.
[01:07:36.730 --> 01:07:40.613]  I recently increased my supply from eFoods Direct because we have all known this was coming.
[01:07:40.753 --> 01:07:43.395]  You know about their delicious long-term storable foods.
[01:07:43.675 --> 01:07:46.317]  The fact is you can eat at any time to save money today.
[01:07:46.437 --> 01:07:50.881]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[01:07:51.021 --> 01:07:51.541]  Don't wait!
[01:07:51.661 --> 01:07:56.725]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[01:07:56.925 --> 01:07:57.145]  Call 800-409-5633.
[01:08:02.231 --> 01:08:11.982]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:12.583 --> 01:08:15.566]  It's Alex Jones and the GCN Radio Network.
[01:08:16.986 --> 01:08:24.509]  Alright, we are going to continue with your phone calls after Tyrell Ventura leaves us with Robert, James, Jacob, Max, John and others.
[01:08:25.369 --> 01:08:29.171]  Tyrell Ventura has been in quite a few films on his own right.
[01:08:29.591 --> 01:08:32.612]  He's produced television shows, he's done camera work producing.
[01:08:33.232 --> 01:08:39.577]  I'm also starring in the third edition of Jesse Ventura's Conspiracy Theory with Sean Stone.
[01:08:39.997 --> 01:08:43.400]  Now you know they killed one episode, the Homeland Security episode last year.
[01:08:43.420 --> 01:08:45.862]  A lot of other stuff happened I'm not at liberty to talk about.
[01:08:46.102 --> 01:08:52.247]  You get told this stuff off record, they don't, for whatever reasons, they've been sworn to secrecy, but it's like something out of a movie.
[01:08:53.508 --> 01:09:00.582]  Now, I was part of shooting just amazing interviews at rocket bases and just all sorts of craziness.
[01:09:01.043 --> 01:09:03.167]  Really powerful new season coming out.
[01:09:04.210 --> 01:09:08.854]  Jesse Ventura, when he was on a month ago, says 50-50 whether it's ever going to air.
[01:09:10.055 --> 01:09:11.636]  I've talked to some of the folks involved.
[01:09:12.997 --> 01:09:16.960]  Tyrell Ventura thinks it will come out, but generally it airs a few months after it's done.
[01:09:17.000 --> 01:09:18.541]  It should have been out in like January or February.
[01:09:18.861 --> 01:09:19.662]  It hasn't come out.
[01:09:19.922 --> 01:09:20.903]  So we'll ask him about that.
[01:09:20.983 --> 01:09:22.244]  Also the LIBOR scandal.
[01:09:22.884 --> 01:09:30.170]  But out of the gates here, Tyrell, I just had a caller on earlier who was saying, when do we start using our Second Amendment?
[01:09:30.650 --> 01:09:33.373]  When do we start, you know, going after the government?
