[00:02:32.947 --> 00:02:33.527]  Pull this over.
[01:03:29.168 --> 01:03:29.969]  They hit first.
[01:03:30.169 --> 01:03:32.973]  And he actually set an example, I think, for all of us guys.
[01:03:33.413 --> 01:03:38.079]  Myself, my brother included, who have been cancelled, who've been through the same shit that he's went through.
[01:03:38.479 --> 01:03:41.443]  Because I have platforms like Rumble to fall back on.
[01:03:41.463 --> 01:03:44.286]  X obviously reinstated me the moment Elon bought it.
[01:03:44.567 --> 01:03:48.111]  But Alex Jones was fighting in the f***ing trenches.
[01:03:48.211 --> 01:03:48.972]  Pardon my French.
[01:03:49.352 --> 01:03:57.416]  For years and years and years, by himself, InfoWars.com, with, you know, me and his loyal fans and, you know, people tuning in and supporting him.
[01:03:57.936 --> 01:04:09.020]  And, you know, the fact that he's now made it through the fire and he's back on X is a massive, massive moment, I think, for the movement of everybody who believes in what I think we all believe.
[01:04:09.521 --> 01:04:12.302]  And, you know, as I said, we can disagree on certain issues, but
[01:04:12.922 --> 01:04:17.407]  Basics like the democratically elected leaders of countries need to lead the countries.
[01:04:17.467 --> 01:04:18.428]  Basic shit like this.
[01:04:18.488 --> 01:04:24.814]  I mean, Alex Jones is a real voice for truth, a voice for reason, a voice for what's right, a voice against evil.
[01:04:25.135 --> 01:04:28.338]  And I'm just absolutely ecstatic that he's back.
[01:04:28.638 --> 01:04:30.781]  I can't wipe the smile off my face.
[01:04:31.642 --> 01:04:32.322]  Thank you, Tristan.
[01:04:32.542 --> 01:04:32.823]  Love you.
[01:04:34.252 --> 01:04:40.556]  All right, we've got Jack Posobiec here, and I just thought of this, because any listener knows this happened, but I want to show it to you.
[01:04:41.117 --> 01:04:47.201]  The last time he was on and all over his show, the last six months, he's been predicting what's happening now.
[01:04:47.221 --> 01:04:50.943]  They're going to try to go to full war with Russia as the October surprise.
[01:04:51.063 --> 01:04:51.944]  Now it's official.
[01:04:52.645 --> 01:04:53.805]  Zelensky is about to address the U.S.
[01:04:53.825 --> 01:04:54.266]  military.
[01:04:54.306 --> 01:04:57.248]  So as good as things are in the Great Awakening, they're planning to take us to war.
[01:04:57.548 --> 01:04:58.629]  Jack Posobiec is the leading expert.
[01:04:58.649 --> 01:04:58.949]  Stay with us.
[01:05:00.109 --> 01:05:03.572]  Never forget that the answer to 1984 is 1776.
[01:05:04.973 --> 01:05:09.197]  We've come a long way in the fight against tyranny, and it's been listeners and viewers like you that have kept us on air.
[01:05:09.217 --> 01:05:16.763]  That's why we bring you the very best products, so you love them, so you enjoy them, as you come back and get them again and again, so we can stay on the air in the fight against the globalists.
[01:05:16.983 --> 01:05:19.145]  Because it's viewers like you that keep us operational on air.
[01:05:19.585 --> 01:05:20.185]  And here we are.
[01:05:20.225 --> 01:05:21.106]  Another Christmas is here.
[01:05:21.446 --> 01:05:22.706]  Being the biggest sale of the year.
[01:05:23.146 --> 01:05:24.047]  Storewide free shipping.
[01:05:24.427 --> 01:05:25.467]  Double Patriot points.
[01:05:25.807 --> 01:05:26.988]  Up to 60% off.
[01:05:27.348 --> 01:05:28.048]  Storewide.
[01:05:28.308 --> 01:05:30.029]  My new book, The Great Awakening.
[01:05:30.309 --> 01:05:31.629]  Get a signed or unsigned copy.
[01:05:31.730 --> 01:05:32.390]  It's all there.
[01:05:32.650 --> 01:05:32.790]  X2.
[01:05:33.450 --> 01:05:34.591]  Finally back in stock.
[01:05:34.911 --> 01:05:35.651]  Turbo Force.
[01:05:35.891 --> 01:05:37.031]  Finally back in stock.
[01:05:37.172 --> 01:05:39.613]  It's all there at InfoWarStore.com.
[01:05:39.933 --> 01:05:41.413]  So I want to wish you all a Merry Christmas.
[01:05:41.433 --> 01:05:43.274]  I want to thank you all for your support.
[01:05:43.294 --> 01:05:44.214]  We're in this fight together.
[01:05:44.234 --> 01:05:54.118]  And I'll encourage you now to get storewide free shipping, double Patriot points, up to 60% off on all the great products at InfoWarStore.com or 888-253-3139.
[01:05:54.158 --> 01:05:54.519]  InfoWarStore.com.
[01:06:08.337 --> 01:06:12.261]  If you are receiving this transmission, you are the resistance.
[01:06:12.962 --> 01:06:18.128]  Live from Austin, Texas, you're listening to the Alex Jones Show.
[01:06:19.669 --> 01:06:30.061]  Well, former Navy intelligence officer, great journalist, good friend of mine, known him now like eight years, Jack Posobiec, at Jack Posobiec on X, was instrumental behind the scenes getting me back on there.
[01:06:31.001 --> 01:06:31.721]  Really appreciate him.
[01:06:31.741 --> 01:06:37.244]  He was one of the few people out there that actually defended me when the platforming happened.
[01:06:37.264 --> 01:06:38.385]  He did it.
[01:06:38.945 --> 01:06:39.706]  Steve McCrowder did it.
[01:06:42.096 --> 01:06:43.577]  Tucker Carlson said it was wrong.
[01:06:43.617 --> 01:06:44.537]  Joe Rogan said it was wrong.
[01:06:44.557 --> 01:06:48.618]  But so many other conservatives or populists just didn't even defend me.
[01:06:48.658 --> 01:06:49.519]  Some said it should happen.
[01:06:50.039 --> 01:06:53.920]  I knew it was about to happen to everybody, but that's not why Jack Posobiec is joining us.
[01:06:53.960 --> 01:06:55.061]  We'll get to it later in the hour.
[01:06:55.381 --> 01:06:57.461]  With the huge Elon Musk interview that he and I had.
[01:06:58.382 --> 01:06:59.762]  We were all interviewing each other yesterday.
[01:06:59.782 --> 01:07:00.362]  It was epic.
[01:07:00.723 --> 01:07:01.463]  It's gone viral.
[01:07:01.483 --> 01:07:02.603]  50 million views or more.
[01:07:02.623 --> 01:07:03.544]  I mean, it's just insane.
[01:07:04.424 --> 01:07:06.865]  And that space is on X. We have
[01:07:08.167 --> 01:07:10.408]  Millions and millions of extra people tuned in right now.
[01:07:10.468 --> 01:07:11.789]  The servers are all at max.
[01:07:11.809 --> 01:07:13.050]  They're trying to scale them up right now.
[01:07:13.070 --> 01:07:14.170]  I don't want to exaggerate.
[01:07:14.190 --> 01:07:19.953]  The number I saw about an hour ago was at least 15 million people tuned in just on our system.
[01:07:19.993 --> 01:07:21.974]  So this place is red hot right now.
[01:07:21.994 --> 01:07:25.736]  So we've had some issues just with the amount of audience tuning in.
[01:07:26.316 --> 01:07:30.078]  But I wanted him on about this, and I didn't tell the crew.
[01:07:30.639 --> 01:07:34.521]  So later we're going to play this on X when it's not live, and it will be there.
[01:07:35.141 --> 01:07:36.742]  Because starting about six months ago,
[01:07:38.999 --> 01:07:44.142]  I was saying this, but Jack really, with his military and intelligence background, nailed it the best I've seen other than Steve Bannon.
[01:07:44.462 --> 01:07:45.243]  Steve's saying it too.
[01:07:45.963 --> 01:07:49.205]  That they're going to launch a wider war with Russia as the October surprise.
[01:07:50.526 --> 01:07:55.288]  And that as Russia wins that war, proxy war with NATO, look for that.
[01:07:56.109 --> 01:08:03.093]  Well, since then, Biden came out, and I'm going to find those clips and we put this on X, we'll have it up front, you know, Jack predicting it.
[01:08:04.341 --> 01:08:07.545]  Six months ago, two months ago, a month ago, but we'll just get one of the latest to put it up there.
[01:08:07.825 --> 01:08:09.066]  So people really respect that.
[01:08:09.086 --> 01:08:12.610]  You know, he's telling us now what's happening, but he told us six months ago.
[01:08:13.636 --> 01:08:15.637]  And I wish this wasn't the case.
[01:08:15.937 --> 01:08:22.978]  They have a lot of different scenarios, a new virus, terror attacks, cyber attack, and they've been pre-programming that in the media too.
[01:08:22.998 --> 01:08:24.999]  So they've got those things ready too.
[01:08:25.839 --> 01:08:31.160]  They like the virus idea, new lockdowns, because they can, you know, try to do the same thing that they did in 2020 again.
[01:08:31.240 --> 01:08:39.382]  But now they're pre-programming a hundred times the other propaganda that they were getting warmed up and prepared to roll out.
[01:08:40.899 --> 01:08:51.099]  You have the Secretary of Defense, you have the Chairman of the Joint Chiefs, you have Puppet Biden, you have the Secretary of State, you have Zelensky traveling around now about to address U.S.
[01:08:51.119 --> 01:08:51.640]  military.
[01:08:52.423 --> 01:08:54.465]  Getting them ready to go in and fight Russia.
[01:08:55.105 --> 01:08:57.988]  A foreign leader, a cokehead, gay prostitute.
[01:08:58.528 --> 01:09:04.774]  Nothing against gay people, but come on folks, he plays the piano with his penis on TV, wears high heels and simulates sex with men on TV.
[01:09:04.794 --> 01:09:06.836]  I mean, he's totally compromised.
[01:09:07.797 --> 01:09:11.039]  And he's now going to address our military like he's Winston Churchill or something.
[01:09:11.440 --> 01:09:13.421]  Churchill didn't address our military, he addressed Congress.
[01:09:14.242 --> 01:09:17.565]  So they are really getting ready for this and this is their big play.
[01:09:17.665 --> 01:09:18.405]  It's horrific.
[01:09:18.946 --> 01:09:19.606]  It's hard to believe.
[01:09:19.646 --> 01:09:20.667]  I wish it wasn't the case.
[01:09:20.967 --> 01:09:22.729]  Here's a short clip of Biden a week and a half ago.
[01:09:23.930 --> 01:09:28.533]  Well, we've committed as a NATO member that we defend every inch of NATO territory.
[01:09:29.254 --> 01:09:34.258]  Then we'll have something that we don't seek and that we don't have today.
[01:09:35.038 --> 01:09:37.320]  American troops fighting Russian troops.
[01:09:38.361 --> 01:09:41.844]  American troops fighting Russian troops if he moves into other parts of NATO.
[01:09:42.546 --> 01:10:00.546]  Alright, then Tucker Carlson talked to members of Congress that were in a closed door meeting last week, this was later confirmed in the New York Times, talked to folks, and Lloyd Austin, Secretary of Defense, said, your sons and daughters will be fighting and dying within months in Russia, I'm paraphrasing, but that's the quote, if we don't give them the $106 billion.
[01:10:02.051 --> 01:10:03.772]  And he's going to attack NATO.
[01:10:04.192 --> 01:10:22.603]  Since then, we have, again, the Secretary of State, all of them saying, and now Zelensky's running around like a chicken with his head cut off saying, it's preposterous if you know what's going on, it's insanely dangerous, and there's one thing that tyrants use to stay in power that's their number one go-to, there's a lot of things, but it's their number one go-to, and that's war.
[01:10:23.283 --> 01:10:25.584]  So Jack Posobiec, one of the smartest people out there.
[01:10:26.084 --> 01:10:27.024]  Jack, you called it.
[01:10:27.085 --> 01:10:28.905]  We don't have the clip because it's not the crew's fault.
[01:10:28.965 --> 01:10:30.626]  I just thought of it 10 seconds before you came on.
[01:10:30.986 --> 01:10:33.327]  We're going to get it probably while you're on the next 45 minutes.
[01:10:33.367 --> 01:10:36.328]  But regardless, when this goes on X this afternoon, it's up front.
[01:10:36.908 --> 01:10:37.869]  You nailed it.
[01:10:38.009 --> 01:10:41.450]  You called it even better than I, Tucker Carlson, Steve Bannon.
[01:10:41.490 --> 01:10:45.912]  We were saying that was a concern, but you you walked through it and described how they'd roll it out.
[01:10:46.292 --> 01:10:48.353]  And the hair on the back of my neck this weekend,
[01:10:48.993 --> 01:10:58.077]  When it went from Biden to the Secretary of State to the Chairman of the Joint Chiefs to all of them, word for word what you said, did you get intel or from your deep understanding?
[01:10:58.357 --> 01:10:59.477]  How did you nail this?
[01:10:59.777 --> 01:11:01.338]  Talk about 4-D chess, you nailed it.
[01:11:01.358 --> 01:11:05.840]  Because even I wouldn't think full direct war with Russia and threatening U.S.
