[00:00:05.739 --> 00:00:07.340]  Hitler took the guns.
[01:07:25.051 --> 01:07:27.412]  It just goes on and on and on.
[01:07:27.412 --> 01:07:33.554]  We have the new king coronated with his calls for world government and depopulation.
[01:07:33.554 --> 01:07:45.599]  Then we've got this viral videos of the woman on a Dallas plane, out of Dallas last night, yesterday, who reportedly saw a man in a green hoodie turn into some type of reptile.
[01:07:45.599 --> 01:07:46.799]  And I wouldn't normally go with this.
[01:07:46.799 --> 01:07:50.381]  She doesn't look schizophrenic, doesn't sound nuts, sounds generally freaked out.
[01:07:50.381 --> 01:07:52.942]  But some of the other people on board said they saw things.
[01:07:54.226 --> 01:08:02.372]  The reason I'm going to raise this is David Icke talked about this 30 plus years ago, and I never made fun of him about it because a lot of what he said was credible.
[01:08:02.372 --> 01:08:05.114]  I couldn't prove it, but I talked about this a few months ago.
[01:08:05.114 --> 01:08:07.396]  He can cover this now or later in the next two hours.
[01:08:08.547 --> 01:08:08.607]  He
[01:08:27.819 --> 01:08:28.320]  That's right.
[01:08:43.599 --> 01:08:50.004]  And some of the police officers took me in the back room and just for two seconds, one of their faces, he said, Oh, you think you're a tough kid?
[01:08:50.004 --> 01:08:52.766]  And literally his face changed right in front of me.
[01:08:52.766 --> 01:08:54.688]  And on my children, it happened.
[01:08:54.688 --> 01:08:55.709]  I saw it.
[01:08:55.709 --> 01:08:57.370]  So something's going on.
[01:08:57.370 --> 01:08:57.930]  What is this?
[01:08:57.930 --> 01:08:59.972]  And why is it getting more prevalent?
[01:08:59.972 --> 01:09:03.415]  Because if I told you the names, these are very serious people.
[01:09:03.415 --> 01:09:04.576]  Most of them weren't even religious.
[01:09:05.296 --> 01:09:08.397]  And when they saw this, they got religion very, very quickly.
[01:09:08.397 --> 01:09:10.818]  And then why is it happening to prominent people?
[01:09:10.818 --> 01:09:11.538]  What's going on?
[01:09:11.538 --> 01:09:18.461]  So it seems like the veil between other dimensions and things is fading or something's happening.
[01:09:18.461 --> 01:09:19.962]  So many things to talk about.
[01:09:19.962 --> 01:09:26.744]  But remember, when we go into this esoteric or occult or unknown area, that just means stuff that's not been discovered yet.
[01:09:26.744 --> 01:09:28.605]  They're always finding new species every day.
[01:09:28.605 --> 01:09:31.946]  They're always discovering new energy sources, new elements.
[01:09:31.946 --> 01:09:32.947]  We've only discovered
[01:09:34.167 --> 01:09:39.092]  A few square feet of the territory around us, compared to an entire universe.
[01:09:39.092 --> 01:09:41.415]  So David, that's my intro here.
[01:09:41.415 --> 01:09:45.439]  You can start with these phenomenon, or you can end with a phenomenon.
[01:09:45.439 --> 01:09:49.323]  You can go wherever you'd like, but thank you, because we were trying to set you up for weeks.
[01:09:49.323 --> 01:09:55.109]  Perfect timing, you came on today with the hysteria off of what this woman and others saw on this plane.
[01:09:56.897 --> 01:10:02.501]  Yeah, well I'd like to start deep in the rabbit hole, Alex, if you don't mind.
[01:10:02.501 --> 01:10:12.708]  I've just finished a book that's coming out on September the 1st called The Dream, which goes deeper in the rabbit hole than I've ever been.
[01:10:12.708 --> 01:10:18.631]  And there's information in that book that simply has never been written or revealed before.
[01:10:18.631 --> 01:10:22.374]  And it puts into context what is actually happening.
[01:10:23.007 --> 01:10:36.733]  You know, I've been saying all these decades that we cannot understand what is happening in the world of the seen unless we understand what's happening in the world of the unseen.
[01:10:36.733 --> 01:10:44.717]  So very quickly, you know, for people who haven't come across this, and you should ask, why haven't they come across this?
[01:10:44.717 --> 01:10:47.598]  Why isn't this taught in the schools as a matter of course?
[01:10:48.399 --> 01:10:55.022]  But what we see is only a tiny band of frequency, so small it's ridiculous.
[01:10:55.022 --> 01:11:06.747]  Everything beyond that frequency band, the limits of what the five senses can decode and the eye senses can decode into a visual reality, is infinity.
[01:11:06.747 --> 01:11:17.431]  And if you think of radio stations in the old analog system and television stations, they shared the same space, they share the same space,
[01:11:19.018 --> 01:11:25.802]  But they don't interfere with each other, impact upon each other, unless they're really close on the dial.
[01:11:25.802 --> 01:11:36.290]  So if you want to look for outside of this reality dimension, whatever you want to call it, for that level that can interfere with this,
[01:11:37.188 --> 01:11:50.619]  Then you've got to look at bands of dimensional frequency that are very close to this one but just outside of our five sense reality and our ability to perceive it in the natural course of events.
[01:11:50.619 --> 01:11:59.066]  And I'll call this dimension that's close to this one the astral or the fourth dimension.
[01:11:59.066 --> 01:12:01.168]  Call this 3D, the third dimension.
[01:12:02.046 --> 01:12:13.109]  And in the lower levels of this astral dimension, in other words the lower frequency levels which are really close to this one, that's the realm of the demonic.
[01:12:13.109 --> 01:12:24.072]  That's where demons and their name and description in all different religions and cultures, that's where they exist.
[01:12:24.907 --> 01:12:32.494]  These are the entities that the Satanists are interacting with in their rituals.
[01:12:32.494 --> 01:12:42.163]  Why do these Satanists, who may be sick but a lot of them are not stupid, why are they doing these rituals?
[01:12:42.163 --> 01:12:45.907]  Because they're interacting with these entities.
[01:12:46.400 --> 01:13:04.308]  And when you do rituals as they do in the same places over and over and over again, what it does is it thins out the frequency difference between the astral, lower astral where these demons are, and this reality.
[01:13:04.308 --> 01:13:07.750]  And so that interaction is made possible.
[01:13:07.750 --> 01:13:14.373]  Now what's happening now is that that lower astral dimension
[01:13:15.055 --> 01:13:27.642]  is starting to fuse into ours, and these demonic entities are much more able to move into our reality and stay for longer.
[01:13:27.642 --> 01:13:37.908]  And one of the conduits, hello, that is allowing this to happen, that is the connection frequency
[01:13:38.843 --> 01:13:46.047]  that allows this to happen more now than ever before is what we call 5G, with 6G and 7G to come.
[01:13:46.047 --> 01:13:56.573]  This 5G, there's so many elements to it, and one of them is that it is acting as a frequency conduit for these demonic entities to come into this realm.
[01:13:56.573 --> 01:14:07.579]  So people will start to see them, and what they do is they, quote, possess bodies, and there's also hybrids, which are part demonic and part human,
[01:14:08.893 --> 01:14:21.944]  And as this goes on, people are seeing more and more of this demonic level, and thus they're saying, oh my God, he turned into a reptile, he turned into this, he turned into the other.
[01:14:21.944 --> 01:14:24.946]  And we're going to see more and more and more of this.
[01:14:24.946 --> 01:14:38.077]  And it's to understand, in the end, that you can talk about Klaus Schwab and the World Economic Forum, and we should, and your Gateses and your Fouches and all these people, and your Soruses, quite right.
[01:14:39.355 --> 01:14:42.457]  But they are gophers.
[01:14:42.457 --> 01:14:45.940]  They are vehicles for this demonic realm.
[01:14:45.940 --> 01:14:47.901]  That's why they have no empathy.
[01:14:47.901 --> 01:14:51.624]  That's why they have no, what we would call, soul.
[01:14:51.624 --> 01:14:53.065]  That's why they do what they do.
[01:14:53.065 --> 01:14:57.288]  You're saying they're biological robots?
[01:14:57.288 --> 01:15:03.793]  Well, this is an area of my book, The Dream, and indeed The Trap, the one that's out at the moment.
[01:15:04.641 --> 01:15:10.986]  Which I emphasize to quite a large extent.
[01:15:10.986 --> 01:15:16.631]  This is how I see it Alex, okay, after 35 years of researching this.
[01:15:16.631 --> 01:15:24.837]  The body is a biological computer, I've been saying that for decades, and it's a program, it's a software program.
[01:15:24.837 --> 01:15:31.262]  So if you do not introduce consciousness beyond the program,
[01:15:32.492 --> 01:15:44.379]  Then that AI software program, which is what the biological is, and I should make this emphasis.
[01:15:44.379 --> 01:15:50.202]  People look at biological and they think that's natural.
[01:15:50.202 --> 01:15:56.025]  To this demonic realm, the biological is a form of the technological.
[01:15:56.025 --> 01:15:58.947]  It's just that because we see technology
[01:15:59.708 --> 01:16:05.913]  If you ever take one piece of my advice, it's get a bottle of X2.
[01:16:05.913 --> 01:16:10.597]  It's been sold out for over a year because we wouldn't cut corners and because it's so hard to produce.
[01:16:10.597 --> 01:16:14.760]  We finally have a limited run, back in supply, at infowarestore.com.
[01:16:16.421 --> 01:16:19.465]  So many people have serious issues.
[01:16:19.465 --> 01:16:21.026]  Look at the UN's own numbers.
[01:16:21.026 --> 01:16:26.993]  Billions have cognitive disabilities because they do not have true nascent iodine in their bodies.
[01:16:26.993 --> 01:16:33.019]  Most of the other iodine is bound to other heavy metals or bound to other elements, so you don't download it.
[01:16:33.019 --> 01:16:35.782]  But this is pure atomic certified
[01:16:37.674 --> 01:16:39.075]  I know.
[01:16:39.075 --> 01:16:41.996]  X2 is now back in stock, discounted.
[01:16:41.996 --> 01:16:45.537]  So I'm giving Thanksgiving right now for this product being here.
[01:16:45.537 --> 01:16:50.799]  It funds the InfoWar, but I guarantee you, you take this for a few weeks, you will feel the difference.
[01:16:50.799 --> 01:16:51.920]  It is amazing.
[01:16:51.920 --> 01:16:54.041]  It's the Missing Link X2.
[01:16:54.041 --> 01:16:55.962]  Back in stock at the end of 2023 at infowarestore.com.
[01:16:55.962 --> 01:16:55.982]  X2.
[01:16:59.861 --> 01:17:14.116]  Finally, after close to a year, in early November, where I'm cutting this ad, we finally got one of our flagship products back in stock, Ultra 12, the highest quality vitamin B12 organic.
[01:17:14.116 --> 01:17:19.022]  You take it under the tongue, so you get better absorption of the body through your blood vessels, and what it does,
[01:17:19.482 --> 01:17:19.943]  Thank you.
[01:17:37.501 --> 01:17:43.046]  It's available from a top lab that we private label it through at InfoWarsStore.com.
[01:17:43.046 --> 01:17:51.194]  Ultra 12, Vitamin B12, taken sublingually, now back in stock at InfoWarsStore.com.
[01:17:51.194 --> 01:17:53.035]  Or you can call toll free and order it as well, 888-253-3139.
[01:17:53.035 --> 01:17:54.957]  And Ultra 12 funds the InfoWars as well.
[01:17:59.321 --> 01:18:04.767]  Please listen closely because this is life-changing critical information.
[01:18:04.767 --> 01:18:14.617]  The globalists are bombarding us with toxic chemicals hitting us in the air, the water, the food, the 5G, the poison shots, the shedding.
[01:18:15.598 --> 01:18:16.059]  I think so.
[01:18:39.239 --> 01:18:40.199]  We're good to go.
[01:19:01.431 --> 01:19:03.653]  Last year we put this book out.
[01:19:03.653 --> 01:19:05.094]  The Great Reset and the War for the World.
[01:19:05.094 --> 01:19:07.455]  It became a number one national bestseller.
[01:19:07.455 --> 01:19:11.238]  Now we've put part two out and it's even thicker and more powerful.
[01:19:11.238 --> 01:19:12.219]  The Great Awakening.
[01:19:12.219 --> 01:19:16.482]  The plan to defeat the globalists and launch the second great renaissance.
[01:19:16.482 --> 01:19:18.523]  This is such a powerful book.
[01:19:18.523 --> 01:19:20.225]  It covers all the globalist plans.
[01:19:20.845 --> 01:19:27.450]  The latest developments, how to stop them, and then gives an alternate plan of a society we could build together.
[01:19:27.450 --> 01:19:28.991]  That's why it's The Great Awakening.
[01:19:28.991 --> 01:19:31.413]  The Great Awakening is happening right now.
[01:19:31.413 --> 01:19:36.477]  You can get signed or unsigned copies of the book at infowarstore.com.
[01:19:36.477 --> 01:19:38.159]  This is a historic book.
[01:19:38.159 --> 01:19:39.480]  I want to thank you all for your support.
[01:19:40.040 --> 01:19:47.784]  This is next level information and it's a great way to not just support the broadcast, but inform yourself to the next level and share the book with friends and family.
[01:19:47.784 --> 01:19:54.368]  So whether you want one copy or multiple copies, go now to Infowarstore.com and get The Great Awakening.
[01:19:54.368 --> 01:19:55.589]  This is going to go to number one.
[01:19:55.589 --> 01:19:57.070]  I want to thank you for your support.
[01:19:57.070 --> 01:19:58.110]  It's a powerful book.
[01:19:58.110 --> 01:20:00.451]  Get yours now.
