[00:00:00.229 --> 00:00:01.190]  Ukraine's losing.
[01:01:45.968 --> 01:01:47.209]  You say, why didn't they indict you?
[01:01:48.971 --> 01:01:51.713]  They figured I was already a big enough figure where they wouldn't be able to contain me.
[01:01:51.733 --> 01:01:52.774]  They think, Owen, they can.
[01:01:53.175 --> 01:01:53.876]  But it's not working.
[01:01:53.956 --> 01:01:54.957]  Owen's exploded.
[01:01:54.977 --> 01:01:56.138]  The work he's doing is amazing.
[01:01:56.178 --> 01:01:58.019]  But we're fighting hard for everybody, folks.
[01:01:58.039 --> 01:02:00.001]  This is very, very serious.
[01:02:00.979 --> 01:02:06.687]  All right, I want to get into something I didn't cover when it came to California trying to keep kidnapping children legal.
[01:02:06.707 --> 01:02:07.928]  Yes, it's legal in California.
[01:02:07.948 --> 01:02:09.110]  You heard them, basically.
[01:02:09.130 --> 01:02:12.555]  I want to get into the devil worship of the Democratic Party when we come back.
[01:02:12.575 --> 01:02:14.037]  I have a special guest, Dr. Remo Labo.
[01:02:16.448 --> 01:02:17.248]  So here's the facts.
[01:02:17.849 --> 01:02:22.712]  California is basically legalizing pedophilia, saying child sex traffickers won't even get in trouble.
[01:02:22.732 --> 01:02:25.553]  You can give people HIV or hepatitis and not get in trouble.
[01:02:26.114 --> 01:02:40.382]  Places like Washington State have passed laws where they can grab your kids as young as seven, eight years old and put them in a facility, never even telling you where they went, because they're protecting your child because you're transphobic, and then they can basically complete the sexual mutilization of the children.
[01:02:41.530 --> 01:02:43.350]  Well, then you see that clip we played.
[01:02:43.370 --> 01:02:45.451]  There's a bunch of these clips from CNN yesterday.
[01:02:46.251 --> 01:02:50.632]  These right-wing crazy nuts say child trafficking's happening and it's connected to Satanism.
[01:02:51.612 --> 01:02:52.333]  They're just nuts.
[01:02:53.373 --> 01:02:54.193]  But it's everywhere.
[01:02:54.273 --> 01:02:55.874]  Just today, look at these headlines.
[01:02:56.454 --> 01:03:03.875]  Pure Evil, latest Disney production, is a cartoon about a girl who inherits a ritualistic killing, blood-drinking cult from her father.
[01:03:03.895 --> 01:03:06.876]  We're going to play you that trailer in a moment.
[01:03:07.636 --> 01:03:09.517]  Satanic Temples, lawsuit.
[01:03:10.478 --> 01:03:19.644]  Claiming Texas law violates their religious freedom to abort, to abortion rituals dismissed by a federal judge, saying it's a ritual to kill babies.
[01:03:21.405 --> 01:03:29.211]  Hellish, demonic freak fantasizes about being first trainee to implant uterus in aborted babies.
[01:03:31.243 --> 01:03:34.205]  So again, implant a uterus and then abort the babies.
[01:03:34.725 --> 01:03:36.406]  That is their crazy dream.
[01:03:37.166 --> 01:03:40.708]  I want you to pay to put a uterus in me so I can kill a baby.
[01:03:41.768 --> 01:03:43.750]  Because I want to be a woman that kills babies.
[01:03:44.950 --> 01:03:46.051]  And he's wearing his Illuminati.
[01:03:47.451 --> 01:03:49.272]  Buttons, all the rest of his little buttons.
[01:03:49.352 --> 01:03:52.554]  I mean, this is the scum of the earth in a revolution against us.
[01:03:53.475 --> 01:03:54.695]  Completely coming after us.
[01:03:55.336 --> 01:03:57.897]  And I bet you by bottom dollar that individual's into Satanism.
[01:03:59.701 --> 01:04:02.643]  But let's go ahead and roll the program.
[01:04:06.526 --> 01:04:13.070]  Praise Petty is set to premiere in July 21st at 10 p.m.
[01:04:15.052 --> 01:04:16.893]  and it's owned and promoted by Disney.
[01:04:18.274 --> 01:04:26.620]  So here is the trailer for that and then let's back-to-back go ahead and play the hellish demonic freak fantasizes about being first training to implant uterus in a born baby.
[01:04:27.500 --> 01:04:28.201]  It's morning again.
[01:04:28.221 --> 01:04:29.642]  The sun is shining.
[01:04:30.203 --> 01:04:31.584]  The goats are screaming.
[01:04:31.604 --> 01:04:39.612]  And I'm still here despite the fact that last night I witnessed someone get ritualistically murdered by my dad's cult that I just inherited.
[01:04:39.452 --> 01:04:41.452]  Oh, here we go.
[01:04:41.452 --> 01:04:43.452]  [Music]
[01:04:43.452 --> 01:04:45.452]  What the?
[01:04:45.452 --> 01:04:47.452]  [Music]
[01:04:47.452 --> 01:04:49.452]  I'm Petey.
[01:04:49.484 --> 01:04:50.304]  I had it all.
[01:04:50.844 --> 01:04:51.465]  Mother!
[01:04:51.665 --> 01:04:51.865]  Here.
[01:04:52.185 --> 01:04:52.665]  What's this?
[01:04:52.885 --> 01:04:54.026]  It's a message from your father.
[01:04:54.726 --> 01:04:56.447]  It's me, your father!
[01:04:56.667 --> 01:05:02.150]  The community of New Utopia is all yours!
[01:05:02.430 --> 01:05:06.553]  I just needed to figure out my place in my dead dad's weird town.
[01:05:06.693 --> 01:05:07.773]  I'm walking here.
[01:05:08.354 --> 01:05:09.414]  The great daughter!
[01:05:09.554 --> 01:05:10.795]  She's arrived!
[01:05:11.055 --> 01:05:14.597]  Welcome to New Utopia.
[01:05:17.612 --> 01:05:19.653]  I'm new to this being the cult leader thing.
[01:05:19.933 --> 01:05:20.553]  Thank you.
[01:05:22.214 --> 01:05:23.975]  But I was excited to get to work.
[01:05:24.055 --> 01:05:24.835]  Do you need this hammer?
[01:05:24.695 --> 01:05:26.195]  Yeah, just put it between my pants.
[01:05:26.195 --> 01:05:27.094]  [laughs]
[01:05:27.094 --> 01:05:30.434]  [music playing]
[01:05:30.434 --> 01:05:32.934]  (SINGING) Run and scream.
[01:05:32.934 --> 01:05:35.034]  Is this town doing OK?
[01:05:34.840 --> 01:05:35.820]  No, we're starving.
[01:05:36.281 --> 01:05:39.822]  You being here means the prophecy of the Great Daughter's return is fulfilled.
[01:05:40.743 --> 01:05:42.463]  I'll make New Utopia normal.
[01:05:43.484 --> 01:05:45.484]  No more human sacrifice.
[01:05:45.484 --> 01:05:47.484]  [Screaming]
[01:05:47.484 --> 01:05:59.484]  [Music]
[01:05:59.484 --> 01:06:03.484]  I have a vision for new Utopia and it is bright!
[01:06:03.944 --> 01:06:06.986]  Everyone is happy to have someone to mindlessly follow.
[01:06:10.388 --> 01:06:15.551]  I love the leaders, and the comet is coming!
[01:06:16.231 --> 01:06:16.472]  Ha!
[01:06:16.792 --> 01:06:17.412]  You blinked.
[01:06:20.754 --> 01:06:22.735]  We need you here so the comet will return.
[01:06:22.916 --> 01:06:23.556]  Oh, God.
[01:06:23.776 --> 01:06:24.857]  It's a space cult?
[01:06:25.037 --> 01:06:25.938]  Oh, of course.
[01:06:26.158 --> 01:06:27.418]  Boomers love space.
[01:06:30.270 --> 01:06:31.450]  All right, praise Petey.
[01:06:31.570 --> 01:06:37.292]  And by the way, when I watched that this morning, I was watching on my phone, so I didn't see it said Mike Judge is the producer.
[01:06:37.692 --> 01:06:39.013]  Well, I'm good friends with Mike Judge.
[01:06:39.033 --> 01:06:40.513]  Used to hang out with him all the time.
[01:06:40.533 --> 01:06:43.174]  Then I just got busy, he got busy, and we haven't hung out in years.
[01:06:43.934 --> 01:06:45.275]  My wife's a big Beavis and Butthead fan.
[01:06:45.295 --> 01:06:46.695]  She's like, we need to go hang out with Mike Judge.
[01:06:46.715 --> 01:06:47.715]  We gotta go hang out with Mike Judge.
[01:06:48.076 --> 01:06:48.936]  Please call Mike Judge.
[01:06:48.956 --> 01:06:50.396]  I'm like, you don't normally care about my famous friends.
[01:06:50.416 --> 01:06:51.517]  She goes, but I want to hang out with Mike Judge.
[01:06:52.697 --> 01:06:56.078]  And so she did want to go to the opening of Joe Rogan's Comedy Club, too.
[01:06:56.118 --> 01:06:56.578]  We did that.
[01:06:56.638 --> 01:06:58.559]  But I'm going to call him tonight.
[01:06:59.687 --> 01:07:02.168]  But there I am saying, hey, look at all the Satanism.
[01:07:02.228 --> 01:07:03.969]  This is like, we're not going to kill people anymore.
[01:07:03.989 --> 01:07:06.890]  Because I know Mike's aware of the New World Order, doesn't like it.
[01:07:06.910 --> 01:07:08.431]  He made King of the Hill, but he was a butthead.
[01:07:10.012 --> 01:07:12.673]  King of the Hill is still the top grossing TV program ever.
[01:07:13.333 --> 01:07:14.274]  Even ahead of Seinfeld.
[01:07:14.294 --> 01:07:14.954]  It's made $2 billion.
[01:07:15.714 --> 01:07:19.056]  Pretty crazy, but I'm definitely, funny I said a couple days ago, I'm going to call Mike Judge.
[01:07:19.636 --> 01:07:20.877]  I'm going to call Mike today.
[01:07:21.517 --> 01:07:22.858]  And say, what is the meaning of this?
[01:07:22.878 --> 01:07:25.239]  You know, his last big hit was Silicon Valley.
[01:07:25.899 --> 01:07:33.683]  But my point is, it's entering the main culture that there are rich, elitist millionaires that want Satanism and claim it's going to create a utopia.
[01:07:33.703 --> 01:07:37.685]  Because I was just talking about how they want this leftist pedo-utopia yesterday.
[01:07:37.705 --> 01:07:40.606]  Then I watched this trailer, it's talking about this utopia.
[01:07:42.407 --> 01:07:43.768]  This is what these crazies are pushing.
[01:07:44.614 --> 01:08:01.059]  And so, this is really hitting peak pedo right now, that Mike Judge, that only makes big hits, has a new Disney TV program coming out about Satanism, secret cults, worldwide elites, rich people setting this up.
[01:08:01.599 --> 01:08:02.780]  Absolutely crazy.
[01:08:03.980 --> 01:08:05.721]  So, Gateway Pundit calls it pure evil.
[01:08:05.821 --> 01:08:08.722]  I'm going to give Mike Judge the benefit of the doubt, because if he was a butt, it's pure funny.
[01:08:09.980 --> 01:08:16.482]  King of the Hills, pure Americana, but looks like they're just exposing the occultists and how bad they are.
[01:08:16.502 --> 01:08:19.923]  I mean, you heard her in there saying, we're going to stop sacrificing people now.
[01:08:21.984 --> 01:08:22.764]  But I'm going to find out.
[01:08:22.784 --> 01:08:23.484]  I'm going to call Mike.
[01:08:23.624 --> 01:08:24.645]  I'm going to get his take on it.
[01:08:25.045 --> 01:08:28.326]  And I'll assure you, once the show comes out, I will watch it, give you my views on it.
[01:08:28.346 --> 01:08:30.627]  But Mike's a really smart guy.
[01:08:31.167 --> 01:08:35.148]  He was one of the head guys when he was 20-something years old on the F-18 project.
[01:08:35.708 --> 01:08:36.489]  He was one of the managers.
[01:08:36.509 --> 01:08:37.689]  He's a physicist, mathematician.
[01:08:39.095 --> 01:08:43.175]   took his money for that project and went and made Beavis and Butthead that he hand drew
[01:08:43.175 --> 01:08:46.854]  that became a super hit. So I really, really respect him.
[01:08:46.854 --> 01:08:51.425]   But let me tell you who I don't respect is this person. Let's go to this club. Hellish
[01:08:51.425 --> 01:08:57.925]   demonic freak fantasizes about being first tranny to implant uterus and abort baby. Radical male
[01:08:57.925 --> 01:09:04.814]   trans activist claims he wants a uterus and ovaries scientifically implanted, which he'll
[01:09:04.814 --> 01:09:08.293]   use to get impregnated before murdering a baby via abortion.
[01:09:08.757 --> 01:09:09.717]  Here is this individual.
[01:09:10.978 --> 01:09:17.421]  The first trans woman to have a successful uterus transplant, ovaries and eggs included.
[01:09:17.441 --> 01:09:17.501]  Ugh.
[01:09:18.902 --> 01:09:23.424]  And I want to be the first trans woman to have an abortion.
[01:09:23.444 --> 01:09:23.504]  Ugh.
[01:09:26.912 --> 01:09:36.375]  I will let a doctor, who has successfully transplanted a uterine complex before, cut the organs out of a willing, healthy, transmasculine donor.
[01:09:36.735 --> 01:09:37.215]  Hit pause.
[01:09:37.355 --> 01:09:37.695]  Hit pause.
[01:09:37.715 --> 01:09:38.055]  Back it up.
[01:09:38.495 --> 01:09:41.056]  You hear the cut the organs out of the willing.
[01:09:41.076 --> 01:09:42.836]  I mean, it's literally Hellraiser.
[01:09:42.916 --> 01:09:44.717]  Cut the organs out.
[01:09:45.157 --> 01:09:48.298]  I want to have a woman kill the baby.
[01:09:48.678 --> 01:09:50.398]  And I'm sure it'll be like, oh, we got to pay for it right now.
[01:09:50.438 --> 01:09:52.139]  And that's how sick this is.
[01:09:52.199 --> 01:09:53.039]  I mean, go back to this.
[01:09:53.979 --> 01:09:56.000]  This woman to have an abortion.
[01:09:59.520 --> 01:10:09.008]  I will let a doctor, who has successfully transplanted a uterine complex before, cut the organs out of a willing, healthy, transmasculine donor.
[01:10:10.289 --> 01:10:12.110]  Place them in my body.
[01:10:13.291 --> 01:10:17.534]  I will devote myself, heart and soul, to their aftercare.
[01:10:19.916 --> 01:10:24.220]  I will have as much gay sex as it takes.
[01:10:24.940 --> 01:10:27.823]  With as many trans women as it takes.
[01:10:29.238 --> 01:10:36.863]  And let the transphobes and homophobes scratch their heads, wondering what to make of it.
[01:10:36.883 --> 01:10:40.005]  That's it, so it's total mad scientist.
[01:10:40.065 --> 01:10:46.649]  I'll do anything, which once you see this, you're like, well I don't care if they have animal-human clones, or I don't care if we, you know, release GMOs from mosquitoes.
[01:10:46.929 --> 01:10:47.689]  Everything's so crazy.
[01:10:48.049 --> 01:10:51.872]  They're just glorifying the scum to totally confuse everybody.
[01:10:51.952 --> 01:10:53.112]  Wow, what a piece of filth.
[01:10:53.553 --> 01:10:55.254]  Burn in hell, scumbag!
[01:10:55.674 --> 01:10:56.554]  Burn in hell!
[01:10:57.595 --> 01:11:05.120]  We're going to the real danger zone for the next hour, ladies and gentlemen, with Dr. Rima Labo of PreventGenocide2030.org.
[01:11:05.901 --> 01:11:07.362]  But here's a blast from the past.
[01:11:08.883 --> 01:11:09.744]  This has gone viral.
[01:11:09.784 --> 01:11:11.545]  It's probably had 100 million views conservatively.
[01:11:11.565 --> 01:11:12.606]  There's so many versions of it.
[01:11:13.206 --> 01:11:18.690]  Jesse Ventura's show with myself and Dr. Rima Labo in 2009 with her nailing what was coming next.
[01:11:20.481 --> 01:11:27.715]  Jesse Ventura's conspiracy investigators have tracked down the deadly secret behind the elite group that tries to rule the world.
[01:11:28.943 --> 01:11:33.686]  When the population gets too big to handle, the solution is cut it down.
[01:11:34.767 --> 01:11:43.072]  There's an entire agenda afoot to force the population to undergo different type of medical treatments, namely vaccines.
[01:11:43.573 --> 01:11:51.318]  We're seeing a medical tyranny being set up, not just in the United States, but worldwide under the UN and the World Health Organization.
