[00:00:00.089 --> 00:00:00.789]  We need your prayers.
[01:02:09.112 --> 01:02:22.983]   These are most likely proxy groups doing this, and that's not to Take this lightly, because somebody is clearly trying to provoke Russia into a larger escalation here.
[01:02:23.483 --> 01:02:28.708]  Which is what the West, NATO, and Biden need to launch a full-scale war.
[01:02:29.308 --> 01:02:31.330]  And so Russia has not taken any of the bait.
[01:02:31.810 --> 01:02:38.055]  They blew up the pipeline, they false flagged Poland, they blew up bridges, and Russia just refuses to escalate.
[01:02:38.075 --> 01:02:41.278]  So they're just going to probably keep peppering them with drone attacks and anything they can.
[01:02:42.779 --> 01:02:46.022]  And just see if they can provoke Russia into a larger attack.
[01:02:46.082 --> 01:02:53.147]   And we should not be Folks, this stuff doesn't happen slowly.
[01:02:54.687 --> 01:02:56.207]  These things happen at the flick of a switch.
[01:02:59.508 --> 01:03:01.388]  No, I don't want Russia to nuke anything.
[01:03:01.428 --> 01:03:02.809]  I don't want Russia to strike anywhere.
[01:03:02.829 --> 01:03:04.109]  I don't want the West to strike anywhere.
[01:03:04.169 --> 01:03:05.589]  I don't want a war here.
[01:03:06.549 --> 01:03:07.429]  But let's be clear.
[01:03:07.609 --> 01:03:10.370]  Somebody is trying to provoke Russia into a larger strike.
[01:03:10.750 --> 01:03:16.071]  And if they do it, then all bets are off on where things go from there.
[01:03:18.686 --> 01:03:24.292]  Hungarian Foreign Minister says the European Union expects to fund the war in Ukraine for another four years.
[01:03:24.972 --> 01:03:26.354]  A never-ending war.
[01:03:28.236 --> 01:03:30.418]  Always taking our money to fund it too.
[01:03:30.558 --> 01:03:31.599]  Our money, our weapons.
[01:03:31.659 --> 01:03:33.181]  Now we're broke, have no ammunition.
[01:03:34.522 --> 01:03:36.123]  But hey, it's for Ukraine!
[01:03:37.425 --> 01:03:38.326]  Slava Ukraine!
[01:03:40.575 --> 01:03:43.476]  Nothing is enough for Ukraine, Vladimir Zelensky says.
[01:03:43.876 --> 01:03:46.037]  Nothing is enough.
[01:03:46.097 --> 01:03:47.357]  He needs more money.
[01:03:48.178 --> 01:03:50.078]  He needs more weapons.
[01:03:52.379 --> 01:03:53.039]  What about peace?
[01:03:53.179 --> 01:03:54.160]  Not interested.
[01:03:56.981 --> 01:03:58.941]  So what is the ultimate agenda here?
[01:03:59.001 --> 01:04:00.362]  Do they really want to remove Putin?
[01:04:00.382 --> 01:04:03.803]  Do they really want to have Ukraine in NATO?
[01:04:03.923 --> 01:04:06.224]  Is it just a giant money laundering operation?
[01:04:06.364 --> 01:04:09.225]  Weapons laundering operation that they just want to go on perpetually?
[01:04:10.472 --> 01:04:14.834]  But then why try to provoke Russia into a larger attack when you'd be hurting your own golden goose?
[01:04:16.374 --> 01:04:20.936]  Or maybe there's just rogue groups blowing up Russia that really just hate Russians.
[01:04:21.196 --> 01:04:21.977]  We know that goes on.
[01:04:21.997 --> 01:04:23.137]  I mean, you've seen the American left.
[01:04:25.698 --> 01:04:26.679]  Disturbing footage.
[01:04:26.779 --> 01:04:32.361]  Ukraine civilians killed and maimed by Western-supplied missiles launched by Ukrainian military.
[01:04:32.621 --> 01:04:34.962]  Now, they were claiming that these were Russian rockets.
[01:04:36.343 --> 01:04:52.430]   They were claiming that this was a Russian attack, but it was Missiles that came from the West It's really just disgusting that that that We're funding all this it's just it's so evil.
[01:04:52.490 --> 01:05:07.567]   It's so despicable our politicians are just gross people I mean oh My gosh, I mean just you can't even imagine oh You can't even imagine.
[01:05:07.587 --> 01:05:12.471]  And then it's like, I have to deal with these Democrats that claim that they don't want war and then they vote for war every time.
[01:05:12.932 --> 01:05:17.336]  AOC does a whole speech railing against the military-industrial complex.
[01:05:17.476 --> 01:05:22.140]  She votes for it every single time, every single chance she gets.
[01:05:24.282 --> 01:05:32.650]  And now our treasure is being used to promote the death of hundreds of thousands of people in Ukraine.
[01:05:34.727 --> 01:05:40.088]  And how any of our politicians can continue to vote for this and not feel bad at all is beyond me.
[01:05:40.228 --> 01:05:41.928]  It just shows how inhuman they are.
[01:05:43.689 --> 01:05:51.670]  Every time they voted for this war in Ukraine, every time they've sent more weapons, more ammunition, it's resulted in tens of thousands of more people dying.
[01:05:52.290 --> 01:05:53.150]  Never had to happen.
[01:05:53.390 --> 01:05:54.470]  Totally unnecessary.
[01:05:54.710 --> 01:05:57.171]  The blood is on our politicians' hands.
[01:05:58.631 --> 01:06:00.251]  And it's like they don't even care.
[01:06:00.932 --> 01:06:03.032]  They really just have no remorse at all.
[01:06:04.059 --> 01:06:09.464]  That hundreds of thousands of people have died because they want this war in Ukraine to go on.
[01:06:10.985 --> 01:06:13.968]  And, you know, Zelensky ain't exactly a freedom lover.
[01:06:15.089 --> 01:06:18.031]  He's been persecuting journalists and churches.
[01:06:19.092 --> 01:06:22.415]  And one journalist that we hadn't heard from in about a month has just re-emerged.
[01:06:22.495 --> 01:06:24.037]  That's Gonzalo Lira.
[01:06:24.397 --> 01:06:25.818]  Many people were worried for his life.
[01:06:25.878 --> 01:06:27.620]  He's back trying to escape Ukraine.
[01:06:27.640 --> 01:06:29.642]  I'll try to get as much of this in as possible before the break.
[01:06:30.202 --> 01:06:34.905]   Right now, I'm about to try to get out of Ukraine and seek political asylum in Hungary.
[01:06:35.165 --> 01:06:40.127]  This is Zelensky regime trying to have this man arrested or killed for telling the truth about what's going on in the war.
[01:06:40.527 --> 01:06:44.969]  Either I'll cross the border and make it to safety or I'll be disappeared by the Kiev regime.
[01:06:45.609 --> 01:06:47.510]  This is what's happened to me over the past three months.
[01:06:48.550 --> 01:06:56.954]  He got arrested for his YouTube videos because he was telling the truth about what's going on and, you know, Zelensky, the freedom lover, had him arrested.
[01:06:58.291 --> 01:07:12.637]  He shows the documents of the indictments, where they admit that he didn't commit any crimes against any property or person, but because he's reporting the news, they had to have him locked up.
[01:07:13.957 --> 01:07:26.782]  He says, that's Zelensky's Ukraine, that's what his thuggish regime cares about, the perception of democracy and the rule of law, so as to mask the sordid, corrupt reality.
[01:07:29.804 --> 01:07:35.085]  And of course, sitting behind it, cheering the whole thing on, is the American liberal.
[01:07:35.726 --> 01:07:42.888]  With its hands dripping in blood, the American liberal celebrates the tyranny in Ukraine.
[01:07:44.508 --> 01:07:51.670]  So a stunning thing has been discovered in California, and it's almost making no headlines.
[01:07:51.850 --> 01:07:56.992]  I'm actually still stunned as I monitor the news all day and all night, how this barely even makes a story.
[01:07:57.832 --> 01:08:06.461]   They had the Never-ending COVID coverage, the never-ending COVID death count, the red alerts, the... I mean, you saw it all.
[01:08:06.641 --> 01:08:19.654]  And then they find an underground biolab linked to the Chinese in California with COVID and mice that can carry it and spread it, and it barely even makes the news.
[01:08:20.114 --> 01:08:21.576]  Here's one news coverage of it.
[01:08:22.688 --> 01:08:30.274]  Again, secret biolab with COVID and bioengineered mice found in California barely makes the news.
[01:08:31.075 --> 01:08:42.044]  I don't know, you'd think they'd be more shocked, and the will to cover this would be a lot greater considering the COVID freakout, and yet it's barely a news story, but here's some of the latest.
[01:08:42.604 --> 01:08:46.588]  I've never experienced something like this in the last 26 years of my county career.
[01:08:47.008 --> 01:08:49.230]  So this is, I think, a very unique situation.
[01:08:50.416 --> 01:08:58.380]  A lab operating in Readley has been shut down after an investigation found it was filled with hazardous materials, chemicals and medical waste.
[01:08:58.941 --> 01:09:05.684]  The lab was discovered last year after a simple violation opened the door to something authorities say was much more disturbing.
[01:09:06.065 --> 01:09:08.606]  A facility operating unlicensed and unpermitted.
[01:09:08.826 --> 01:09:17.192]  Action News reporter Brianna Willis joins us in the studio tonight with the timeline of the investigation and more on what authorities say they discovered inside.
[01:09:17.332 --> 01:09:17.732]  Brianna?
[01:09:18.372 --> 01:09:29.560]  Margot Warren, the legal action started in March of this year when the Fresno County Department of Public Health worked with the city of Readley to get a court-issued warrant to inspect a property in Readley.
[01:09:29.960 --> 01:09:42.233]  Through the process, health officials say they found the company, Presidio Biotech and Universal Meditech, had refrigerators filled with chemicals, human blood, illegal COVID and pregnancy tests, and just under 1,000 mice.
[01:09:42.613 --> 01:09:50.502]  But as of earlier this month, all of those materials have been properly disposed of by health officials, and those I spoke with say this is something they've never seen before.
[01:09:52.594 --> 01:09:59.300]  It all started back in December 2022 with this green garden hose running through this property in the city of Readley.
[01:09:59.580 --> 01:10:15.494]  Our code enforcement officer really paying attention, driving down the streets, sees something that looks out of place, stops, knocks on the door, and lo and behold, we discover folks who are storing things, operating in 850 I Street, unlicensed, unpermitted.
[01:10:15.774 --> 01:10:28.443]  By March of this year, court documents show Fresno County, in collaboration with the City of Wrigley, applied for a warrant to inspect the property after inspectors found reasons to believe it did not meet health and safety standards.
[01:10:29.104 --> 01:10:34.288]  They later applied for a warrant to abate conditions on the property that were deemed a public nuisance.
[01:10:34.808 --> 01:10:42.634]  Joe Prado with the Fresno County Department of Public Health says, through those orders, they found Prestige Biotech and Universal Meditech Biotech Inc.
[01:10:42.934 --> 01:10:45.056]  have biological agents at the facility.
[01:10:45.549 --> 01:10:48.772]  Is that there was some laboratory mice on site at this location.
[01:10:49.412 --> 01:10:59.501]  What we heard from the business owner that they were doing some type of testing with those mice to see whether or not their COVID test kits were actually effective in detecting COVID.
[01:10:59.701 --> 01:11:05.186]  So that was one example of what they shared and what the purpose of the laboratory mice were being on site.
[01:11:05.566 --> 01:11:22.899]  In addition to the 951 mice that were either dead or in distress, a state medical waste investigation shows refrigerators and freezers with blood in containers labeled as serum or plasma and found Prestige Biotech is not registered with the department as a medical waste generator.
[01:11:23.559 --> 01:11:26.661]  Court documents also show 20 potentially infectious to hepatitis.
[01:11:26.741 --> 01:11:29.422]  And city sta lab told them they are mak COVID-19 test.
[01:11:29.262 --> 01:11:34.362]   to hepatitis and city sta lab told them they are ma
[01:11:34.362 --> 01:11:40.242]   19 test. Readley City man says they learned the comp
[01:11:40.242 --> 01:11:45.641]   in Fresno. Our understand was in Fresno, that there
[01:11:45.641 --> 01:11:50.742]   them and for an interim m happened to be really tha
[01:11:50.742 --> 01:11:52.742]  storage and interim operation.
[01:11:53.304 --> 01:11:56.428]  Through the abatement warrant approvals, officials have stopped the lab.
[01:11:57.156 --> 01:12:03.219]  On July 7th of this year, we were able to abate all the biological agents at that particular site.
[01:12:03.499 --> 01:12:17.125]  Both Ziva and Prado say the virus gets out of a lab, people get sick, and the mainstream media tells you you have to abandon all your freedoms, live in total fear, and COVID is your new daddy, and so America is suspended because COVID.
[01:12:17.981 --> 01:12:19.442]  But they don't want to know the source of it.
[01:12:19.582 --> 01:12:21.382]  They don't want to get down to the bottom of it.
[01:12:21.742 --> 01:12:24.383]  They don't want to know who created it, why it was created, who funded it.
[01:12:25.104 --> 01:12:34.707]  And then they find this lab in California with COVID and mice engineered to contract it and spread it, and they don't want to say anything about that either.
[01:12:34.987 --> 01:12:39.649]  But you know if there's a COVID outbreak, they're going to tell you, hey, you need to lock down and we're taking over again.
[01:12:40.950 --> 01:12:42.070]  And they're trying to do that, by the way.
[01:12:42.090 --> 01:12:43.971]  They're saying there's a COVID wave happening right now.
[01:12:45.410 --> 01:12:47.331]  So they're already spreading the propaganda.
[01:12:47.631 --> 01:12:49.012]  But don't talk about that lab!
[01:12:50.492 --> 01:12:51.633]  Just live in fear of the virus.
[01:12:54.414 --> 01:12:56.255]  This government tyranny knows no bounds.
