[00:00:03.253 --> 00:00:05.115]  We're live!
[01:26:53.878 --> 01:26:55.380]  That's conceptual thinking.
[01:26:56.127 --> 01:27:02.453]  And if we can achieve this, then the image of the future can fundamentally change for everybody on the planetary level.
[01:27:02.453 --> 01:27:04.275]  That's our task globally.
[01:27:04.275 --> 01:27:14.485]  But to do this, we need to restore the alternative illiberal conceptual centers without which it's impossible to build managerial institutions and set goals.
[01:27:14.485 --> 01:27:17.408]  And I want to remind you that when Putin and Trump met in Helsinki,
[01:27:18.314 --> 01:27:19.015]  Okay?
[01:27:19.015 --> 01:27:27.122]  Putin suggested to Donald Trump, and Trump went along with him initially, that they were to get together and create a think tank.
[01:27:27.122 --> 01:27:27.662]  Okay?
[01:27:27.662 --> 01:27:30.725]  Economic institution.
[01:27:30.725 --> 01:27:35.029]  In Russia, not in the United States, because Putin explained to Trump you couldn't do it in the States, they would sabotage it.
[01:27:35.635 --> 01:27:46.500]  Where the two nations with experts from the United States, okay, who understand the physical economy, there are lots of great American economists who are not liberal thinkers.
[01:27:46.500 --> 01:27:48.901]  Liberal meaning living at the expense of somebody else.
[01:27:48.901 --> 01:27:49.982]  Hold on, this is too powerful.
[01:27:49.982 --> 01:27:53.784]  We're going to break and I'm going to give you the floor when we come back, but I saw that when that happened.
[01:27:53.784 --> 01:28:02.328]  And I don't want to use a crude thing, but Russia was literally offering to get in bed with us and give us all the resources, you know, nobody has what Russia has.
[01:28:02.328 --> 01:28:04.209]  If they could be at a level playing field,
[01:28:05.149 --> 01:28:08.993]  With us, and that was what General Flynn told Trump was a great idea.
[01:28:08.993 --> 01:28:12.055]  Why would we not want to be partners with Russia and all the resources and their people?
[01:28:12.055 --> 01:28:14.317]  We could do anything, but the system got so scared.
[01:28:14.317 --> 01:28:15.218]  Remember those meetings?
[01:28:15.218 --> 01:28:17.060]  They're like, look, he's talking to Putin.
[01:28:17.060 --> 01:28:17.941]  Trump's with Putin.
[01:28:17.941 --> 01:28:19.762]  Oh my God, they're alone together.
[01:28:19.762 --> 01:28:22.965]  We can't let him do it because it makes so much sense.
[01:28:22.965 --> 01:28:24.266]  And instead, Trump's removed.
[01:28:24.266 --> 01:28:24.907]  There's a coup.
[01:28:24.907 --> 01:28:26.668]  Then the war starts with Russia.
[01:28:27.589 --> 01:28:28.870]  Daniel Esselin's our guest.
[01:28:28.870 --> 01:28:30.170]  We'll talk about his books and everything else.
[01:28:30.170 --> 01:28:32.511]  Go to his website, danielesselin.com.
[01:28:32.511 --> 01:28:35.072]  Twitter, Daniel Esselin.
[01:28:35.072 --> 01:28:36.013]  So definitely go there.
[01:28:36.013 --> 01:28:37.593]  On Twitter, Esselin Daniel.
[01:28:37.593 --> 01:28:39.854]  On Twitter, it's reversed, Esselin Daniel.
[01:28:39.854 --> 01:28:41.935]  And his website's danielesselin.com.
[01:28:41.935 --> 01:28:43.056]  We'll be right back.
[01:28:43.056 --> 01:28:44.556]  This is so important.
[01:28:44.556 --> 01:28:46.457]  This guy knows what he's talking about.
[01:28:46.457 --> 01:28:47.457]  But the globalists are failing.
[01:28:47.457 --> 01:28:49.458]  Their system's collapsing.
[01:28:49.458 --> 01:28:50.959]  So then what comes out of this?
[01:28:50.959 --> 01:28:52.960]  We've got to debate and discuss that now.
[01:28:52.960 --> 01:28:53.320]  Stay with us.
[01:29:00.663 --> 01:29:07.007]  Two of our best-selling nootropics, or brain boosters, are now back in stock at InfoWarsTore.com.
[01:29:07.007 --> 01:29:12.030]  And for a limited time, they're 50% off when you get them together, or 40% off when you get them individually.
[01:29:12.030 --> 01:29:14.692]  Brain Force Plus and Brain Force Ultra.
[01:29:14.692 --> 01:29:16.393]  Two separate formulas.
[01:29:16.393 --> 01:29:18.735]  They both give you good, clean energy without the crash.
[01:29:19.355 --> 01:29:24.958]  One is a four to six hour good base of clean energy, again with no hangover or letdown.
[01:29:24.958 --> 01:29:30.541]  And the other is a very special proprietary formula, that's Brain Force Ultra, that hits really, really quick.
[01:29:30.541 --> 01:29:31.001]  And I love it.
[01:29:31.001 --> 01:29:32.462]  It wears off in two to three hours.
[01:29:32.462 --> 01:29:36.444]  So if I've got to work at night, but don't want to stay up all night, I can take it and stay nine o'clock at night.
[01:29:36.444 --> 01:29:39.826]  Got to stay up till midnight working, doing a radio interview or something, and boom!
[01:29:40.946 --> 01:29:41.206]  Thank you.
[01:29:58.638 --> 01:30:07.527]  Two amazing nootropics, that means brain power, are back in stock at InfoWarsTour.com, and they're both 50% off.
[01:30:07.527 --> 01:30:11.752]  We haven't offered these for 50% off since last Christmas.
[01:30:11.752 --> 01:30:15.776]  These are amazing products, and for those of you on the fence, I want you to try them.
[01:30:15.776 --> 01:30:18.739]  Brain Force Ultra hits in 15 minutes, only lasts 3 hours.
[01:30:19.420 --> 01:30:19.781]  We're good
[01:30:35.043 --> 01:30:35.604]  We're good to go.
[01:30:59.813 --> 01:31:02.936]  I talk a lot about the great successes InfoWars has had.
[01:31:02.936 --> 01:31:05.238]  I don't think anybody can deny it.
[01:31:05.238 --> 01:31:09.182]  And it is because of listeners and viewers supporting us.
[01:31:09.182 --> 01:31:18.110]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[01:31:18.110 --> 01:31:25.897]  And when you look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
[01:31:26.917 --> 01:31:30.580]  So for myself and the whole InfoWars crew, I thank you for your past support.
[01:31:30.580 --> 01:31:36.344]  I want to encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[01:31:36.344 --> 01:31:39.386]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it.
[01:31:39.386 --> 01:31:47.632]  But most viewers and listeners never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life, while at the same time keeping us on air.
[01:31:48.312 --> 01:31:52.614]  I know that less than 1% of our listeners actually go buy products in floristore.com.
[01:31:52.614 --> 01:31:57.557]  If just 1% more of you took action and went to floristore.com, our funding problems will be over.
[01:31:57.557 --> 01:31:58.558]  Please take action now.
[01:31:58.558 --> 01:32:04.261]  Hydrofluorosilicic acid is the third most deadly acid on earth.
[01:32:04.261 --> 01:32:06.942]  And they've got our children drinking that.
[01:32:06.942 --> 01:32:09.563]  This is a psychotic death cult.
[01:32:09.563 --> 01:32:10.304]  Period.
[01:32:10.304 --> 01:32:11.404]  Case closed.
[01:32:11.404 --> 01:32:12.505]  Out to get you and your family.
[01:32:12.765 --> 01:32:17.752]  We sell the Alexa Pure Breeze made by the My Patron Supply Ready Hour Group.
[01:32:17.752 --> 01:32:21.037]  It's been around about 15 years, became the biggest company in the last six.
[01:32:21.037 --> 01:32:28.608]  They went out, hired engineers, reverse engineered the fancy best water filter system out there that sells for twice the price, and they made it as good
[01:32:29.409 --> 01:32:33.790]  In all the studies, it reduces things to non-detectable levels, thousands of chemicals.
[01:32:33.790 --> 01:32:35.331]  But you can go pay two or three times.
[01:32:35.331 --> 01:32:38.132]  There's four or five other filters out there that are just as good.
[01:32:38.132 --> 01:32:43.353]  We sell the very best, highest-grade water filtration system for half the price of the leading competitor.
[01:32:43.353 --> 01:32:48.835]  And the media says we're bad and a cult for telling you you should filter your water.
[01:32:48.835 --> 01:32:50.476]  You should also filter your shower water.
[01:32:50.476 --> 01:32:52.056]  That's another way you absorb this crap.
[01:32:52.056 --> 01:32:53.596]  But I'm done talking about that.
[01:32:53.596 --> 01:32:56.177]  The point is, you can get the filters at InfoWareStore.com.
[01:32:56.177 --> 01:32:57.358]  They're discounted right now.
[01:32:57.358 --> 01:32:58.098]  Finally back in stock.
[01:33:00.160 --> 01:33:06.078]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[01:33:22.213 --> 01:33:24.814]  Waging war on corruption.
[01:33:24.814 --> 01:33:26.295]  It's Alex Jones.
[01:33:26.295 --> 01:33:31.757]  So, when I was interviewing Daniel Esselin 20 years ago, he would get frustrated with me.
[01:33:31.757 --> 01:33:33.658]  He's a nice guy, really smart guy.
[01:33:33.658 --> 01:33:35.438]  But he would just be trying to talk and I'd interrupt him.
[01:33:35.438 --> 01:33:38.139]  So I did pretty good last segment, only interrupting a few times.
[01:33:38.139 --> 01:33:39.820]  Because he's laying out what's going on.
[01:33:41.138 --> 01:33:47.103]  And now I have his own frustration because I've done so much research, you know, I've been doing this for almost 30 years.
[01:33:47.103 --> 01:33:48.765]  He's been doing it even longer.
[01:33:48.765 --> 01:33:50.346]  He's a little older than I am.
[01:33:50.346 --> 01:33:58.653]  And it's so frustrating when you know you're right and you have their own documents and you want to stop this and fix it and people won't listen.
[01:33:58.653 --> 01:34:00.695]  So when I get excited, listen to this guy.
[01:34:00.695 --> 01:34:07.521]  He literally in his books, in the interviews, everything he did 20 years ago, 15 years ago, 10 years ago, laid it all out.
[01:34:08.516 --> 01:34:15.320]  The transhumanism, what the leftist weird model would do, how when it died it would cause this big cataclysm.
[01:34:15.320 --> 01:34:17.322]  We're now there at the deathbed.
[01:34:17.322 --> 01:34:23.286]  Like he said earlier, when I talked to him 15 years ago, you know, 20 years ago, it had a sore throat at the doctor.
[01:34:23.286 --> 01:34:26.127]  It's on its frickin' deathbed right now.
[01:34:26.127 --> 01:34:29.970]  And so, this gives me chills, because I've got four children.
[01:34:29.970 --> 01:34:31.591]  One of them is six years old.
[01:34:31.591 --> 01:34:34.833]  And I look at an elite that are so delusional they can't see what's happening.
[01:34:34.833 --> 01:34:35.554]  But the good news is,
[01:34:36.624 --> 01:34:38.806]  Daniel's a really smart intellectual.
[01:34:38.806 --> 01:34:42.009]  He was able to meet with these people because they were listening.
[01:34:42.009 --> 01:34:46.033]  Some of the dissenters in Bilderberg that actually thought, no, these people are nuts.
[01:34:46.033 --> 01:34:47.434]  They don't see what's happening.
