[00:00:00.209 --> 00:00:02.813]  What I do is I wait and I watch.
[01:04:35.813 --> 01:04:50.475]   And based on this idea of like what I was saying before about the multidimensional nature to our consciousness, What they are attempting to do is they are attempting to use the cymatic frequency of Saturn, almost like a metaphysical prison wall.
[01:04:51.064 --> 01:04:58.109]  To confine our minds, to confine our souls, and in one way or another affect the frequency of planet Earth.
[01:04:58.509 --> 01:05:06.755]  Because as we are all tuned into the Saturnian frequency, we are actually feeding the Saturnian frequency with our hearts and with our minds.
[01:05:06.815 --> 01:05:16.782]  And if these people that worship Saturn are the ones in control of the legal system, they're the ones that are creating all this parasitism, dominance, war, predation, chaos, famine, disease, etc.
[01:05:17.763 --> 01:05:30.754]  Then they believe, these Satanists or Saturnists, these Saturnists, they believe that all of that pain, chaos, death, suffering, disease, famine, all of that is going to Saturn.
[01:05:31.214 --> 01:05:33.276]  It's all going to feed Satan.
[01:05:33.956 --> 01:05:34.317]  Okay?
[01:05:34.637 --> 01:05:36.899]  That it is a sacrifice to Satan.
[01:05:37.832 --> 01:05:40.953]  And same thing with the testimony of Zachary King.
[01:05:41.133 --> 01:05:42.573]  And let's go forward with this.
[01:05:42.614 --> 01:05:47.815]  The Romans worshipped Saturn and a bunch of other gods, but that was their basic Satan cult.
[01:05:48.575 --> 01:05:57.138]  And if you study what the globalists think today, they believe the planets, especially the gas giants, are interdimensional portals to which they send the energy.
[01:05:57.178 --> 01:06:01.259]  So they see Saturn not just as a god, but as a jump point.
[01:06:03.240 --> 01:06:03.620]  Yes.
[01:06:04.100 --> 01:06:17.487]  So all of these planets are in one way or another cymatic vortexes of energy that are creating a field around them that is creating a very specific pattern, a cymatic pattern in space and time.
[01:06:17.967 --> 01:06:23.890]  So basically the planets are like different keys on a piano and they're just hitting the Satan panel constantly.
[01:06:24.510 --> 01:06:25.291]  Boop, boop, boop.
[01:06:25.311 --> 01:06:26.311]  They're just hitting that tone.
[01:06:26.331 --> 01:06:26.651]  Yes.
[01:06:28.132 --> 01:06:28.532]  Correct.
[01:06:28.572 --> 01:06:29.813]  And it's a very low frequency.
[01:06:31.554 --> 01:06:31.954]  Tone!
[01:06:32.194 --> 01:06:33.835]  It's a very low frequency tone.
[01:06:34.175 --> 01:06:41.237]  Now Jupiter, Jupiter is a very high frequency and it's actually completely the opposite of Saturn.
[01:06:41.577 --> 01:06:54.080]  Saturn is Kronos, Kronos eats his children and Jupiter is Zeus and Zeus helped to basically rally the gods to defeat Saturn, to defeat Kronos.
[01:06:54.855 --> 01:07:03.423]  Okay, so when we look at ancient mythology, we can actually find that they understood this interdimensional stuff quite well.
[01:07:04.203 --> 01:07:21.976]   And when we get into this notion of like cymatic frequencies and the downloading of information into the planet, and this information encoding the electromagnetic field of the planet itself with With data that we can then branch to in space and time, otherwise we wouldn't be able to create reality.
[01:07:21.996 --> 01:07:37.883]  So, it's almost like the Earth is like a massive supercomputer, a massive supercomputer of sorts, that is downloading massive amounts of information that we can then use and channel through our bodies to create specific realities within that space-time paradigm.
[01:07:38.311 --> 01:07:39.432]  What is the sun in this?
[01:07:39.452 --> 01:07:42.693]  Because again, Earth is the third planet out, symbolizing third dimension.
[01:07:43.373 --> 01:07:46.695]  You've got Venus, you know, second dimension, the most base of life.
[01:07:47.255 --> 01:07:49.836]  Then you've got Mercury that's actually just the matter.
[01:07:50.376 --> 01:07:51.957]  What does the sun symbolize?
[01:07:54.318 --> 01:07:58.060]  Well, in my opinion, the sun symbolizes the love of God.
[01:07:58.080 --> 01:08:07.004]  Almost like the great... That's right, we don't worship the sun, but it's a symbol of God giving us energy and warmth and light.
[01:08:08.573 --> 01:08:09.533]  Yes, exactly.
[01:08:10.434 --> 01:08:09.533]  100%.
[01:08:10.474 --> 01:08:11.474]  And what does it say in the Bible?
[01:08:11.494 --> 01:08:15.376]  You know, that God shines the sunlight on the wicked and the just alike.
[01:08:16.737 --> 01:08:20.479]  Well, the first thing God says is he looks at the darkness and he says, let there be light.
[01:08:21.299 --> 01:08:22.119]  Let there be light.
[01:08:23.260 --> 01:08:23.540]  Yes.
[01:08:24.781 --> 01:08:46.157]   So if we look at each of these buildings that are built on these ley lines, as though they have a satanic pentagram over them, And that within the satanic pentagram is massive amounts of energy from the earth being drained into like a low frequency portal and then they are sending that energy over to Saturn.
[01:08:46.578 --> 01:08:53.242]  In this way they are hijacking the destiny not just of every man, woman and child on the planet and future generations.
[01:08:53.542 --> 01:09:14.380]  They're hijacking the very destiny of the planet, and it's almost like the collective mind of humanity and the planet itself are basically being drained of their energy, being drained of their soul, and it's by this vampiric force within our solar system that is Saturn, that is this mythological being that eats its children.
[01:09:14.800 --> 01:09:18.844]  This is why these globalists do these sick and heinous rituals.
[01:09:19.424 --> 01:09:33.970]  I mean, and we could get into things like, you know, the way that they do things like sex magic and demonic and things how that, you know, relates to the creation of certain leaders and figures, whether it be in politics or entertainment or banking or corporations, etc.
[01:09:34.291 --> 01:09:41.514]  We could get into things like, you know, blood drinking and child and human sacrifice and how that's been going on throughout the ages for centuries.
[01:09:42.294 --> 01:09:43.054]  Let's do that.
[01:09:43.334 --> 01:09:59.337]   And you mentioned Belgium and the Netherlands in the Late 80s, early 90s, they had a giant scandal with top judges, the head of the federal police, all of them, with children in cages, hundreds of dead bodies that they found, children being murdered, their blood being drunk.
[01:09:59.497 --> 01:10:00.699]  That came out in the news.
[01:10:01.259 --> 01:10:04.543]  You know, Jimmy Savelle, murdering children, dead bodies, Prince Charles.
[01:10:04.983 --> 01:10:05.964]  This is all there.
[01:10:06.184 --> 01:10:07.526]  Folks, this is really going on.
[01:10:07.826 --> 01:10:11.309]   So you get the archetypes of Dracula and all of this.
[01:10:11.389 --> 01:10:12.929]  And then what does Prince Charles say?
[01:10:12.949 --> 01:10:14.910]  He says, I am the original bloodline of Dracula.
[01:10:15.270 --> 01:10:18.711]  He is the founder of the Saxe-Coburg Gothas.
[01:10:19.352 --> 01:10:22.853]  And he actually lives half the year at Dracula's castle.
[01:10:23.911 --> 01:10:24.651]  In Transylvania.
[01:10:25.091 --> 01:10:27.732]  Folks, they couldn't put out official books.
[01:10:28.332 --> 01:10:32.733]  Bram Stoker, you know, 150 years ago, he'd have been arrested if he said all that stuff.
[01:10:32.953 --> 01:10:34.353]  So they put it in a fiction book.
[01:10:34.813 --> 01:10:49.136]  And whereas Prince Charles doesn't live forever, the entities or the interdimensional spirits that are programming and using those bloodlines are literally avatar-ing, like the movie Avatar, through their bodies, and the same entity is handed down generation to generation.
[01:10:49.516 --> 01:10:50.616]  And that's why it's Skull and Bones.
[01:10:51.576 --> 01:10:53.157]  We know this from their annals that got leaked.
[01:10:53.177 --> 01:10:54.378]  Charlotte Isserby's dad was there.
[01:10:54.398 --> 01:10:55.499]  She gave it to Anthony Sutton.
[01:10:55.519 --> 01:10:57.080]  This is the Senate Archivist.
[01:10:57.100 --> 01:10:58.541]  This is on record when the 70s came out.
[01:10:58.942 --> 01:11:04.866]  They lay in coffins for days asking these angels from the different planets to enter them.
[01:11:05.326 --> 01:11:06.547]  They bathe in feces.
[01:11:06.607 --> 01:11:07.408]  They drink blood.
[01:11:07.468 --> 01:11:08.429]  They do all this stuff.
[01:11:08.449 --> 01:11:09.449]  They dig up dead bodies.
[01:11:09.709 --> 01:11:11.291]  And this is just 20 year olds doing this.
[01:11:12.031 --> 01:11:14.233]  That's how the parents get their kids ready for what comes next.
[01:11:14.513 --> 01:11:22.879]   And they're doing this to To resonate with the darkness and to push the Holy Spirit energy away so they can be a clear transmission zone for this.
[01:11:24.920 --> 01:11:25.461]  Correct.
