[00:00:00.169 --> 00:00:01.209]  They want ugliness.
[01:10:59.770 --> 01:11:00.570]  I'm going to leave it at that.
[01:11:01.651 --> 01:11:03.452]  And we'll probably get him on here very, very soon.
[01:11:03.472 --> 01:11:05.453]  But he's getting ready to make some big moves.
[01:11:05.994 --> 01:11:07.754]  But this is outrageous and disgusting.
[01:11:08.875 --> 01:11:18.647]   Now we go now to Jim Hoff, the founder of Gateway Pundit, that I can say is the most prolific Patriot populist organization in the world.
[01:11:19.107 --> 01:11:20.769]  Without them we'd be up the creek without a paddle.
[01:11:20.809 --> 01:11:25.593]  I know their deep research in January 6th has been critical to Tucker Carlson's in-depth research.
[01:11:25.973 --> 01:11:27.435]  So I want to just cover the waterfront here.
[01:11:27.635 --> 01:11:29.136]  A. James O'Keefe and Veritas.
[01:11:29.557 --> 01:11:30.558]  How serious this is.
[01:11:31.078 --> 01:11:32.920]  Your view on that as this is just now breaking.
[01:11:33.380 --> 01:11:35.622]  One of our great colleagues, one of our peers here.
[01:11:36.323 --> 01:11:39.305]  I wish we had more peers, but we don't.
[01:11:39.325 --> 01:11:41.627]  A lot of great people, but nobody's reached this level.
[01:11:41.667 --> 01:11:43.168]  And that's not bragging.
[01:11:43.228 --> 01:11:44.790]  It means we're under attack, ladies and gentlemen.
[01:11:44.810 --> 01:11:45.410]  We need your support.
[01:11:45.430 --> 01:11:47.031]  We're under globalist bombardment.
[01:11:47.712 --> 01:11:48.753]  Because we are the most effective.
[01:11:49.413 --> 01:11:51.795]  And then I want to obviously get into the big January 6th developments.
[01:11:52.255 --> 01:12:00.041]  Tucker Carlson, we now learn, has been given the January 6th footage, or is being allowed to go through it, by McCarthy.
[01:12:00.121 --> 01:12:01.862]  I know he's hot on the trail.
[01:12:01.963 --> 01:12:08.865]   I've got a lot of inside baseball on what's happening in the January 6 trial the proud boys. I know hoff is all over it
[01:12:08.865 --> 01:12:14.044]   as well. It has the same sources CIA operatives CIA sex operatives
[01:12:14.044 --> 01:12:20.425]   It looks like just incredible information. So Jim Hoff the gateway punta calm. Thanks for being here, sir
[01:12:20.425 --> 01:12:27.185]   Please go ahead and give us your views on Veritas on January 6 information coming on and so much more
[01:12:27.185 --> 01:12:31.885]   Good morning Alex great to be with you and the info wars crowd
[01:12:32.225 --> 01:12:36.025]  I think this news about James O'Keefe is tragic.
[01:12:36.167 --> 01:12:43.490]  I don't know how Project Veritas is going to have the same feel, is going to be able to put out the same products.
[01:12:43.730 --> 01:12:49.913]  The excellence in reporting that they've had without James O'Keefe, I think they might be fooling themselves.
[01:12:50.433 --> 01:12:56.656]  I'm really looking forward to what you just teased, and that is James may have an announcement on his future.
[01:12:56.676 --> 01:12:59.217]  I don't think James O'Keefe is going away.
[01:13:00.547 --> 01:13:08.892]  And what he has done to help expose so much in this country, the guy deserves a medal.
[01:13:09.532 --> 01:13:20.237]  Instead, we have Joe Biden giving medals to people like Ruby and Shay from Georgia, election workers there, and different people.
[01:13:20.357 --> 01:13:23.719]  And yet James O'Keefe is the one who really is saving this country, so.
[01:13:24.572 --> 01:13:27.075]  Uh, you know, I totally support James.
[01:13:27.115 --> 01:13:30.560]  I've known him for, you know, a dozen years, like you.
[01:13:30.580 --> 01:13:32.442]  I think he's phenomenal.
[01:13:32.722 --> 01:13:37.007]  And, um, I look forward to more, um, more work by James O'Keefe.
[01:13:37.508 --> 01:13:43.856]  And as far as Project Veritas, uh, I don't know how they fill that huge hole that James will leave behind.
[01:13:45.287 --> 01:13:46.447]  Well, the evidence is overwhelming.
[01:13:46.467 --> 01:13:50.549]  The FBI was putting pressure on the board, threats of indictments, and now they've choked.
[01:13:51.389 --> 01:13:54.230]  I know O'Keefe, again, deserves a medal not to be indicted.
[01:13:54.250 --> 01:13:59.292]  They've already tried to arrest him and indict him one other time, supposedly for wiretapping, which wasn't true.
[01:14:00.212 --> 01:14:05.494]  Now, getting into January 6th, nobody's been on this like Gateway Pundit other than Tucker Carlson.
[01:14:06.534 --> 01:14:07.615]  We've obviously been very close to them.
[01:14:07.635 --> 01:14:08.615]  They've been trying to put me in jail.
[01:14:08.635 --> 01:14:13.777]  They're trying to put two of my crew members in jail for just being outside the Capitol as well.
[01:14:15.318 --> 01:14:19.361]  I know you've got some of the same sources, but man, this Proud Boys trial, so much is coming out.
[01:14:19.682 --> 01:14:24.746]  You wrote a great report, the 15 points that prove it was an inside false flag operation.
[01:14:26.148 --> 01:14:33.154]  Give us a little prelude on what you're working on and what you make of this development that Trucker Carlson is being given access to the 42,000 hours of footage.
[01:14:35.816 --> 01:14:38.560]  Well, I'm glad that it's coming out.
[01:14:38.740 --> 01:14:47.432]  Over the weekend we saw a couple of reports that Kevin McCarthy was going to renege on what he had promised and I'm glad that that isn't the case.
[01:14:48.052 --> 01:14:50.536]  And so I'm very excited to hear.
[01:14:51.352 --> 01:14:56.414]  Uh, and to see some of this footage, uh, I suspect that McCarthy will release it publicly.
[01:14:56.434 --> 01:15:00.255]  Uh, I believe that he has the duty to do that.
[01:15:00.615 --> 01:15:07.898]  And, um, I know that Gateway Pundit, we will be looking forward to finding and scouring through all of that footage.
[01:15:08.458 --> 01:15:11.259]  I think Alex and I, I know that you'll agree with this.
[01:15:11.279 --> 01:15:17.721]  And that is that the more that we look at January 6th and by the way, I was sitting on.
[01:15:18.342 --> 01:15:26.687]  With an arm's reach from you on January 6th at the Ellipse before people marched over to the U.S.
[01:15:26.747 --> 01:15:27.267]  Capitol.
[01:15:28.548 --> 01:15:30.709]  And I'd never seen a larger crowd in my life.
[01:15:30.929 --> 01:15:34.611]  There was a million people there at least I would estimate.
[01:15:35.212 --> 01:15:37.013]  It went as far as I could see.
[01:15:37.566 --> 01:15:40.168]  Everyone was peaceful, like every Trump rally.
[01:15:40.648 --> 01:15:41.809]  Everyone was peaceful.
[01:15:42.729 --> 01:15:44.150]  We were very hopeful that day.
[01:15:44.230 --> 01:15:46.832]  Unfortunately, it did not turn out the way that we had planned.
[01:15:46.852 --> 01:15:52.435]  It did not turn out the way that Mike Pence had promised us, just within 48 hours beforehand.
[01:15:53.476 --> 01:15:55.477]  And so we saw what happened later on.
[01:15:55.577 --> 01:16:05.403]  But you know, Alex, the more we look into this, the more people we talk to, it appears that this was a planned, organized, coordinated event.
[01:16:06.021 --> 01:16:08.082]  To attack the American people.
[01:16:08.523 --> 01:16:22.652]  And the violence was started by the police who started firing rubber bullets and then firing off these gas canisters into the crowd.
[01:16:23.632 --> 01:16:28.275]  We now have footage that we're going to be putting up of one of these canisters.
[01:16:28.716 --> 01:16:30.377]  People are getting a little more bold now.
[01:16:30.497 --> 01:16:31.678]  They're sending us some stuff.
[01:16:32.118 --> 01:16:33.899]  A canister exploding right on somebody's face.
[01:16:34.178 --> 01:16:36.359]  You know, right next to him.
[01:16:36.639 --> 01:16:41.462]  So... That's right, a lot of the victims of January 6th have been afraid to speak out because of the persecution.
[01:16:41.822 --> 01:16:45.384]  And look at how the January 6th Commission came out and tried to seal it for 20 plus years.
[01:16:45.444 --> 01:16:55.890]  They've got to be really concerned right now because just the footage you and others dug up shows raps not just calling for an attack, but helping ram signs over the police and into the structure.
[01:16:55.950 --> 01:16:58.292]  So they have got to be really concerned right now.
[01:16:59.542 --> 01:17:01.623]  I think you're absolutely right, Alex.
[01:17:01.843 --> 01:17:02.683]  They should be scared.
[01:17:02.723 --> 01:17:07.785]  And Liz Cheney is probably the one who's most upset because the truth is going to come out.
[01:17:08.406 --> 01:17:11.227]  And again, like I was saying, this was all premeditated.
[01:17:11.267 --> 01:17:13.468]  This was a coordinated attack on the American people.
[01:17:13.848 --> 01:17:14.928]  We have the evidence now.
[01:17:14.948 --> 01:17:16.829]  We're going to see more evidence coming forward.
[01:17:17.289 --> 01:17:43.299]   You know, we posted something last week on that Proud Boy trial that's going on and how Tarrio, the leader of the Proud Boys, was approached by this woman who says that, she says now that this FBI trained, FBI CIA trained agent had told her to send this footage to Tarrio and make sure that he got it.
[01:17:43.419 --> 01:17:51.785]  Well, she sent it to him and now we know that this guy was working, I believe as a fed, certainly was trained as a fed that he admits to.
[01:17:53.286 --> 01:17:56.848]  And so this is, again, another setup before that day.
[01:17:57.308 --> 01:18:00.550]  It's really horrible, Alex, to see that this is what our government has been doing.
[01:18:00.910 --> 01:18:08.134]  I know you've been shouting this from the rooftops for years, but now we're really seeing this government was attacking its own people.
[01:18:08.554 --> 01:18:14.397]  And the disgrace is that these gentlemen and women who go to trial in D.C.
[01:18:14.797 --> 01:18:18.239]  who were there that day, they're getting the book thrown at them.
[01:18:19.103 --> 01:18:22.504]  For things like walking inside the Capitol.
[01:18:22.944 --> 01:18:27.086]  And I know you and the fact that you were outside that day.
[01:18:27.486 --> 01:18:28.286]  You didn't even go in.
[01:18:28.326 --> 01:18:32.548]  You were telling people to be calm and yet here they come and harass you and your staff.
[01:18:33.028 --> 01:18:34.968]  It's really horrible what we witnessed.
[01:18:35.108 --> 01:18:38.229]  And Ray Epps has never... We can turn it around.
[01:18:38.249 --> 01:18:38.630]  That's right.
[01:18:38.670 --> 01:18:42.691]  Ray Epps testified to the committee that he, quote, orchestrated it.
[01:18:43.610 --> 01:18:46.676]  But he's not been arrested like Owen Schroyer and Sam Montoya.
[01:18:46.796 --> 01:18:50.343]  Let's come back and talk more about this with the one and only Jim Hoffman, TheGatewayPundit.com.
[01:18:51.227 --> 01:18:55.008]  All right, Jim Hoft is our guest, ladies and gentlemen.
[01:18:55.428 --> 01:19:00.429]  TheGatewayPundit.com, another big guest coming up next hour, your phone calls and more.
[01:19:00.549 --> 01:19:11.651]  He wrote an excellent article, a boil-down at TheGatewayPundit.com, TheGatewayPundit.com, 15 facts on the dozens of federal operatives who infiltrated the Trump crowds on January 6th in the U.S.
[01:19:11.671 --> 01:19:12.071]  Capitol.
[01:19:12.551 --> 01:19:15.990]   And I've been told by people inside the trial, I'll leave it at that, the judge kicks everybody
[01:19:15.990 --> 01:19:20.871]   out, has these in-chamber meetings, also runs a white noise machine up at the, up at the,
[01:19:20.871 --> 01:19:25.810]   you know, judge's platform where you can't hear, and then tells the lawyers and people,
[01:19:25.810 --> 01:19:29.171]   you can't bring up the federal informants, you can't bring up the police with badges,
[01:19:29.171 --> 01:19:35.011]   you can't bring up the CIA people or the anti-terrorism teams that were there, you can't bring any
[01:19:35.011 --> 01:19:36.011]  of that up.
[01:19:36.011 --> 01:19:40.930]   But then they'll let information from informants come out by the prosecution, but not the informants,
[01:19:40.930 --> 01:19:45.850]   like the one that was driving the car that took Enrique Tarrio to the parking garage
[01:19:45.850 --> 01:19:48.011]  meeting with Stuart Rhodes and the Oath Keepers.
[01:19:48.416 --> 01:19:53.040]  That individual and others have testified in their reports that they saw no plans to attack the Capitol.
[01:19:53.240 --> 01:19:54.541]  But the judge is keeping that out.
[01:19:54.822 --> 01:19:58.325]  This is a rigged kangaroo trial, and it looks like D.C.
[01:19:58.385 --> 01:20:00.687]  is their special star chamber facility, Jim.
[01:20:02.674 --> 01:20:03.595]  Yeah, absolutely.
[01:20:04.015 --> 01:20:05.916]  It's heartbreaking to see that this is happening.
[01:20:05.956 --> 01:20:12.201]  There's no justice being served, and like you said, it's a kangaroo court, and these men are just like sheep to slaughter.
[01:20:12.481 --> 01:20:13.261]  It's disgusting.
[01:20:13.642 --> 01:20:20.326]  I don't know how these people sleep at night, these judges, these prosecutors, when they're destroying so many lives across the country.
[01:20:20.346 --> 01:20:21.687]  They just don't care.
[01:20:21.907 --> 01:20:23.948]  We're not dealing with very good people here, Alex.
[01:20:24.109 --> 01:20:25.389]  They're just not very good people.
[01:20:26.810 --> 01:20:27.331]  Gut level!
[01:20:28.354 --> 01:20:47.646]  What do you think happens, because already the footage we have is bombshell, when Tucker gets all the HD footage and the public gets it, we were talking during the break, you agree with me, just like Wikileaks, when they released 50,000 pages or 100,000 emails or 200,000 emails, there's no way one organization or one Matt Taibbi can take all the Twitter files.
