[00:00:01.229 --> 00:00:02.990]  Just-on-time deliveries.
[01:27:37.378 --> 01:27:49.954]  So they literally have a place in their law firm where they can try to convert political dirt into intelligence investigations, counterintelligence investigations, criminal investigations, and the like.
[01:27:49.954 --> 01:27:51.175]  And let's not forget all the Epstein cases.
[01:27:51.175 --> 01:27:52.196]  And it's up and running today.
[01:27:52.196 --> 01:27:53.358]  It's up and running today.
[01:27:53.678 --> 01:27:55.740]  And they have all the Epstein tapes too, but that's another thing.
[01:27:55.740 --> 01:28:01.265]  Do you have any hope in the Jim Jordan new committee when it comes to investigating the weaponization of government?
[01:28:01.265 --> 01:28:04.368]  Do you think that's going to be akin to maybe a church committee?
[01:28:04.368 --> 01:28:17.721]  Yeah, that's our objective, and the specific agreement we have with McCarthy is that that select committee will have the budget, resources, personnel, no less than the Democrats' January 6th committee.
[01:28:19.298 --> 01:28:19.818]  Well, what do you think?
[01:28:19.818 --> 01:28:21.840]  Do you think it'll work out?
[01:28:21.840 --> 01:28:30.328]  Look, it's hard to promise outcomes when we don't have the ability to throw handcuffs on anybody or put anybody in jail, right?
[01:28:30.328 --> 01:28:33.090]  All we can do is expose facts.
[01:28:33.090 --> 01:28:36.933]  And so it relies on other features of our system to kind of
[01:28:37.934 --> 01:28:40.597]  Go end to end on that accountability.
[01:28:40.597 --> 01:28:46.063]  And so I don't want to promise people like, yeah, you know, you're going to see Hunter Biden hauled off in cuffs.
[01:28:46.063 --> 01:28:51.449]  You're going to see the Joe Biden, University of Penn, like China money laundering stuff.
[01:28:51.449 --> 01:28:58.296]  And, you know, because that may be out there, but it may not result in precisely what people would hope.
[01:29:08.499 --> 01:29:10.881]  What if you had the plans to the Death Star?
[01:29:10.881 --> 01:29:14.163]  What if you knew the globalist operations that could stop it?
[01:29:14.163 --> 01:29:15.624]  Well, we've done the research.
[01:29:15.624 --> 01:29:18.306]  We've got the number one best-selling book in the country.
[01:29:18.306 --> 01:29:20.408]  Not just in politics, but period.
[01:29:20.408 --> 01:29:22.129]  It's the great reset in the world.
[01:29:22.129 --> 01:29:24.311]  And you get a signed copy of this, the last 1,400.
[01:29:24.311 --> 01:29:26.773]  Keep InfoWars on the air.
[01:29:26.773 --> 01:29:27.713]  Please take action.
[01:29:27.713 --> 01:29:29.835]  I want to thank you all for your past support.
[01:29:29.835 --> 01:29:35.179]  Get one of these signed copies and know you kept InfoWars on the air at the most critical juncture in our history.
[01:29:35.499 --> 01:29:39.463]  Again, 2023 is here, the last run of signed copies of the book.
[01:29:39.463 --> 01:29:43.848]  We also have unsigned copies as well, but signed copies are limited and are about to run out.
[01:29:43.848 --> 01:29:45.550]  Thank you for your support.
[01:29:45.550 --> 01:29:48.533]  Again, get yours at mfulworthstore.com.
[01:29:58.399 --> 01:30:01.981]  It's your last chance to own a piece of real history.
[01:30:01.981 --> 01:30:04.583]  Your support of Infowars has made history.
[01:30:04.583 --> 01:30:09.405]  We've had the most devastating effects against the globalists and their whole agenda is in deep trouble.
[01:30:09.405 --> 01:30:12.467]  But now it's more important for us to stay on air than ever.
[01:30:12.467 --> 01:30:15.589]  And if you don't support us, we will shut down.
[01:30:15.589 --> 01:30:17.330]  I am asking you from the bottom of my heart,
[01:30:17.810 --> 01:30:31.078]  To commit even harder to the support you've given to this fight and to go to InfoWarsTore.com right now and get one of the last signed copies of The Great Reset and The War for the World, my number one worldwide bestseller.
[01:30:31.078 --> 01:30:34.880]  You can buy the unsigned book at InfoWars, you can buy it at Amazon, buy it anywhere.
[01:30:34.880 --> 01:30:47.188]  But if you want to get the signed copy and be part of a fundraiser to keep us on air at this critical point, you want to answer our bat signal, please go to InfoWarsTore.com and get your signed copy of The Great Reset and The War for the World right now.
[01:30:47.608 --> 01:30:54.372]  I want to thank all of you that did get signed copies, and I want to encourage those of you that didn't to take action now, and please keep us on air.
[01:30:54.372 --> 01:30:55.333]  Thank you so much.
[01:30:55.333 --> 01:30:58.214]  Please take action.
[01:30:58.214 --> 01:31:05.819]  Like a rock thrown into a pond, your actions, even though they may seem little, have a massive ripple effect throughout time and space.
[01:31:05.819 --> 01:31:07.420]  We're actually winning the Info Award.
[01:31:07.420 --> 01:31:14.504]  And when you realize that Bandot Video has hundreds and hundreds of censored directors and investigative journalists and talk show hosts,
[01:31:14.864 --> 01:31:15.144]  We're good.
[01:31:29.861 --> 01:31:30.441]  We're good to go.
[01:32:00.408 --> 01:32:05.293]  I have been in a 28-year marathon battle with the globalists.
[01:32:05.293 --> 01:32:11.698]  I have come from nowhere to the very heights of politics, not just in America, but in the world.
[01:32:11.698 --> 01:32:16.843]  We are engaging the globalists at point-blank range in the information war.
[01:32:16.843 --> 01:32:18.544]  But I don't deserve the credit.
[01:32:18.544 --> 01:32:24.970]  Yes, I've persevered, but the listeners and viewers who support InfoWars are the real reason we have this success.
[01:32:25.670 --> 01:32:31.111]  We're having now the greatest victories in the fight against the New World Order we've ever had.
[01:32:31.111 --> 01:32:35.252]  We are now entering the final mile of the marathon.
[01:32:35.252 --> 01:32:44.594]  And that's why, today, it's more important than ever to realize how important you've been in this fight and to continue in the efforts you've been carrying out and to intensify them.
[01:32:44.594 --> 01:32:46.014]  God bless you all.
[01:32:46.014 --> 01:32:47.055]  I salute you.
[01:32:47.055 --> 01:32:47.915]  I thank you.
[01:32:47.915 --> 01:32:53.536]  And I beg you to intensify what you're doing now because we are over the target and history is happening.
[01:32:54.136 --> 01:32:55.497]  The fight is my fight.
[01:32:55.497 --> 01:32:56.138]  It's your fight.
[01:32:56.138 --> 01:32:56.879]  It's our fight.
[01:32:56.879 --> 01:33:00.922]  God bless you all.
[01:33:00.922 --> 01:33:15.475]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:33:15.475 --> 01:33:20.440]  From the front lines of the Information War, it's Alex Jones.
[01:33:22.714 --> 01:33:25.896]  When I say I've got huge news, I've got hundreds of huge stories.
[01:33:25.896 --> 01:33:37.963]  I'm going to hit a few of them right now, briefly, and then go right to Jeff and Mark and Michael and Dave and Brent and Clem and Ken and Jeremiah and Ben and Carol and others.
[01:33:37.963 --> 01:33:43.946]  But I want to just clarify what I was complaining about last segment, and I'm not mad at the crew, it's just we're up against AI.
[01:33:43.946 --> 01:33:48.289]  I said, hey, for the promo, and what we're going to send out as a promo image,
[01:33:49.465 --> 01:33:51.987]  We don't want an image of me, and we don't want my name on it.
[01:33:51.987 --> 01:33:59.152]  Just say Alex was right, not Alex Jones was right, because the AI sees that and blocks it on Instagram, Facebook, Twitter, everything.
[01:33:59.152 --> 01:34:08.198]  And then people started trying to promote the image that pops up, not on the site, but the image that feeds when you send the link out.
[01:34:08.198 --> 01:34:09.339]  And what does Instagram do?
[01:34:09.339 --> 01:34:09.940]  Here it is.
[01:34:09.940 --> 01:34:11.521]  This just got sent to us.
[01:34:11.521 --> 01:34:14.143]  We checked it, it's happening.
[01:34:14.143 --> 01:34:15.444]  InfoWarsRedAlert put out
[01:34:16.388 --> 01:34:20.449]  A link to ConspiracyFact.info.
[01:34:20.449 --> 01:34:21.749]  That's ConspiracyFact.info.
[01:34:21.749 --> 01:34:24.930]  It's on screen if you're a TV viewer.
[01:34:24.930 --> 01:34:26.970]  And they said, false information.
[01:34:26.970 --> 01:34:30.031]  The same information was reviewed by independent fact checkers.
[01:34:30.031 --> 01:34:32.212]  Deep State CIA.
[01:34:32.212 --> 01:34:35.512]  The same information was reviewed by independent ADL fact checkers.
[01:34:35.512 --> 01:34:36.633]  Yeah.
[01:34:36.633 --> 01:34:42.374]  It actually says, the same information was reviewed by independent fact checkers in another post.
[01:34:42.374 --> 01:34:42.914]  See why.
[01:34:45.034 --> 01:34:47.335]  And they divert you over here to hear I'm a big liar.
[01:34:47.335 --> 01:34:50.616]  All it is is a page saying our free speech is under attack.
[01:34:50.616 --> 01:34:52.576]  We're doing a marathon broadcast tomorrow.
[01:34:52.576 --> 01:34:53.877]  Tell everybody you know, tune in.
[01:34:53.877 --> 01:34:56.457]  And they tell you that's false information.
[01:34:56.457 --> 01:34:59.398]  No, they're the ones that lie on purpose.
[01:34:59.398 --> 01:35:03.280]  And it's because the AI sees my face, sees my name.
[01:35:05.865 --> 01:35:11.826]  We're going to put an image on the page, ConspiracyFact.info, that doesn't have my face or InfoWars on it.
[01:35:11.826 --> 01:35:16.327]  You can say, forbidden information is happening right now that will affect the future of the world.
[01:35:16.327 --> 01:35:19.987]  Please tune in and tell others, share this link, and tell them to share it.
[01:35:19.987 --> 01:35:21.148]  And tell them to share it.
[01:35:21.148 --> 01:35:25.708]  See, it's them, tell them, tell them, tell them, tell everybody that shares it, tell them to share it.
[01:35:25.708 --> 01:35:30.869]  And that is what human power can do to override the algorithm.
[01:35:30.869 --> 01:35:35.030]  Now, let me give you some of the news we've got here, then I'll go to your calls.
[01:35:39.013 --> 01:35:59.723]  I've been critical of Governor of Texas, Greg Abbott, because he'll send some National Guard down with guns standing there, it's a photo op, and they have no power because the federal government's there with NGOs and the UN taking the illegals and shipping them all over the country.
[01:35:59.723 --> 01:36:05.246]  So all our military does, whether it's the feds that send them or whether it's the governor that sends them on the border,
[01:36:06.596 --> 01:36:09.198]  is direct the people into the United States.
[01:36:09.198 --> 01:36:13.881]  We have to go after the UN NGOs that Biden two years ago put in charge of it.
[01:36:13.881 --> 01:36:15.102]  That's completely illegal.
[01:36:15.102 --> 01:36:17.364]  We've done whole shows on that.
[01:36:17.364 --> 01:36:21.346]  And finally, the governor's opened a criminal investigation in Texas into the NGOs.
[01:36:21.346 --> 01:36:24.889]  Yes, that's the answer.
[01:36:24.889 --> 01:36:29.092]  But here's a story just now breaking out of town hall.
[01:36:29.092 --> 01:36:31.193]  Now listen to this.
[01:36:31.193 --> 01:36:33.175]  Biden's DHS launches app
[01:36:34.338 --> 01:36:34.658]  I think?
[01:36:51.849 --> 01:37:06.889]  Are people to load them on buses, trains, and planes, and vans, and cars, to be shipped all over the country, to be given new identities, and signed up in sweatshops, and signed up to work as slaves, and the Democrats take the money off the top, and sign them up for welfare.
[01:37:06.889 --> 01:37:07.931]  That's what's going on!
[01:37:09.867 --> 01:37:12.469]  And finally Breitbart gets it.
[01:37:12.469 --> 01:37:14.270]  Finally people are reporting on this.
[01:37:14.270 --> 01:37:15.671]  And that's what's so frustrating.
