[00:00:01.149 --> 00:00:02.749]  At 888-803-4438.
[00:57:49.740 --> 00:57:53.801]  Because, I mean, to his credit, the rabbi said, well, you know, Patriot Act's really bad, and it scares me.
[00:57:54.101 --> 00:57:57.282]  You know, he said, as somebody who's Jewish, and, you know, look at the Holocaust.
[00:57:57.302 --> 00:57:58.642]  I'm like, well, exactly, buddy.
[00:57:59.082 --> 00:58:04.564]  So you can't trust a group that's out here saying Patriot Act is also saying torture's good.
[00:58:04.924 --> 00:58:06.345]  But he didn't seem to understand that.
[00:58:06.725 --> 00:58:09.886]  Well, when he said that, he struck me as just being rhetorical.
[00:58:12.686 --> 00:58:14.567]  Yeah, you know, he just
[00:58:15.103 --> 00:58:25.646]  Well, look, people get afraid, and the primitive mindset kicks in, and that was a good show because we need to have a discussion of torture.
[00:58:25.966 --> 00:58:27.366]  Because it's being pushed on us.
[00:58:27.926 --> 00:58:28.206]  Yeah.
[00:58:30.607 --> 00:58:30.907]  Okay.
[00:58:31.267 --> 00:58:32.707]  Hey, listen, I appreciate the call.
[00:58:33.007 --> 00:58:33.627]  Good to hear from you.
[00:58:33.848 --> 00:58:34.828]  Christopher in Florida.
[00:58:34.848 --> 00:58:35.528]  Go ahead, Christopher.
[00:58:36.553 --> 00:58:37.575]  Good to talk to you, Christopher.
[00:58:37.795 --> 00:58:38.476]  Good afternoon, Alex.
[00:58:38.516 --> 00:58:39.037]  How are you today?
[00:58:39.177 --> 00:58:39.418]  Good.
[00:58:39.458 --> 00:58:40.399]  I'm told we're about to go to break.
[00:58:40.419 --> 00:58:41.962]  I've got to hold you over, but what's on your mind?
[00:58:42.102 --> 00:58:42.863]  That's fine.
[00:58:42.983 --> 00:58:44.225]  I've got a couple of issues here.
[00:58:44.306 --> 00:58:51.217]  I've got an interesting note in the mail today, a credit card offer that has some language on here pertaining specifically to the Patriot Act.
[00:58:51.917 --> 00:58:52.217]  Oh, I know!
[00:58:52.297 --> 00:58:54.339]  Everything's the Patriot Act now!
[00:58:54.940 --> 00:58:55.480]  Everything!
[00:58:55.540 --> 00:59:03.607]  County Commissioners, topless bars, Rush Limbaugh, your bank accounts, credit cards, buying used cars... Everything's the Patriot Act!
[00:59:03.648 --> 00:59:07.051]  Unless it's your wide-open border, then they're all for that.
[00:59:07.091 --> 00:59:08.172]  We'll be back with a second hour.
[00:59:08.232 --> 00:59:08.572]  Stay there.
[00:59:11.483 --> 00:59:20.111]  Berkey Water Filters are the ultimate filters used worldwide for normal or hostile filtration environments to provide the most delicious, sparkling, clean water possible.
[00:59:20.331 --> 00:59:31.601]  The Berkey Light's self-sterilizing filter elements remove pathogenic bacteria, cysts, parasites, chemicals, and they reduce lead, mercury, aluminum, nitrate, salt for odors, foul tastes, and much, much more.
[00:59:31.821 --> 00:59:34.464]  Yet, they leave in the nutritional minerals that your body needs.
[00:59:34.804 --> 00:59:41.269]  The Berkey Light has ridges to deflect water if the upper chamber is overfilled and it can be used anywhere on a flat surface.
[00:59:41.429 --> 00:59:43.290]  That's because it has an elevated base.
[00:59:43.490 --> 00:59:49.514]  The entire system joins together to make the Berkey Light convenient to transport even while it's filtering water.
[00:59:49.775 --> 00:59:53.277]  It's rechargeable bright white LED lighting new millennium at 888-803-4438.
[00:59:53.337 --> 00:59:54.138]  That's toll free 888-803-4438.
[00:59:54.178 --> 00:59:55.218]  Not yet available in Iowa.
[01:00:06.593 --> 01:00:09.294]  This is the GCN Radio Network.
[01:00:17.398 --> 01:00:18.038]  Big Brother.
[01:00:18.698 --> 01:00:19.739]  Mainstream media.
[01:00:20.479 --> 01:00:21.580]  Government cover-ups.
[01:00:22.220 --> 01:00:23.040]  You want answers?
[01:00:23.801 --> 01:00:24.701]  Well, so does he.
[01:00:24.721 --> 01:00:29.023]  He's Alex Jones on the GCN Radio Network.
[01:00:29.563 --> 01:00:33.605]  And now, live from Austin, Texas, Alex Jones.
[01:00:35.968 --> 01:00:41.730]  Monday through Friday from 11 to 2 central back from 9 to midnight on here live.
[01:00:41.790 --> 01:00:41.990]  It is 2004.
[01:00:42.110 --> 01:00:50.493]  We've already gone to a lot of callers in the first hour, but none of you have commented on what I'd like you to comment on.
[01:00:50.513 --> 01:01:01.597]  You can talk about whatever you want, but I'd like to hear your big predictions for the economy, for terror attacks, for the open borders, for the assault weapons ban, all that coming up this year.
[01:01:03.288 --> 01:01:07.171]  I'd like to hear you talk about what you think the big three stories of 03 were.
[01:01:09.492 --> 01:01:13.715]  I'd like to hear your predictions for what's going to happen in Iraq.
[01:01:14.115 --> 01:01:22.900]  Are we going to go into Syria and Iran, as Richard Perle, known as the Prince of Darkness, and that's really his nickname at the Defense Department, is calling for.
[01:01:23.553 --> 01:01:24.774]  What do you think about these issues?
[01:01:24.834 --> 01:01:30.878]  Also, more on the Matrix System, more on the Second Amendment, a bunch of news that I mentioned first.
[01:01:30.998 --> 01:01:34.100]  We'll be getting to that here pretty quick, but I want to go right back to your calls.
[01:01:34.461 --> 01:01:37.122]  It's wide open phones on this show today.
[01:01:38.023 --> 01:01:38.503]  It's 1-800-259-9231.
[01:01:38.523 --> 01:01:44.007]  Getting involved in the first show of the new year here on this January 2nd, 2004 show.
[01:01:50.094 --> 01:01:51.194]  Almost said three show.
[01:01:51.915 --> 01:01:55.956]  Infowars.com and PrisonPlanet.com are some of the best websites out there.
[01:01:55.976 --> 01:01:58.057]  I hope you'll visit them daily and spread the word.
[01:01:58.537 --> 01:02:01.518]  Christopher in Florida got cut short last hour, so I held him over.
[01:02:02.278 --> 01:02:03.898]  Christopher, you got something in the mail.
[01:02:03.998 --> 01:02:04.779]  I've gotten it too.
[01:02:04.839 --> 01:02:05.599]  Tell us all about it.
[01:02:05.779 --> 01:02:06.919]  Well, it's an interesting thing.
[01:02:06.979 --> 01:02:11.821]  I've got another issue or two I wanted to throw at you too, but a credit card application.
[01:02:11.861 --> 01:02:12.621]  We all get these.
[01:02:12.661 --> 01:02:14.942]  You know, you're pre-approved, et cetera, et cetera.
[01:02:15.382 --> 01:02:17.923]  And I picked up a little line at the bottom here
[01:02:18.587 --> 01:02:19.948]  And I'm going to read it to you.
[01:02:20.248 --> 01:02:30.694]  It says, before completing your application, please see reverse for important information about the USA Patriot Act Customer Identification Program.
[01:02:31.335 --> 01:02:44.783]  And then it continues on the back to say, the USA Patriot Act is a federal law that requires all financial institutions to obtain, verify, and record information that identifies each person who opens an account.
[01:02:45.287 --> 01:02:51.349]  You will be asked to provide your name, address, date of birth, and other information that will allow us to identify you.
[01:02:51.889 --> 01:02:56.130]  We may also ask you to provide identifying documentation.
[01:02:56.431 --> 01:02:59.091]  Yeah, and then what happens is, that's a contract.
[01:02:59.652 --> 01:03:03.193]  Everything you do and purchase will be put into the matrix system.
[01:03:03.633 --> 01:03:03.853]  Right.
[01:03:04.608 --> 01:03:08.610]  And by the way, every time I say Matrix, I get emails going, you nut, that's a movie.
[01:03:09.170 --> 01:03:12.571]  No, folks, it's a federal program with the states.
[01:03:13.451 --> 01:03:15.552]  Everything you buy, sell, or do, to be recorded.
[01:03:15.592 --> 01:03:15.972]  Go ahead.
[01:03:16.012 --> 01:03:25.976]  And to segue right into what you're saying there, I had a friend who was having lunch recently near a very large new car dealership.
[01:03:26.676 --> 01:03:33.059]  Sitting there next to the general manager and the financial officer, the person who does all the
[01:03:33.968 --> 01:03:52.582]  It was a very interesting conversation and I came back with the following, and I don't know if any of you or any of your listeners know about this, but what was overheard was the following, that apparently they are required, due to the Patriot Act, that anybody who has an appearance that is suspect, i.e.
[01:03:52.903 --> 01:04:00.008]  foreign, male particularly, they are required to enter into some sort of database
[01:04:00.838 --> 01:04:01.899]  I don't know.
[01:04:20.794 --> 01:04:26.096]  Understand, they just say, oh, it's for foreigners and they look suspicious, but then it's for everybody.
[01:04:26.136 --> 01:04:27.777]  It's like searching at the airports.
[01:04:28.177 --> 01:04:31.899]  You know, the guys with the turbines go right by, but the white guy or the black guy gets searched.
[01:04:32.159 --> 01:04:33.520]  It's really looking for drugs.
[01:04:33.900 --> 01:04:42.424]  It's really an excuse to search and go through everything we're doing, but it's pawn shops, it's car dealerships, it's bookstores, it's everything.
[01:04:43.024 --> 01:04:46.205]  Everything you do, everything you buy, cracked and traced.
[01:04:46.966 --> 01:04:49.907]  Absolutely correct, and one of the other problems is that
[01:04:50.632 --> 01:05:00.056]  People who are full-fledged American citizens, naturalized citizens, whose appearance may be foreign and they're quite American, are going to be subjected to additional harassment.
[01:05:00.076 --> 01:05:03.957]  That's just what they tell these car dealer guys when they're implementing it.
[01:05:04.097 --> 01:05:04.918]  Oh, it's for them.
[01:05:04.998 --> 01:05:06.618]  It's only for the Jews.
[01:05:07.058 --> 01:05:08.499]  It's only for the gypsies.
[01:05:08.819 --> 01:05:10.160]  It's not for the Reich folk.
[01:05:10.840 --> 01:05:11.240]  Stay there.
[01:05:13.281 --> 01:05:16.882]  Are you one of the millions of Americans who suffer from gum disease like gingivitis?
[01:05:17.122 --> 01:05:18.523]  If so, hope has arrived.
[01:05:19.013 --> 01:05:20.435]  I'd like to introduce you to Vitamir.
[01:05:20.715 --> 01:05:25.880]  Vitamir is the all-natural toothpaste and mouthwash designed to protect against and promote healing of gum disease.
[01:05:26.260 --> 01:05:30.725]  Unlike most toothpaste and mouthwash, Vitamir contains no alcohol, no sugar, and no fluoride.
[01:05:31.045 --> 01:05:39.734]  Instead, Vitamir products contain zinc to inhibit plaque growth and promote healing, folic acid to reduce inflammation, myrrh used since biblical times for gum disease, and clove oil.
[01:05:40.215 --> 01:05:41.316]  Gum disease is serious.
[01:05:41.809 --> 01:05:45.571]  Research links gum disease to health problems like diabetes, stroke, and heart disease.
[01:05:45.851 --> 01:05:52.455]  With a regular program of oral hygiene including Vitamir toothpaste and mouthwash, your chances of experiencing gum disease will be greatly diminished.
[01:05:52.795 --> 01:05:56.838]  Find out for yourself why health professionals across America are recommending Vitamir.
[01:05:57.278 --> 01:05:59.239]  Order yours today from Cliff Scott Enterprises.
[01:05:59.499 --> 01:06:00.300]  Call toll-free 800-569-4340.
[01:06:00.320 --> 01:06:00.620]  That's 800-569-4340.
[01:06:00.640 --> 01:06:02.101]  Or visit their website at www.cliffscott.com.
[01:06:12.338 --> 01:06:13.939]  Hello folks, this is Alex Jones.
[01:06:14.320 --> 01:06:20.064]  You know that Berkey water filters have become the standard of excellence by which all other water filtration systems are measured.
[01:06:20.324 --> 01:06:25.448]  The Berkey Light gives you the freshest, cleanest water possible from the world's most revolutionary water filtration system.
[01:06:25.789 --> 01:06:35.116]  The self-sterilizing black Berkey elements remove pathogenic bacteria, cysts, parasites, volatile organic chemicals, trihalomethanes, radon-222, and much, much more.
[01:06:35.436 --> 01:06:40.360]  Its rechargeable 8-lamp bright white LED lighting system provides the ideal source of emergency light.
[01:06:40.700 --> 01:06:44.704]  The lights can run all night on a single charge and it is bright enough to read by.
[01:06:44.904 --> 01:06:49.709]  This provides a relaxing and ambient night light and allows for optimum use during emergency conditions.
[01:06:50.049 --> 01:06:55.955]  The Murky Lights revolutionary transparent design takes the guesswork out of refilling because you can see the water level at all times.
[01:06:56.295 --> 01:07:05.327]  Get the Berkey Light, the standard of excellence for only $259 by calling New Millennium at 888-803-4438 and tell them Alex Jones sent you.
[01:07:05.527 --> 01:07:06.468]  That's toll free at 888-803-4438.
[01:07:06.488 --> 01:07:07.590]  Not yet available in Iowa.
[01:07:12.196 --> 01:07:16.518]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[01:07:16.718 --> 01:07:21.140]  Police State 3 details the architecture, goals, and operations of the New World Order.
[01:07:21.300 --> 01:07:25.662]  There is a chance to use this disaster for the New World Order.
[01:07:25.702 --> 01:07:27.043]  The New World Order.
[01:07:27.988 --> 01:07:29.630]  You will lose your liberty.
[01:07:42.577 --> 01:07:52.902]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
