[00:00:05.746 --> 00:00:08.747]  Everything is proceeding
[01:16:00.293 --> 01:16:13.324]  So, when the price trigger is established, let's say you can move the price up 2 or 3%, and it pops up on everyone's Bloomberg machine, and every day trader in the world sees, oh my gosh, there's a 2% move.
[01:16:13.324 --> 01:16:17.268]  Suddenly the trend momentum players, and these mom-and-poppers, and these day traders,
[01:16:17.668 --> 01:16:18.268]  We're good to go.
[01:16:35.354 --> 01:16:45.882]  And of course this gives them a great way to cover their tracks because they can say, well, you know, we didn't, it wasn't us, it was those day traders out there, it was the market, it wasn't us.
[01:16:45.882 --> 01:16:50.105]  Meanwhile, once the deed is done, in this case with Congress
[01:16:51.391 --> 01:16:51.631]  I think so.
[01:17:07.376 --> 01:17:11.159]  The buying orders come in, and effectively they refill the piñata.
[01:17:11.159 --> 01:17:25.549]  That's what that rally was about at the end of the day Thursday, refilling the piñata so that next week, if Congress decides to come again and say, you know what, we want to break you guys up, we want to attack, we want to get rid of high-frequency trading, they can just do the same thing over again.
[01:17:25.549 --> 01:17:29.371]  This is just now blatant.
[01:17:29.371 --> 01:17:31.853]  It's easy, it's costless, it's very effective.
[01:17:34.235 --> 01:17:41.709]  Now, we know the Plunge Protection Team set up by Reagan in 87 has its fingers in the market and admittedly can control it.
[01:17:41.709 --> 01:17:45.977]  They're in the AP today saying, oh, we're pumping the market up.
[01:17:49.002 --> 01:17:49.262]  I think so.
[01:17:49.262 --> 01:17:49.562]  I think so.
[01:18:17.614 --> 01:18:21.795]  And so the power to save, the power to save is the power to destroy.
[01:18:21.795 --> 01:18:25.577]  Now they're using it to engage in financial terrorism.
[01:18:36.340 --> 01:18:36.841]  We're good to go.
[01:18:55.539 --> 01:19:17.698]  Essentially planned economy started off slowly and then over the next 25 years it kept building momentum and now you've got guys like Bob Rubin and Tim Geithner and Ben Bernanke and they are now the new world committee that is got their finger on the weapons of mass financial destruction and they believe they're doing God's work
[01:19:18.078 --> 01:19:22.521]  And they move prices as they see fit to make a political end.
[01:19:22.521 --> 01:19:27.744]  In other words, these markets don't reflect economics at all.
[01:19:27.744 --> 01:19:30.186]  They only reflect a political agenda.
[01:19:30.186 --> 01:19:33.548]  It's pure price-fixing with a political agenda attached.
[01:19:33.548 --> 01:19:45.515]  This is Soviet Union 1955, but done in a way where you've got everybody plugged into their computer, day-trading, thinking that they're going to be the ones to beat the centrally planned central government.
[01:19:45.515 --> 01:19:46.936]  And at the same time,
[01:19:47.987 --> 01:19:54.835]  The central government is bringing about all of these extraordinary extra-legal measures to put people in jail.
[01:19:54.835 --> 01:19:56.277]  Alright Max, got a break.
[01:19:56.277 --> 01:19:56.698]  Stay there.
[01:19:56.698 --> 01:19:59.982]  Let's talk about who you believe the culprits are from the evidence straight ahead.
[01:20:02.423 --> 01:20:06.424]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:20:06.424 --> 01:20:12.306]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:20:12.306 --> 01:20:16.387]  Go to HomeGain.com and see what I'm talking about.
[01:20:16.387 --> 01:20:22.989]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:20:22.989 --> 01:20:26.250]  This is a great way to be able to monitor the value of your home.
[01:20:26.250 --> 01:20:28.290]  And again, it's absolutely free.
[01:20:28.290 --> 01:20:29.911]  There are tons of tools to help you.
[01:20:30.311 --> 01:20:34.012]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:20:34.012 --> 01:20:40.694]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:20:40.694 --> 01:20:44.195]  For 10 years, these folks have been helping home sellers and buyers.
[01:20:44.195 --> 01:20:46.496]  Visit their link at InfoWars.com.
[01:20:46.496 --> 01:20:51.798]  Look for Max, the Orange Home Gain Gorilla, to help you with any real estate needs you might have.
[01:20:51.798 --> 01:20:52.998]  You'll love this site.
[01:20:52.998 --> 01:20:54.859]  It's HomeGain.com.
[01:20:54.859 --> 01:20:57.660]  H-O-M-E G-A-I-N.com.
[01:20:57.660 --> 01:20:58.420]  Check them out today.
[01:21:01.775 --> 01:21:06.379]  We all know that the Berkey water purification systems are the most trusted name in water filtration.
[01:21:06.379 --> 01:21:14.185]  As an authorized Berkey dealer for over four years and serving thousands of satisfied customers, the Berkey Guy offers amazing specials for Berkey water systems.
[01:21:14.185 --> 01:21:28.978]  The revolutionary Berkey light systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and removes harmful chemicals such as herbicides and pesticides.
[01:21:29.278 --> 01:21:38.802]  Order the Berkey Light System today, complete with two black Berkey elements for only $209, and the Berkey Guy will include three Sport Berkey water bottles and ship everything to you free of charge.
[01:21:38.802 --> 01:21:39.462]  That's right!
[01:21:39.462 --> 01:21:45.725]  Three Sport Berkey water bottles and free shipping, an $87 value, yours free, but only for a limited time.
[01:21:45.725 --> 01:21:47.446]  Just call the Berkey Guy at 1-877-886-3653 now to order.
[01:21:47.446 --> 01:21:49.146]  That's 1-877-886-3653, or order online now at GoBerkey.com.
[01:21:49.146 --> 01:21:49.947]  That's GoBerkey.com today!
[01:22:01.351 --> 01:22:03.774]  Good day, Peter Kronschnabel from Midas Resources.
[01:22:03.774 --> 01:22:05.595]  Today is May 10th, 2010.
[01:22:05.595 --> 01:22:07.938]  Gold opened at $11.9610 this morning.
[01:22:07.938 --> 01:22:12.482]  A one ounce gold coin can be purchased for $12.2818, $6.1409 for a half ounce, and $3.0705 for a quarter ounce.
[01:22:12.482 --> 01:22:12.803]  That's $12.2818, $6.1409, and $3.0705.
[01:22:20.771 --> 01:22:23.572]  Making the right decision is a challenge to investors.
[01:22:23.572 --> 01:22:27.793]  Are we going to see economic growth slide into a recession or worse, depression?
[01:22:27.793 --> 01:22:32.675]  Many investors are turning to gold as a common sense alternative to traditional paper investments.
[01:22:32.675 --> 01:22:36.436]  Midas has put together a powerful book titled 10 Reasons to Own Gold.
[01:22:36.436 --> 01:22:41.178]  Discussing costs, benefits, risks, the book is free and can be yours by calling 800-686-2237.
[01:22:44.219 --> 01:22:47.662]  Paper investments are dwarfed by gold's 6,000-year history.
[01:22:47.662 --> 01:22:51.466]  Discover how gold can be right for you and your IRA by calling 800-686-2237.
[01:22:51.466 --> 01:22:53.608]  Whether buying or it's time for you to sell, this book is free.
[01:22:53.608 --> 01:22:53.808]  Call 800-686-2237.
[01:23:01.468 --> 01:23:02.389]  You worry.
[01:23:02.389 --> 01:23:04.411]  You see the signs and worry about the future.
[01:23:04.411 --> 01:23:06.974]  You worry about economic turmoil and food shortages.
[01:23:06.974 --> 01:23:09.056]  How to be prepared while preserving your sanity?
[01:23:09.056 --> 01:23:10.657]  Your answer may be at hand.
[01:23:10.657 --> 01:23:14.261]  Author Linda Runyon lived off the land, isolated from civilization.
[01:23:14.261 --> 01:23:19.507]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[01:23:19.507 --> 01:23:22.810]  Perhaps the only sane insurance is knowledge of wild edible plants.
[01:23:23.288 --> 01:23:24.969]  The cost of learning is minimal.
[01:23:24.969 --> 01:23:27.831]  Wild food grows everywhere, and you will see it everywhere.
[01:23:27.831 --> 01:23:31.153]  It's every bit organic and more nutritious than our modern diets.
[01:23:31.153 --> 01:23:39.597]  Well-respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[01:23:39.597 --> 01:23:44.280]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[01:23:44.280 --> 01:23:48.303]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[01:23:48.303 --> 01:23:51.684]  Or if you're not online, call her 24-hour, toll-free order line at
[01:23:59.144 --> 01:24:12.509]  We're going to be taking your phone calls from Max Keiser on The Economy, also George Humphrey, economist, in studio with us in the next hour.
[01:24:14.079 --> 01:24:15.680]  MaxKaiser.com is his website.
[01:24:15.680 --> 01:24:19.983]  My websites are InfoWars.com and PrisonPlanet.tv.
[01:24:19.983 --> 01:24:21.985]  We've got continual coverage of what's happening.
[01:24:21.985 --> 01:24:25.227]  We haven't even gotten into what's happening in Europe and Greece.
[01:24:25.227 --> 01:24:28.389]  What will Angela Merkel, what will Nicolas Sarkozy do?
[01:24:28.389 --> 01:24:30.570]  Why has Gordon Brown been forced to step down?
[01:24:30.570 --> 01:24:32.712]  I mean, this is a major shake-up.
[01:24:32.712 --> 01:24:35.854]  Now, I remember that last Thursday.
[01:24:35.854 --> 01:24:39.297]  They were about to pass a bill to stop Too Big to Fail.
[01:24:40.410 --> 01:24:42.431]  A bunch of other things were happening.
[01:24:42.431 --> 01:24:45.311]  Now the bill to audit the Fed is in trouble in the Senate.
[01:24:45.311 --> 01:24:48.072]  All of that did die that afternoon.
[01:24:48.072 --> 01:24:56.214]  And they've now admitted, this is mainstream news, it was not the fat finger, they said they don't know what did it, when clearly that was a manipulation.
[01:24:56.214 --> 01:25:06.017]  And so we're going to discuss that and from the evidence he has as a former trader and somebody who researches this and as a BBC and Al Jazeera and RT reporter.
[01:25:09.025 --> 01:25:09.747]  Start over, go ahead.
[01:25:09.747 --> 01:25:12.712]  I designed the technology!
[01:25:12.712 --> 01:25:14.456]  Absolutely, so Max, go over this.
[01:25:16.978 --> 01:25:30.482]  In 1996, there are 132 patents that reference my patent, the virtual specialist patent, 5950176, for making markets with an infinite inventory for price parity across virtual securities.
[01:25:30.482 --> 01:25:32.283]  I created this concept.
[01:25:32.283 --> 01:25:38.865]  Now, Goldman Sachs, when they do it, when they commit this fraud, they say they're making a market.
[01:25:38.865 --> 01:25:39.865]  That's the code word for a market.
[01:25:40.265 --> 01:25:40.505]  I'm good.
[01:25:57.459 --> 01:25:58.140]  We're good to go.
[01:26:14.423 --> 01:26:22.286]  The only thing that keeps people from putting this guy in jail is because if they do, they have to face themselves in the mirror and realize that they live in a financial hologram.
[01:26:22.286 --> 01:26:25.187]  There's nothing, there's no basis for it.
[01:26:25.187 --> 01:26:28.829]  It's complete bull!
[01:26:28.829 --> 01:26:29.949]  It was bizarre.
[01:26:29.949 --> 01:26:36.932]  The host of NBC Nightly News came out and said none of the money's real on Letterman last week.
[01:26:36.932 --> 01:26:39.313]  And he basically called it a hologram.
[01:26:39.313 --> 01:26:42.054]  But Max, you've called all this with precision.
[01:26:42.054 --> 01:26:43.155]  That's why I keep pointing that out.
[01:26:44.673 --> 01:26:45.033]  I don't know.
[01:27:01.317 --> 01:27:02.818]  So now they're going... Hold on, Max.
[01:27:24.138 --> 01:27:24.759]  We're good to go.
[01:27:44.710 --> 01:27:50.131]  Max, I want to go over this point by point and talk about what's happening currently in Europe and the trillion dollars.
[01:27:50.131 --> 01:27:54.772]  It goes from $150 billion to $600 billion to a trillion in the space of three days.
[01:27:54.772 --> 01:27:56.473]  What's behind that?
[01:27:56.473 --> 01:27:58.593]  What these European leaders are going to do?
[01:27:58.593 --> 01:28:01.634]  What the bankers are going to do next to try to keep control of this?
[01:28:01.634 --> 01:28:04.915]  But to quantify what you're saying in layman's terms, and correct me if I'm wrong,
[01:28:05.535 --> 01:28:35.215]  They're transcending fractional reserve banking of you got one dollar the bank can loan out nine or ten to just absolute derivative universe where they bankrupt the world by design, they create the new global currency, they announce their world government as they're now doing and saying all of you must capitulate and kneel to Zod like Superman kneeling to Zod or we will just destroy everything and have a total depression and we're now held in complete hostage to these people.
