[00:00:00.110 --> 00:00:00.272]  Hmm.
[00:57:15.855 --> 00:57:23.503]  We're going to go to break and come back and cover some more news, then Dr. Sherry Tenpenny's joining us, can really save some lives by exposing the new flu hoax they're pushing.
[00:57:23.503 --> 00:57:26.607]  Hey, will you guys print me some articles on pregnant women told to take vaccine?
[00:57:26.607 --> 00:57:26.907]  Thank you.
[00:57:26.907 --> 00:57:27.648]  Or maybe in my folder.
[00:57:27.648 --> 00:57:27.868]  Thanks.
[00:57:27.868 --> 00:57:28.789]  It's in my folder.
[00:57:28.789 --> 00:57:29.049]  Thank you.
[00:57:29.890 --> 00:57:31.551]  I want to tell you about Inner Health Botanicals.
[00:57:31.551 --> 00:57:38.797]  You know, being under all this chemical and biological assault, vitamins and nutrients and minerals and key co-factors are absolutely essential.
[00:57:38.797 --> 00:57:44.120]  But Inner Food, their main product, is 20 superfoods, so your body absorbs almost all of it.
[00:57:44.120 --> 00:57:47.903]  Find out about their 20 organic ingredients in the Inner Food.
[00:57:47.903 --> 00:57:53.047]  Then they have their healthy special coffee infused with all sorts of key botanicals.
[00:57:53.047 --> 00:57:56.890]  They've got just a great line of amazing
[00:57:57.290 --> 00:57:57.890]  We're good to go.
[00:58:16.857 --> 00:58:20.919]  Don't forget that we're running this special until these run out.
[00:58:20.919 --> 00:58:24.982]  You get a free Jesse Ventura book at Infowars.com.
[00:58:24.982 --> 00:58:26.283]  You can go check out the specials.
[00:58:26.283 --> 00:58:31.326]  You buy a copy of The Obama Deception, a key video to get people to wake them up about the whole globalist takeover.
[00:58:31.326 --> 00:58:37.549]  And they get a free $24.95 hardcover Jesse Ventura's American Conspiracies at Infowars.com.
[00:58:37.549 --> 00:58:41.912]  And your purchase makes the broadcast possible.
[00:58:41.912 --> 00:58:43.192]  Thank you for listening to GCN.
[00:58:45.151 --> 00:58:50.975]  Visit GCNlive.com today!
[00:58:50.975 --> 00:59:06.446]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:59:06.446 --> 00:59:10.129]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:59:11.127 --> 00:59:23.899]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:59:23.899 --> 00:59:31.165]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:59:31.846 --> 00:59:42.229]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:59:42.229 --> 00:59:46.150]  As well, we are always ready to answer any questions you may have.
[00:59:46.150 --> 00:59:53.292]  That's www.SilverLungs.com.
[00:59:53.292 --> 00:59:55.672]  Waging war on corruption.
[00:59:55.672 --> 00:59:58.433]  Alex Jones on the GCM Radio Network.
[01:00:05.100 --> 01:00:09.945]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:09.945 --> 01:00:11.526]  You want answers?
[01:00:11.526 --> 01:00:13.088]  Well, so does he.
[01:00:13.088 --> 01:00:17.272]  He's Alex Jones on the GCN Radio Network.
[01:00:17.272 --> 01:00:23.098]  And now, live from Austin, Texas, Alex Jones.
[01:00:23.098 --> 01:00:28.604]  You know, I covered this in the Masters of Terror nine years ago.
[01:00:30.336 --> 01:00:45.807]  But in an upcoming film, the one on the Tea Party and Glenn Beck and everybody, I'm going to document how they fund the radical racist black groups, the radical racist Hispanic groups, the radical white supremacist type groups.
[01:00:45.807 --> 01:00:48.689]  I'm going to document all of that in the film.
[01:00:48.689 --> 01:00:49.950]  Because it's all mainstream news.
[01:00:49.950 --> 01:00:51.631]  It comes out here, it comes out there.
[01:00:51.631 --> 01:00:54.253]  It's just never a big national news story.
[01:00:55.202 --> 01:01:02.168]  So you tell the average person that the Ku Klux Klan's fed run, that the white supremacist groups, in every major case.
[01:01:02.168 --> 01:01:07.373]  I mean, I've gone out to these Klan rallies and bullhorned them and you're looking at them and they're all a bunch of cops and later it comes out they aren't.
[01:01:07.373 --> 01:01:09.215]  They're laughing, they're joking.
[01:01:09.215 --> 01:01:11.717]  It's a way to then call for getting rid of the First Amendment.
[01:01:13.311 --> 01:01:30.984]  And the reason this ADL thing and Southern Poverty Law Center situation is so important, if you just joined us, the admissions that Pennsylvania Homeland Security employed Israeli company with big ADL connections to suppress American political speech and spy illegally on citizens and list them as terrorists.
[01:01:30.984 --> 01:01:33.926]  And the governor's apologizing, saying it is illegal.
[01:01:33.926 --> 01:01:34.827]  Ladies and gentlemen,
[01:01:35.851 --> 01:01:37.493]  We can't have offshore groups.
[01:01:37.493 --> 01:01:42.918]  I don't care if they're German, Chinese, Israeli, Japanese.
[01:01:42.918 --> 01:01:45.761]  This is mafia, and we cannot have this.
[01:01:45.761 --> 01:01:47.823]  It's government-sanctioned gang behavior.
[01:01:49.005 --> 01:01:54.350]  To them politically demonized groups and I'm in a lot of danger, ladies and gentlemen.
[01:01:54.350 --> 01:02:01.136]  Many white supremacist leaders who've been confirmed later to be feds and I can always listen to them and tell their feds because they're going off a script.
[01:02:01.136 --> 01:02:07.843]  Just like when Beck three years ago was demonizing patriots and Ron Paul or two and a half years ago, I knew it was a script because I'd seen the exact nomenclature.
[01:02:10.956 --> 01:02:12.157]  So again, they play all the angles.
[01:02:12.157 --> 01:02:13.858]  The left, the right, the conservative.
[01:02:13.858 --> 01:02:15.419]  And maybe Beck isn't bad.
[01:02:15.419 --> 01:02:18.001]  Maybe somebody loaded that in his teleprompter.
[01:02:18.001 --> 01:02:20.603]  I want to be careful about judging people.
[01:02:20.603 --> 01:02:23.325]  But the issue here is, I know it when I see it.
[01:02:23.325 --> 01:02:24.846]  I know it when I hear it.
[01:02:24.846 --> 01:02:29.390]  And within two hours of Poplowski last year killing those three cops, being in custody,
[01:02:30.609 --> 01:02:32.050]  The truth was he was drunk.
[01:02:32.050 --> 01:02:33.451]  He got in a second pit bull.
[01:02:33.451 --> 01:02:35.473]  It was going to the bathroom on the floor.
[01:02:35.473 --> 01:02:37.854]  His mother said, I'm calling the cops to evict you.
[01:02:37.854 --> 01:02:38.575]  He threw a fit.
[01:02:38.575 --> 01:02:39.416]  They showed up in minutes.
[01:02:39.416 --> 01:02:40.977]  He shot three of them dead.
[01:02:40.977 --> 01:02:46.081]  Turned out he was all over the white supremacists spending his time attacking Alex Jones.
[01:02:46.806 --> 01:02:48.548]  He wasn't a Fed, obviously.
[01:02:48.548 --> 01:02:56.117]  He was a former Marine picking up on the Fed-run white supremacists who were obviously paid to attack Alex Jones.
[01:02:56.117 --> 01:03:05.929]  Because if we have a mainline resistance to this and say, hey, it's wrong for the ADL to be spying on us and breaking the law, but don't make it a thing about bashing Jews in general,
[01:03:06.550 --> 01:03:06.950]  We're good to go.
[01:03:26.499 --> 01:03:27.779]  You saw the evidence.
[01:03:27.779 --> 01:03:34.461]  Five newspapers had to retract within a day because I called him and I said, listen, we searched Poplowski's screen name.
[01:03:34.461 --> 01:03:38.082]  He's attacking me on Infowars and Prison Planet on the comment boards.
[01:03:38.082 --> 01:03:39.562]  He's attacking me in the forum.
[01:03:39.562 --> 01:03:42.523]  He's attacking me on all these white supremacist sites.
[01:03:42.523 --> 01:03:44.383]  You better retract it.
[01:03:44.383 --> 01:03:48.104]  Because they were in the news saying Alex, you know, influenced him to kill cops.
[01:03:49.690 --> 01:03:58.337]  Within two hours of him being in custody, they had people on the news within minutes saying, oh yeah, he liked Alex Jones, that's why he did this.
[01:03:58.337 --> 01:03:59.599]  The guy was smiling.
[01:03:59.599 --> 01:04:00.619]  Then the newspapers
[01:04:01.832 --> 01:04:03.434]  Are already in his computer.
[01:04:03.434 --> 01:04:10.119]  They have a beat reporter who mainly demonizes Patriot groups and glorifies ADL, Southern Poverty Law Center.
[01:04:10.119 --> 01:04:12.001]  They've got these people all over the place.
[01:04:12.001 --> 01:04:15.404]  We don't know if he's one of their ops or just one of their fellow travelers.
[01:04:15.404 --> 01:04:22.070]  Putting it out that I basically influenced it, which was then picked up and magnified by a whole bunch of other media.
[01:04:22.070 --> 01:04:23.692]  Now, who's their number one enemy?
[01:04:24.704 --> 01:04:25.944]  Who's their number one enemy?
[01:04:25.944 --> 01:04:30.126]  Within two hours of those cops being shot, they weren't even cold yet.
[01:04:30.126 --> 01:04:31.467]  Those poor men.
[01:04:31.467 --> 01:04:32.167]  Yours truly.
[01:04:32.167 --> 01:04:35.228]  Because they want to sick the police out of me.
[01:04:35.228 --> 01:04:37.969]  They want the police to come in here and crack my head open.
[01:04:37.969 --> 01:04:41.010]  They think you're stupid, police.
[01:04:41.010 --> 01:04:43.531]  Now, just remember that.
[01:04:43.531 --> 01:04:44.952]  They want us all at each other's throats.
[01:04:44.952 --> 01:04:49.633]  That's why they fund Mecha and La Raza in movies like Machete, Fox News.
[01:04:49.633 --> 01:04:53.355]  That's why the CIA on record, New York Observer, funding that mosque.
[01:04:54.810 --> 01:04:56.571]  Ground Zero.
[01:04:56.571 --> 01:04:57.531]  They've got a plan.
[01:04:57.531 --> 01:04:58.792]  They want us at each other's throats.
[01:04:58.792 --> 01:05:00.033]  We'll be right back.
[01:05:00.033 --> 01:05:04.595]  This is Alex Jones with five good reasons you should consider buying a solar-powered generator.
[01:05:04.595 --> 01:05:08.917]  Number one, new climate legislation could easily double or triple your electric bill.
[01:05:08.917 --> 01:05:14.300]  Number two, our new Energy Czar wants to control how much power your electric company allows you to have.
[01:05:14.660 --> 01:05:15.401]  It's true.
[01:05:15.401 --> 01:05:21.106]  Total government control of electricity in the name of smart grid technology is coming.
[01:05:21.106 --> 01:05:24.689]  In some areas of the country, the power grid is dangerously overloaded.
[01:05:24.689 --> 01:05:29.413]  And now, new socialist legislation is only compounding the problem.
[01:05:29.413 --> 01:05:32.175]  Dangerous weather is always a threat to local grids.
[01:05:32.175 --> 01:05:35.518]  Every year, thousands of families lose their power from weather-related outages.
[01:05:36.619 --> 01:05:40.782]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:05:40.782 --> 01:05:45.826]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:45.826 --> 01:05:50.009]  You can get more information at www.mysolarbackup.com.
[01:05:50.009 --> 01:05:51.790]  That's mysolarbackup.com.
[01:05:51.790 --> 01:05:56.394]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:05:59.716 --> 01:06:02.861]  Listen up friends, this is Alex Jones with key information.
[01:06:02.861 --> 01:06:06.666]  The mainstream media is now admitting that we're going into a depression.
[01:06:06.666 --> 01:06:09.550]  Don't be dependent on the government for you and your family.
[01:06:09.550 --> 01:06:14.478]  You need to get your own supply of high quality storable foods from efoodsdirect.com.
[01:06:14.918 --> 01:06:20.860]  They're the best company out there, the longest continually operating, with a ton of great food to choose from.
[01:06:20.860 --> 01:06:26.521]  It's all fresh, made on a monthly basis, not some old cruddy food they're selling you like some of the other guys.
