[00:00:20.234 --> 00:00:20.794]  Welcome back.
[00:58:16.450 --> 00:58:22.692]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:58:23.112 --> 00:58:28.655]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:58:29.095 --> 00:58:32.777]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:58:33.277 --> 00:58:37.279]  Prepare to enter the secretive world of emergency dictatorship.
[00:58:37.560 --> 00:58:43.082]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[00:58:43.523 --> 00:58:46.504]  It's only the beginning of the New World Order's hellish plan.
[00:58:47.065 --> 00:58:48.485]  The police state isn't coming.
[00:58:49.046 --> 00:58:49.466]  It's here.
[00:58:50.146 --> 00:58:57.170]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:58:59.411 --> 00:59:02.012]  Hello, this is Alex Jones with some important questions.
[00:59:02.432 --> 00:59:07.395]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:59:07.755 --> 00:59:09.476]  My answer would be all I can get.
[00:59:09.796 --> 00:59:14.619]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:59:14.799 --> 00:59:15.759]  How much do you want?
[00:59:15.980 --> 00:59:16.720]  When do you want it?
[00:59:17.100 --> 00:59:18.700]  Now or after the battle starts?
[00:59:18.980 --> 00:59:19.801]  When will you need it?
[00:59:20.061 --> 00:59:22.121]  Can you buy it without proper identification?
[00:59:22.261 --> 00:59:23.362]  Will there be any food?
[00:59:23.582 --> 00:59:24.922]  Will it make your children sick?
[00:59:25.122 --> 00:59:30.183]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:59:30.383 --> 00:59:33.564]  You wipe out all these problems if you have a good food supply.
[00:59:33.964 --> 00:59:37.445]  Food is your ammunition to fight for your freedom and your life.
[00:59:37.785 --> 00:59:38.765]  How much will you need?
[00:59:39.005 --> 00:59:39.626]  We don't know.
[00:59:39.926 --> 00:59:40.826]  How much do you want?
[00:59:41.026 --> 00:59:41.766]  All you can get.
[00:59:41.946 --> 00:59:42.807]  I'm Alex Jones.
[00:59:43.047 --> 00:59:45.808]  I want all of you good guys to live to fight another day.
[00:59:46.088 --> 00:59:46.448]  Call 1-800-409-5633.
[00:59:46.608 --> 00:59:47.848]  Or check it out on the web at efoodsdirect.com.
[00:59:47.868 --> 00:59:48.789]  Again, that number, 1-800-409-5633.
[01:00:19.710 --> 01:00:27.952]  We are back live and I've got a guest on for this segment and we're going to continue with your calls and a bunch of news in the next hour.
[01:00:28.972 --> 01:00:32.833]  Levy official, FEMA plans a scam to raise money.
[01:00:32.853 --> 01:00:40.414]  That's from KATV television and we've got the chief engineer and levy district head on with us going to him
[01:00:40.974 --> 01:00:42.094]  In just a moment.
[01:00:42.134 --> 01:00:49.437]  Another way these agencies are setting up their own illegal taxing authorities and covert massive taxes.
[01:00:49.737 --> 01:00:50.878]  Getting a lot of phone calls.
[01:00:50.918 --> 01:00:55.399]  People on hilltops are being told they've got to buy flood insurance from FEMA.
[01:00:56.400 --> 01:01:00.601]  Just like the government health care plan makes you buy insurance and the government gets part of it.
[01:01:00.621 --> 01:01:02.002]  So we're going to be talking about that in a moment.
[01:01:02.442 --> 01:01:05.103]  We're carrying a lot of new books and videos.
[01:01:06.201 --> 01:01:07.382]  at InfoWars.com.
[01:01:07.982 --> 01:01:13.565]  In fact, we've added two new videos today to the online video bookstore shopping cart.
[01:01:13.846 --> 01:01:20.590]  These are the most informative titles, the best info I've seen out there, not to mention the twenty-plus films I have directed and produced.
[01:01:21.170 --> 01:01:23.331]  It's all available at InfoWars.com.
[01:01:23.371 --> 01:01:26.693]  We have Jesse Ventura's new book, a New York Times bestseller.
[01:01:26.793 --> 01:01:30.135]  It's number four on the New York Times bestseller list, American Conspiracies.
[01:01:30.195 --> 01:01:32.557]  It gets into just so many important issues.
[01:01:33.137 --> 01:01:38.442]  You can get this book discounted and get a free film of your choice at InfoWars.com.
[01:01:38.462 --> 01:01:44.006]  We're also now carrying his last bestseller, Don't Start the Revolution Without Me, heavily discounted.
[01:01:44.126 --> 01:01:48.911]  And we're carrying Fletcher Prouty's The Secret Team that's back in paperback.
[01:01:49.471 --> 01:01:53.955]  This thing's like hundreds of dollars if you try to buy one of the originals.
[01:01:53.995 --> 01:01:58.458]  Fletcher Prouty, the head of Black Ops, who came out and exposed the fact that the CIA killed Kennedy.
[01:01:58.698 --> 01:02:01.781]  He wrote the book JFK that much of the film JFK was based on.
[01:02:02.121 --> 01:02:03.302]  We also have that book now.
[01:02:04.163 --> 01:02:11.369]  And The Secret Team in paperback put out by Skyhorse Publishing, the same folks that are publishing Jesse Ventura's books.
[01:02:11.809 --> 01:02:13.610]  It was Jesse a few weeks ago who was on air with us.
[01:02:13.650 --> 01:02:14.911]  The governor pointed out
[01:02:15.748 --> 01:02:19.011]  That these books were back in print now because he kind of pushed Skyhorse to do it.
[01:02:19.671 --> 01:02:24.876]  And so now they're available at InfoWars.com, ladies and gentlemen.
[01:02:25.116 --> 01:02:26.757]  And we've got some specials involved with these.
[01:02:26.817 --> 01:02:27.578]  It'll blow you away.
[01:02:27.898 --> 01:02:28.919]  It spreads the word.
[01:02:28.959 --> 01:02:30.881]  It gets the info out and your purchase of
[01:02:31.221 --> 01:02:37.145]  Patriot t-shirts, ball caps, bumper stickers, wristbands, videos, films.
[01:02:37.586 --> 01:02:39.087]  It funds our operation.
[01:02:39.107 --> 01:02:40.668]  I want to thank all of you that do that.
[01:02:40.688 --> 01:02:47.492]  And all of my films are posted in super high quality at PrisonPlanet.tv for PrisonPlanet.tv members as well.
[01:02:48.493 --> 01:03:03.697]  But if you go to InfoWars.com, our new film, Police State 4, The Rise of FEMA, the ten military regions under NORTHCOM, the new Governor's Council that circumvents the states, specially picked state governors under federal control, bypassing the states.
[01:03:03.997 --> 01:03:07.378]  That's covered in Police State 4, The Rise of FEMA, and so much more.
[01:03:07.878 --> 01:03:11.579]  Jason Burmess' new film I produced, Invisible Empire, a new order to find.
[01:03:11.619 --> 01:03:16.641]  These two new films are so important to get at InfoWars.com or call toll-free 888.
[01:03:17.961 --> 01:03:22.004]  2-5-3-3-1-3-9, that's 8-8-8-2-5-3-3-1-3-9.
[01:03:22.024 --> 01:03:25.486]  And don't forget Fall of the Republic.
[01:03:25.506 --> 01:03:37.335]  We detail the banking takeover, how Obama has become the head of the United Nations Security Council in violation of Article 1, Section 9 of the Constitution, how the banks plan to totally destroy the economy.
[01:03:37.575 --> 01:03:38.696]  Now you see that unfolding.
[01:03:38.996 --> 01:03:41.298]  This is a film every American has to see.
[01:03:41.318 --> 01:03:46.602]  If you want to understand the eugenics, endgame blueprint for global enslavement, why the globalists are setting this up,
[01:03:47.402 --> 01:03:51.686]  Shadow government by great filmmakers exposes the whole COG takeover system.
[01:03:52.066 --> 01:03:57.251]  All available at Infowars.com today, ladies and gentlemen.
[01:03:57.471 --> 01:03:59.393]  Or you can write to me, Alex Jones, at P.O.
[01:03:59.413 --> 01:04:02.876]  Box 19549, Austin, Texas, 78760.
[01:04:03.696 --> 01:04:06.959]  And I know you, the listener, already know all this information, or most of it.
[01:04:07.299 --> 01:04:08.861]  It's your neighbors, your friends, your family.
[01:04:09.121 --> 01:04:11.423]  You can talk till you're blue in the face trying to wake somebody up.
[01:04:11.643 --> 01:04:13.324]  But you give them one of these powerful films,
[01:04:14.105 --> 01:04:17.526]  And all these films have online bibliography so you can check all the facts in them.
[01:04:19.087 --> 01:04:21.248]  It has a much higher rate of waking somebody up.
[01:04:21.408 --> 01:04:21.668]  Okay.
[01:04:23.849 --> 01:04:26.070]  The health care bill was written by the insurance companies.
[01:04:26.090 --> 01:04:26.930]  That's now come out.
[01:04:26.990 --> 01:04:29.831]  We've had Ron Paul on, Lord Monckton and others to break that down.
[01:04:29.851 --> 01:04:31.872]  Dr. Paul Craig Roberts, economist.
[01:04:32.172 --> 01:04:33.253]  That's in the subsections.
[01:04:33.293 --> 01:04:33.773]  We've covered it.
[01:04:35.312 --> 01:04:36.313]  This is corporate welfare.
[01:04:36.534 --> 01:04:40.941]  Well now FEMA, that's the shadow government system, is expanding floodplains.
[01:04:40.961 --> 01:04:43.245]  And I was getting a bunch of calls the last two weeks about this.
[01:04:44.627 --> 01:04:48.374]  I know some folks that have a little lake cabin and it is
[01:04:50.373 --> 01:05:05.489]  Just probably 100 yards away from water, 60-70 feet from where the lake has ever flooded, and massive, massive insurance that they've been told, the federal government says you've got to buy, and FEMA underwrites it.
[01:05:05.569 --> 01:05:07.030]  FEMA gets a big cut of it.
[01:05:07.631 --> 01:05:12.996]  And we've got this TV report, a levy official FEMA plans to scam to raise money.
[01:05:13.136 --> 01:05:17.860]  Rob Rash, CEO and Chief Engineer of the Levy District, made his accusation Saturday during a candidate forum.
[01:05:18.181 --> 01:05:22.324]  Rash told candidates that FEMA officials told him the agency owes $20 billion to the U.S.
[01:05:22.344 --> 01:05:26.008]  Treasury and the only way they can get it is through flood insurance premiums.
[01:05:26.528 --> 01:05:30.632]  And so, but it's also the precedent of this being set up
[01:05:31.092 --> 01:05:35.153]  Where they're going to start making people buy flood insurance who are 5,000 feet above sea level.
[01:05:35.193 --> 01:05:38.994]  I mean, this is really happening and it's another form.
[01:05:39.374 --> 01:05:43.315]  It's like all the bills, new ones every year, on your cell phone bill.
[01:05:43.576 --> 01:05:45.996]  Now they want computer service charges for your internet.
[01:05:47.097 --> 01:05:48.897]  Now they want all these other environmental fees.
[01:05:49.237 --> 01:05:55.799]  Just hundreds of new taxes all across the country are coming and it's just destroying us.
[01:05:55.859 --> 01:05:58.580]  So we appreciate Rob Rash for joining us.
[01:05:58.620 --> 01:05:59.140]  Sir, thank you.
[01:05:59.640 --> 01:06:00.361]  Thank you, Alex.
[01:06:00.421 --> 01:06:01.422]  I appreciate the time.
[01:06:01.802 --> 01:06:02.142]  You bet.
[01:06:02.202 --> 01:06:02.543]  Okay.
[01:06:03.884 --> 01:06:06.907]  I mean, tell us about yourself, what's happened, what FEMA said in these meetings.
[01:06:07.708 --> 01:06:20.259]  Alex, when we met with FEMA in Washington, D.C., they told us point blank that they had $20 billion worth of debt that they had to repay from Hurricanes Katrina and Rita, and the only way they had to recoup that money was through flood insurance premiums.
[01:06:20.968 --> 01:06:29.330]  And what they are doing, in 2004, the Congress started the Map Modernization Program and directed FEMA to update their maps.
[01:06:29.430 --> 01:06:35.072]  But the update was just to digitize these existing maps for ease of replacement and renewal.
[01:06:35.532 --> 01:06:47.875]  In 2006, FEMA began a Map Modernization Program, or the Midcourse Adjustment, post-Katrina, which incorporated levies and definition of floodplains.
[01:06:47.935 --> 01:06:49.015]  And what FEMA's doing
[01:06:49.528 --> 01:06:59.310]  Is they are redefining floodplains across the country and requiring flood insurance so that they can recoup the money lost through Hurricane Katrina and Rita.
[01:06:59.451 --> 01:07:08.713]  And so what they're doing is areas that have never bought flood insurance in the past are now being at least either strongly recommended or required to purchase flood insurance.
[01:07:09.233 --> 01:07:13.794]  And this will affect 40%, 40% of the country.
[01:07:13.814 --> 01:07:17.155]  There's a 40% chance that you will be caught up in this scam.
[01:07:17.968 --> 01:07:29.018]  The reason that it is a scam is because if you go to any insurance company in the country and buy a flood insurance policy, FEMA underwrites every single one of those policies.
[01:07:29.638 --> 01:07:38.626]  FEMA is setting the rules, FEMA is defining the floodplain, and they are also setting the insurance requirements for the purchase of flood insurance.
[01:07:39.156 --> 01:07:42.658]  And they get a percentage of that money put into a fund, correct?
[01:07:43.079 --> 01:07:45.100]  That is correct.
[01:07:45.160 --> 01:07:46.941]  That money will go to the U.S.
[01:07:47.001 --> 01:07:47.482]  Treasurer.
[01:07:47.602 --> 01:07:49.523]  It's supposed to be to go to the U.S.
[01:07:49.563 --> 01:07:51.865]  Treasurer to repay the debt incurred by Katrina.
[01:07:53.446 --> 01:07:58.189]  Now, with the mid-course adjustment, that was all written within the bureaucracy.
