[00:00:00.069 --> 00:00:00.990]  Political talk.
[01:09:19.756 --> 01:09:20.156]  No, no, no.
[01:09:20.197 --> 01:09:22.018]  He's asking how were they sealed.
[01:09:22.218 --> 01:09:22.999]  How were they sealed?
[01:09:23.059 --> 01:09:26.702]  An executive order he signed the day that he was sworn into office.
[01:09:27.961 --> 01:09:33.930]  So the first thing on his mind when he got sworn in and had that executive power was to keep his record secret.
[01:09:34.351 --> 01:09:34.892]  Absolutely.
[01:09:35.853 --> 01:09:36.414]  Absolutely.
[01:09:36.454 --> 01:09:39.699]  Because he doesn't want us to... We know nothing about him.
[01:09:39.759 --> 01:09:41.161]  We haven't seen one thing from him.
[01:09:41.502 --> 01:09:42.704]  John, does that answer your question?
[01:09:43.496 --> 01:09:45.977]  Yes, do you know the number of that executive order?
[01:09:46.237 --> 01:09:46.697]  No, I don't.
[01:09:46.737 --> 01:09:47.877]  So I should show my mom.
[01:09:48.037 --> 01:09:51.379]  Hey guys, search engine Obama signs executive order sealing records.
[01:09:51.399 --> 01:09:53.819]  I remember that in the news on January 22nd.
[01:09:54.059 --> 01:09:56.020]  Obama signs executive order sealing records.
[01:09:56.260 --> 01:09:57.220]  Thanks for the call, John.
[01:09:57.440 --> 01:09:58.981]  Let's talk to Nick in Colorado.
[01:09:59.041 --> 01:09:59.821]  Nick, you're on the air.
[01:09:59.961 --> 01:10:00.201]  Go.
[01:10:01.222 --> 01:10:08.244]  Hey, I just was wondering if we know that the shadow government basically put Obama into his position.
[01:10:08.829 --> 01:10:18.153]  My question is, why do you think that they didn't put somebody in there that could produce the documents or just, you know, produce documents for him since they have that kind of power?
[01:10:18.213 --> 01:10:19.293]  I'll answer the question.
[01:10:19.433 --> 01:10:21.254]  They knew he was slick and a darling.
[01:10:21.554 --> 01:10:26.036]  They could blackmail him and control him with the information with him being compromised.
[01:10:26.336 --> 01:10:29.257]  And they love to violate our Constitution and sovereignty.
[01:10:29.277 --> 01:10:33.019]  Like Obama became the first, I'm going to play this later, did you guys cue it up?
[01:10:33.459 --> 01:10:35.980]  In fall of the Republic, we have him becoming the first U.S.
[01:10:36.020 --> 01:10:37.381]  President to coach,
[01:10:38.241 --> 01:10:56.549]  Yes, it does violate the Constitution, and I think they put him up because when I got the phone call, you've got to think about this, ladies and gentlemen, the phone call I got was, they said, Phil, you're the only attorney in the country we know with brass you-know-what that would sue Obama.
[01:10:57.376 --> 01:11:01.099]  And that was an honor I took here, but since then other attorneys have joined suit.
[01:11:01.519 --> 01:11:05.963]  But it's very rare you're going to find someone that wants to challenge the president or someone of that stature.
[01:11:06.363 --> 01:11:09.526]  And I did it because I think there's nothing more important than our Constitution.
[01:11:10.506 --> 01:11:12.528]  And there's very few of us that will do something like that.
[01:11:15.845 --> 01:11:16.585]  Absolutely.
[01:11:17.166 --> 01:11:19.426]  And again, I meant to have it queued up from Fall of the Republic.
[01:11:19.446 --> 01:11:20.967]  We did like five minutes in the film.
[01:11:21.527 --> 01:11:23.348]  I'll play it before the show ends today after you leave us.
[01:11:23.728 --> 01:11:25.149]  Specifically on him.
[01:11:25.849 --> 01:11:27.810]  And CNN said he's now president of the world.
[01:11:27.870 --> 01:11:29.951]  He has to swear the UN oath.
[01:11:30.071 --> 01:11:33.592]  And we give the subsection of the Constitution where it says you can't do that.
[01:11:33.652 --> 01:11:35.333]  I mean, this is outrageous.
[01:11:36.193 --> 01:11:40.315]  And anything he does to the national media is not anything detrimental.
[01:11:40.335 --> 01:11:41.695]  The national media does not cover it.
[01:11:42.235 --> 01:11:43.196]  We're going to jam in.
[01:11:44.395 --> 01:11:49.640]  Nick, Ronald, Bob and John's quick questions, quick answers from Phil Berg, Obamacrimes.com.
[01:11:50.001 --> 01:11:50.621]  I'm Alex Jones.
[01:11:50.661 --> 01:11:53.384]  Our websites are InfoWars.com and PrisonPlanet.tv.
[01:11:53.684 --> 01:11:57.188]  Find out all about Obama in my film, Fall of the Republic, on DVD.
[01:11:58.101 --> 01:11:59.962]  Heart disease is on the rise.
[01:12:00.082 --> 01:12:05.285]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[01:12:05.445 --> 01:12:06.786]  But the symptoms are there.
[01:12:07.046 --> 01:12:15.170]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:12:15.371 --> 01:12:21.174]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:12:21.294 --> 01:12:23.055]  My blood pressure has normalized.
[01:12:23.135 --> 01:12:25.256]  My diabetes has totally improved.
[01:12:25.416 --> 01:12:29.661]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:12:29.841 --> 01:12:31.984]  I recommend Heart and Body Extract to everyone.
[01:12:32.064 --> 01:12:39.832]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:12:40.513 --> 01:12:45.035]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:12:45.095 --> 01:12:47.236]  This is our last chance to not relive history.
[01:12:47.256 --> 01:12:48.657]  As we're finishing off this agenda,
[01:13:08.183 --> 01:13:10.844]  They'll be pulling the rug from underneath Americans at home.
[01:13:11.604 --> 01:13:17.086]  Tremendous influence on our President and Congress, and they really are calling the shots.
[01:13:17.246 --> 01:13:22.268]  I think it's incumbent upon all of us as American citizens to pay attention.
[01:13:22.428 --> 01:13:32.412]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[01:13:32.532 --> 01:13:34.633]  Tim Geithner, Bernanke, they're arsonists!
[01:13:34.873 --> 01:13:36.214]  They're asking for more matches!
[01:13:36.474 --> 01:13:38.755]  And the Congress is saying, who do we make the check out to?
[01:13:38.935 --> 01:13:40.776]  Today, it seems like nobody does care.
[01:13:41.056 --> 01:13:45.839]  And right now in Washington, D.C., we have seen a fall of the Republic.
[01:13:46.199 --> 01:13:50.981]  Get your copy of Fall of the Republic on DVD at InfoWars.com.
[01:13:51.221 --> 01:13:55.323]  Or watch it online right now in super high quality at PrisonPlanet.tv.
[01:13:59.236 --> 01:14:00.277]  Hi, this is Ted Anderson.
[01:14:00.677 --> 01:14:06.159]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[01:14:06.740 --> 01:14:07.240]  That's right.
[01:14:07.560 --> 01:14:09.841]  Gold has been available to be placed in IRAs since 1986.
[01:14:10.402 --> 01:14:17.325]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[01:14:17.885 --> 01:14:25.571]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[01:14:26.011 --> 01:14:30.875]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[01:14:31.495 --> 01:14:34.537]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[01:14:37.299 --> 01:14:41.421]  Don't get left behind by rising inflation and low return on your paper investments.
[01:14:41.822 --> 01:14:42.082]  Call 800-686-2237.
[01:14:42.102 --> 01:14:44.003]  Make sure that you secure your future.
[01:14:44.083 --> 01:14:44.383]  Call 800-686-2237.
[01:14:44.403 --> 01:14:44.963]  That's 1-800-686-2237.
[01:14:57.435 --> 01:15:02.941]  Lose 1 to 2 pounds a day the healthy way and keep it off with the help of the entire real HCG diet.
[01:15:03.122 --> 01:15:07.827]  With an average weight loss of 1.5 to 2 pounds a day, you can be in that bikini or swimming suit in no time.
[01:15:08.007 --> 01:15:12.192]  You've heard of people spending over $700 for this exact same diet at doctor's offices?
[01:15:12.452 --> 01:15:15.976]  Now you can start the entire HCG diet for under $100.
[01:15:16.216 --> 01:15:21.361]  YourHCG.com is the largest HCG reseller in the entire country and we want to help you.
[01:15:21.581 --> 01:15:23.823]  We have helped thousands of people shed unwanted weight.
[01:15:23.904 --> 01:15:25.946]  So call YourHCG.com today.
[01:15:26.166 --> 01:15:27.327]  No prescription required.
[01:15:27.467 --> 01:15:28.728]  No doctor visit required.
[01:15:28.788 --> 01:15:29.869]  No painful injections.
[01:15:30.050 --> 01:15:34.134]  With every purchase, we'll provide you with everything you need, including your supply of HCG.
[01:15:34.554 --> 01:15:34.954]  I think so.
[01:16:12.611 --> 01:16:19.994]  Lindsey Williams is coming up, but when we start the next segment, I'm going to play about four minutes from Fall of the Republic, where I break down Obama becoming the head of the U.N.
[01:16:20.094 --> 01:16:23.876]  And I'll give you the chapter and verse, the Constitution, where it's treason.
[01:16:25.577 --> 01:16:28.458]  Ronald in New Jersey, you're on the air with Phil Berg.
[01:16:28.498 --> 01:16:28.879]  Go ahead.
[01:16:29.959 --> 01:16:30.439]  Yes, sir.
[01:16:30.499 --> 01:16:32.420]  Mr. Berg, Alex, thank you very much.
[01:16:33.081 --> 01:16:33.961]  Just to be quick.
[01:16:34.764 --> 01:16:38.305]  I have a question that I've been trying to get a good answer to for about a year.
[01:16:39.385 --> 01:16:40.545]  I agree with everything you said.
[01:16:40.585 --> 01:16:43.706]  I think that there's ample evidence that there is no birth certificate.
[01:16:43.846 --> 01:16:59.549]  But even if there was, even if Obama was born in Hawaii, just by virtue of the fact that his father was never an American, and had he lived, could very well be ruling Kenya, doesn't that in itself contradict what was intended by the founders?
[01:17:02.811 --> 01:17:06.814]  I don't believe so, and that's an argument other attorneys have come forth with.
[01:17:07.334 --> 01:17:11.616]  I don't believe so because we keep changing the definition of natural born.
[01:17:12.136 --> 01:17:17.960]  For this reason, if husband and wife, wife and a girlfriend are traveling any place in the world and a child is born, if both are U.S.
[01:17:18.000 --> 01:17:18.400]  citizens,
[01:17:18.840 --> 01:17:19.881]  So we've got him right there!
[01:17:46.175 --> 01:17:47.276]  We have them all over the place.
[01:17:47.557 --> 01:17:48.738]  The guys are fraud.
[01:17:49.079 --> 01:17:50.360]  The guys are phony.
[01:17:50.420 --> 01:17:52.262]  His real name's Barry Sitaro.
[01:17:52.283 --> 01:17:53.204]  Bob in Texas.
[01:17:53.364 --> 01:17:54.205]  Bob, you're on the air.
[01:17:54.245 --> 01:17:57.349]  Go ahead.
[01:17:57.629 --> 01:17:58.971]  I have two quick comments.
[01:17:59.051 --> 01:18:04.457]  A comment for Mr. Berg was that back before the election, I was able to get through
[01:18:06.423 --> 01:18:07.143]  Your phone's really bad.
[01:18:07.203 --> 01:18:08.564]  Do you have a question?
[01:18:23.479 --> 01:18:25.861]  No, that's just a comment.
[01:18:25.881 --> 01:18:26.441]  Alright, Bob, thank you.
[01:18:46.314 --> 01:18:51.375]  Well, now Fox is going after you, Great Guns, with the birther thing.
[01:18:51.455 --> 01:18:52.736]  I mean, it's incredible, folks.
[01:18:53.056 --> 01:18:53.956]  I mean, that is wrong.
[01:18:54.416 --> 01:18:58.037]  Phil Berg, even if he was wrong, has a right to ask these questions.
[01:18:58.357 --> 01:19:00.677]  This is outrageous that Glenn Beck's doing that.
[01:19:00.697 --> 01:19:02.858]  And I don't want to attack Glenn Beck, but I'm sick of him.
[01:19:03.278 --> 01:19:05.439]  Okay, let's talk to John in Wisconsin.
[01:19:05.759 --> 01:19:07.019]  John, you're on the air with Phil Berg.
[01:19:07.059 --> 01:19:07.339]  Go ahead.
[01:19:08.527 --> 01:19:09.207]  Yeah, that's too far back.
[01:19:09.227 --> 01:19:12.969]  I mean, if he's related to the Mayflower, then I'm related to Obama on both sides of my family.
[01:19:33.959 --> 01:19:34.899]  Yeah, that's true, too.
[01:19:35.279 --> 01:19:37.200]  That's probably too far back, but contact me.
[01:19:37.240 --> 01:19:37.980]  We'll see what we can do.
[01:19:38.160 --> 01:19:38.420]  Thank you.
[01:19:38.440 --> 01:19:38.820]  Alright, sir.
[01:19:38.840 --> 01:19:39.440]  Thanks for the call.
[01:19:40.121 --> 01:19:41.601]  Let's talk to George in Connecticut.
[01:19:41.621 --> 01:19:42.641]  You're on the air with Phil Burr.
[01:19:42.661 --> 01:19:43.021]  Go ahead.
[01:19:43.041 --> 01:19:44.502]  Hey, Alex.
[01:19:44.622 --> 01:19:57.445]  I know you're a hard man to get through to four times, but anyway, the main point is both you guys should try to sue through the English court for them trying to slam to you, whatever, especially for you with the financial times, because
[01:19:58.089 --> 01:20:00.470]  You don't even have to prove that they slandered you.
[01:20:00.791 --> 01:20:04.773]  They have to prove that they innocently, or they were innocent of not slandering you.
