[00:00:00.109 --> 00:00:01.090]  News is taking place.
[01:07:49.551 --> 01:07:54.334]  Because they come into the communities and say, socialism, collectivism, communism is going to help the poor.
[01:07:54.754 --> 01:07:57.977]  So the poor get behind big government, not so they get some of the money.
[01:07:58.817 --> 01:08:00.478]  Even if you believe in communism, I don't.
[01:08:00.898 --> 01:08:03.019]  Because crooks always steal the money.
[01:08:03.679 --> 01:08:04.339]  And it's immoral.
[01:08:04.900 --> 01:08:06.520]  But they're not really communists.
[01:08:07.341 --> 01:08:13.804]  I mean, notice, big banks, the big powerful governments, always put communists and socialists in.
[01:08:14.224 --> 01:08:14.464]  Why?
[01:08:16.004 --> 01:08:18.646]  Because they're for collectivism, which is what the big banks want.
[01:08:18.686 --> 01:08:22.588]  I mean, again, I know you as the audience know this, but we've got to get this message out to people.
[01:08:22.608 --> 01:08:24.730]  I mean, really, we should write a news article.
[01:08:24.770 --> 01:08:27.752]  Kurt Nimmo, Paul Watson, Aaron Dyke, Steve Watson, somebody.
[01:08:28.092 --> 01:08:29.313]  Or some other news website.
[01:08:29.353 --> 01:08:38.139]  Somebody ought to really go through and compare Glenn Beck to Barack Obama.
[01:08:39.199 --> 01:08:44.263]  And the only thing they really disagree on is global warming.
[01:08:45.031 --> 01:08:47.933]  Being man-made and government-run health care.
[01:08:49.354 --> 01:08:59.301]  And Glenn Beck is 100% right on those issues and it's great and I would love, look folks, I'm not attacking Glenn Beck because he's got a bigger radio show than mine and a big TV show, okay?
[01:09:00.141 --> 01:09:02.123]  I'm not here trying to win a popularity contest.
[01:09:03.183 --> 01:09:04.644]  I don't like to infight.
[01:09:04.804 --> 01:09:11.349]  I don't like to sit here and call people out in the media and make a big spectacle and issue out of it.
[01:09:11.389 --> 01:09:12.650]  That's all everybody else does.
[01:09:13.290 --> 01:09:14.011]  Beck is so
[01:09:15.495 --> 01:09:22.477]  Key to this though, where he's been placed, the things he has done, his history, that it goes against my instincts.
[01:09:22.697 --> 01:09:27.979]  I hate to have to go after Glenn Beck, but I know I must.
[01:09:28.639 --> 01:09:31.780]  You think I liked going up against Obama when he was super popular?
[01:09:32.660 --> 01:09:35.041]  When he could do no wrong when he was the second coming of Christ?
[01:09:36.732 --> 01:09:38.453]  When he had an 80 plus percent approval rating?
[01:09:38.954 --> 01:09:40.335]  No, but I had to do the moral thing.
[01:09:40.375 --> 01:09:42.196]  I knew he was a con artist and a fraud and a liar.
[01:09:42.236 --> 01:09:43.057]  I knew who backed him.
[01:09:43.437 --> 01:09:46.099]  I knew what his scams were and I called him on it with precision.
[01:09:47.040 --> 01:09:54.245]  And I'm telling you folks, I get a bad feeling many times worse than I get listening and watching Obama.
[01:09:56.567 --> 01:09:58.408]  There is something diabolical.
[01:09:58.468 --> 01:10:01.711]  There is something just truly demonic about Glenn Beck.
[01:10:03.385 --> 01:10:10.367]  And, again, you can go pull the clips up, saying Ron Paul's a kook, saying we need to arrest 9-11 truthers, saying we're terrorists.
[01:10:10.527 --> 01:10:11.607]  I heard him say it again today.
[01:10:12.087 --> 01:10:13.888]  I never used to tune in.
[01:10:13.908 --> 01:10:15.508]  I would see YouTube clips.
[01:10:16.008 --> 01:10:22.290]  Now I'm forcing myself, and it's like going into a porta-potty and opening the lid and looking in.
[01:10:22.310 --> 01:10:23.230]  I mean, I don't want to.
[01:10:23.710 --> 01:10:26.051]  And I'm having to look at this, and I'm just like, look at it.
[01:10:27.351 --> 01:10:28.312]  It's so fake.
[01:10:31.363 --> 01:10:36.347]  Glenn Beck is going to serve a key position in bringing us into tyranny.
[01:10:37.508 --> 01:10:39.490]  He is Benedict Arnold from the beginning.
[01:10:40.051 --> 01:10:41.492]  There is no doubt about it.
[01:10:41.592 --> 01:10:42.953]  He is bad news.
[01:10:43.353 --> 01:10:43.934]  Bad news.
[01:10:44.735 --> 01:10:47.077]  Judge Andrew Napolitano is a great guy.
[01:10:47.657 --> 01:10:49.219]  Never violated his conscience.
[01:10:50.199 --> 01:10:53.302]  Never wavered in his constitutional position.
[01:10:53.362 --> 01:10:53.863]  He's good.
[01:10:55.006 --> 01:10:58.929]  I mean, I wish, you know, he was the guy in Glenn Beck's position, but they're not going to allow that.
[01:10:59.229 --> 01:11:06.775]  They'll let him fill in some time, you know, and have his own show on smaller parts of the business network, because they know it's super popular.
[01:11:06.795 --> 01:11:12.059]  You know, they want that audience of people that are awake, but they also want to control that audience.
[01:11:12.179 --> 01:11:17.143]  And look, I'll just tell Glenn Beck, and I'll come back and take your calls, stop it, man, we see what you're doing.
[01:11:18.402 --> 01:11:21.847]  Even if you lose your contract, stop stabbing us in the back.
[01:11:22.227 --> 01:11:25.051]  And stop saying 9-11 truthers are going to kill Barack Obama.
[01:11:26.033 --> 01:11:27.094]  I mean, come on, man.
[01:11:28.516 --> 01:11:30.919]  You agree with Cass Sunstein that we're the number one enemy.
[01:11:31.300 --> 01:11:33.283]  Because you guys know what really happened on 9-11.
[01:11:35.265 --> 01:11:42.469]  For the first time ever, the makers of Alpine Air Foods have approved an incredible sale with savings only available through ready-made resources.
[01:11:42.489 --> 01:11:47.492]  For a limited time, save 25% off all cases of freeze-dried foods by Alpine Air.
[01:11:47.532 --> 01:11:51.014]  Yes, 25% off on case lots only of Alpine Air Foods.
[01:11:51.174 --> 01:11:53.555]  Only available at readymaderesources.com.
[01:11:53.595 --> 01:11:56.037]  Mix and match as much as you want to best suit your needs.
[01:11:56.237 --> 01:11:56.657]  But hurry!
[01:11:57.058 --> 01:12:03.463]  This 25% off sale on Alpine Air Freeze Dried Foods is only until January 30th and only from readymaderesources.com.
[01:12:03.503 --> 01:12:07.746]  Quality Alpine Air Freeze Dried Foods have a 10-year shelf life and are easy to prepare.
[01:12:07.806 --> 01:12:10.148]  Just add water for great tasting snacks or meals.
[01:12:10.288 --> 01:12:14.051]  Remember, this sale on Alpine Air Foods only lasts through January 30th.
[01:12:14.071 --> 01:12:14.391]  Hurry!
[01:12:14.471 --> 01:12:17.554]  Go to readymaderesources.com or call toll-free 1-800-627-3809.
[01:12:20.196 --> 01:12:20.776]  We're good to go.
[01:12:34.585 --> 01:12:42.070]  Have you heard that millionaire, entrepreneur, businessman, your congressional candidate, and author Robert Beatles wrote a new book called Here's What You Do?
[01:12:42.351 --> 01:12:48.115]  You can buy it at Here'sWhatYouDo.net as an e-book for six bucks or the book for ten bucks.
[01:12:48.415 --> 01:12:51.097]  And we have an audio book on its way for you commuters as well.
[01:12:51.377 --> 01:12:57.301]  Here's what you do tells you exactly what to do to survive and thrive in these harsh economic times.
[01:12:57.661 --> 01:12:59.082]  This book will work for anyone.
[01:12:59.242 --> 01:13:01.524]  Rich, poor, middle class, it doesn't matter.
[01:13:01.724 --> 01:13:07.107]  This book truly has the information that can make you wealthy and it will tell you how to protect your wealth as well.
[01:13:07.348 --> 01:13:09.169]  You know the government isn't looking out for you.
[01:13:09.429 --> 01:13:10.770]  You need to look out for yourself.
[01:13:11.170 --> 01:13:13.431]  The economy is bad, but it's probably going to get worse.
[01:13:13.711 --> 01:13:18.053]  You must prepare and make sure you are able to financially take care of yourself and your loved ones.
[01:13:18.433 --> 01:13:21.814]  Go to Here'sWhatYouDo.net and start today.
[01:13:22.134 --> 01:13:24.755]  Again, it is Here'sWhatYouDo.net.
[01:13:25.255 --> 01:13:26.676]  That's Here'sWhatYouDo.net.
[01:13:27.156 --> 01:13:29.257]  One last time, it's Here'sWhatYouDo.net.
[01:13:34.500 --> 01:13:38.125]  When making important financial decisions, you should always know the facts.
[01:13:38.426 --> 01:13:41.991]  That's why Midas Resources is willing to pay you to read the facts.
[01:13:42.251 --> 01:13:43.012]  Midas Resources.
[01:13:46.775 --> 01:13:47.576]  We're good to go.
[01:14:13.079 --> 01:14:18.964]  Get the facts and call Midas Resources toll free at 888-292-2709.
[01:14:19.264 --> 01:14:21.565]  That's 888-292-2709.
[01:14:21.766 --> 01:14:27.510]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty silver half dollar.
[01:14:34.835 --> 01:14:36.416]  You may be new to freeze-dry foods.
[01:14:36.636 --> 01:14:38.237]  You may have storable food questions.
[01:14:38.457 --> 01:14:43.021]  You may want to buy your freeze-dried foods from a very reputable company and not go broke in the process.
[01:14:43.321 --> 01:14:44.902]  Welcome to the freeze-dry guy.
[01:14:44.922 --> 01:14:47.423]  Okay, actually, we're more than just one guy.
[01:14:47.524 --> 01:14:50.345]  We're a California-based company that's been serving our U.S.
[01:14:50.385 --> 01:14:56.109]  military and other government agencies with the finest in freeze-dried storable foods and emergency rations since 1970.
[01:14:57.350 --> 01:14:59.732]  See all about us at freeze dry guy dot com.
[01:14:59.872 --> 01:15:05.918]  With freeze dry guy freeze dried foods, you can and will be ready for just about any unexpected crisis.
[01:15:06.178 --> 01:15:13.104]  Freeze dry guy foods are delicious, require little preparation, and will taste just as fresh decades from now as they do today.
[01:15:13.264 --> 01:15:14.685]  Just add hot water and serve.
[01:15:14.885 --> 01:15:19.930]  Backpackers consistently rate us number one year after year as the best tasting and ease of preparation.
[01:15:20.350 --> 01:15:21.812]  Isn't that what you want for your family?
[01:15:22.053 --> 01:15:24.397]  Visit freeze dry guy dot com or call 866-404-FOOD.
[01:15:24.417 --> 01:15:26.340]  That's 866-404-3663 or go to freeze dry guy dot com.
[01:15:26.360 --> 01:15:27.682]  Freeze dry guy, the best you can.
[01:15:44.685 --> 01:15:50.588]  By the way, the guys found the Glenn Beck clip where he says 9-11 Truth's gonna kill Barack Obama.
[01:15:50.848 --> 01:15:51.668]  I mean, come on.
[01:15:53.209 --> 01:15:56.290]  Come on.
[01:15:56.310 --> 01:15:58.391]  9-11 Truth isn't allowed in the White House.
[01:15:58.471 --> 01:16:05.154]  Cass Sunstein says arrest anyone and arrest you, Glenn Beck, because you say man-made global warming isn't real.
[01:16:06.234 --> 01:16:07.695]  I mean, what is it with Michael Savage?
[01:16:08.763 --> 01:16:10.103]  Who I think is a lot better than Beck.
[01:16:10.123 --> 01:16:12.864]  I mean, I think Savage really believes what he's saying in many cases.
[01:16:13.564 --> 01:16:14.284]  He's not an actor.
[01:16:14.444 --> 01:16:15.605]  And he is intelligent.
[01:16:17.685 --> 01:16:20.246]  And he'll be saying the same thing today he was saying ten years ago.
[01:16:21.426 --> 01:16:22.206]  I'm going to your calls.
[01:16:22.266 --> 01:16:23.187]  It's just so amazing.
[01:16:23.547 --> 01:16:24.647]  Let's just do the Beck thing now.
[01:16:30.348 --> 01:16:36.990]  I remember hearing Savage say, if you protest the war, you should be put in a camp because you're aiding terrorists.
[01:16:38.482 --> 01:16:44.004]  And then strangely enough, the Deputy Attorney General at the time in California, Calhoun, came out and said the same thing.
[01:16:44.645 --> 01:16:52.668]  They were really trying to set the precedent to like test balloon if the people would allow the population to be arrested for speech.
[01:16:52.708 --> 01:16:56.070]  And I was like, whoa, even if you're for the war, you should be for free speech.
[01:16:57.593 --> 01:16:59.253]  You know, that was in 2003-2004.
[01:16:59.613 --> 01:17:01.234]  And anybody who listens to Savage heard it.
[01:17:01.514 --> 01:17:05.094]  I mean, I was spot-checking once or twice a week and I probably heard it 20 times.
[01:17:05.915 --> 01:17:07.295]  But I could actually listen to Savage.
[01:17:07.315 --> 01:17:08.715]  I mean, Beck just turns my stomach.
[01:17:08.755 --> 01:17:10.535]  It's so fake, folks!
[01:17:11.275 --> 01:17:12.076]  It's not real.
[01:17:14.676 --> 01:17:19.277]  And then Savage gets banned from England and I support his right of free speech and I'm against it.
[01:17:19.857 --> 01:17:25.638]  But, you know, there he is screaming and yelling when he's calling for one group to lose their free speech, but he doesn't need to lose his free speech.
[01:17:26.420 --> 01:17:27.220]  So here's the deal.
