[00:00:00.349 --> 00:00:02.610]  ...media, government cover-ups.
[01:01:59.159 --> 01:02:00.179]  I love to help people.
[01:02:00.199 --> 01:02:02.820]  I want to see people happy, free.
[01:02:03.382 --> 01:02:04.083]  You know what I'm saying?
[01:02:22.794 --> 01:02:23.755]  And logical thinkers.
[01:02:24.255 --> 01:02:27.879]  You know, right now we're raising a bunch of robots where they just go along with the system.
[01:02:28.219 --> 01:02:32.663]  You know, whatever the powers that be say, they do it and never ask any questions.
[01:02:32.743 --> 01:02:35.086]  And you know, you got to question what's going on here.
[01:02:35.486 --> 01:02:46.816]  You know, when you see these people attacking different countries over oil and, you know, resources, you know, it makes you wonder, you know, what is all this about?
[01:02:46.896 --> 01:02:48.378]  You know, is it really about
[01:02:49.201 --> 01:02:57.105]  Weapons of mass destruction are really just about making somebody's pocket richer who already have so much money that they're never going to spend it.
[01:02:58.546 --> 01:02:59.226]  Absolutely.
[01:02:59.307 --> 01:03:02.348]  Expanding on that, Ricky.
[01:03:03.009 --> 01:03:03.869]  Expanding on it.
[01:03:05.530 --> 01:03:07.911]  Just in a nutshell, how did you get into drug dealing?
[01:03:07.951 --> 01:03:09.852]  How did you get supplied by the CIA?
[01:03:10.252 --> 01:03:14.415]  And is it true you were making profit four or five million dollars a day?
[01:03:16.276 --> 01:03:19.097]  Yes, I got into it from a school teacher.
[01:03:19.618 --> 01:03:21.979]  Turn me on to the drug business.
[01:03:23.679 --> 01:03:26.641]  I started with absolutely nothing, $125.
[01:03:26.721 --> 01:03:27.301]  I was broke.
[01:03:28.902 --> 01:03:34.164]  I was making my hay day a million to two million dollars every day.
[01:03:35.044 --> 01:03:39.146]  It wouldn't be a day, not a day went by that I wasn't making a million dollars.
[01:03:41.047 --> 01:03:43.608]  Now was that profit or just overall?
[01:03:44.261 --> 01:03:45.303]  Overall, what's in profit?
[01:03:45.323 --> 01:03:48.870]  That would be, uh, off of a million dollars, my profit would be about $200,000.
[01:03:52.734 --> 01:04:08.267]  Now, when we come back, because we're about to break, I want to go through the history briefly for people that don't know, most people do, but directly from the horse's mouth, as they say, not from the media spin, that you didn't even discover until later you were really being supplied by the CIA.
[01:04:08.627 --> 01:04:11.149]  I want to walk through that, because this is a historical record.
[01:04:11.169 --> 01:04:13.751]  And then Gary Webb, they tried to discredit him.
[01:04:13.771 --> 01:04:15.893]  He had a new book coming out proving he was right.
[01:04:15.913 --> 01:04:17.034]  He's been since vindicated.
[01:04:17.054 --> 01:04:19.736]  He said people had been breaking into his house.
[01:04:19.796 --> 01:04:20.737]  Then he got killed.
[01:04:21.437 --> 01:04:21.837]  I don't know.
[01:04:31.581 --> 01:04:32.642]  Ricky Ross, stay there.
[01:04:33.442 --> 01:04:36.724]  The website is FreewayEnterprises.com.
[01:04:37.104 --> 01:04:41.106]  FreewayEnterprises.com to check out all things Freeway Ricky Ross.
[01:04:41.166 --> 01:04:42.446]  Ricky Ross is our guest.
[01:04:42.866 --> 01:04:47.469]  We got 58 minutes or 55 minutes coming up with our guest today.
[01:04:47.509 --> 01:04:51.370]  Very honored to have him with us and glad that he's been speaking out against the system.
[01:04:51.971 --> 01:04:52.391]  Stay with us.
[01:04:53.663 --> 01:04:57.666]  This is Alex Jones and I want to tell you about the Ecola Blue Atmospheric Water Generator.
[01:04:57.766 --> 01:05:00.509]  It produces pure drinking water right from the humidity in the air.
[01:05:00.649 --> 01:05:01.890]  No, this isn't science fiction.
[01:05:01.910 --> 01:05:02.590]  It's very real.
[01:05:02.730 --> 01:05:04.852]  I know because I use one every day in my own home.
[01:05:04.972 --> 01:05:06.493]  And it's available right now to you.
[01:05:06.633 --> 01:05:10.957]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[01:05:11.097 --> 01:05:13.379]  Clean, great tasting water without all the pollutants.
[01:05:13.659 --> 01:05:19.485]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator for your home or business.
[01:05:19.685 --> 01:05:24.410]  Their best seller, the Ecola Blue 28, produces up to 7 gallons of water every day.
[01:05:24.470 --> 01:05:27.213]  The Ecola Blue 28 is easy to use and economical.
[01:05:27.293 --> 01:05:29.936]  Generate your own pure water from the humidity in the air.
[01:05:30.016 --> 01:05:37.183]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[01:05:37.463 --> 01:05:41.164]  Order now and claim your water independence today by calling a Coloblue at 1-800-691-6043.
[01:05:41.184 --> 01:05:41.424]  That's 1-800-691-6043.
[01:05:41.444 --> 01:05:43.365]  Or visit a Coloblue on the web at www.ecoloble.com today.
[01:05:53.424 --> 01:05:57.667]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:05:57.987 --> 01:05:58.587]  Number one.
[01:05:58.888 --> 01:06:02.050]  New climate legislation could easily double or triple your electric bill.
[01:06:02.330 --> 01:06:02.870]  Number two.
[01:06:03.171 --> 01:06:07.734]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:06:08.074 --> 01:06:08.514]  It's true.
[01:06:08.814 --> 01:06:13.377]  Total government control of electricity in the name of smart grid technology is coming.
[01:06:13.678 --> 01:06:14.258]  Number three.
[01:06:14.518 --> 01:06:17.800]  In some areas of the country, the power grid is dangerously overloaded.
[01:06:18.100 --> 01:06:21.803]  And now, new socialist legislation is only compounding the problem.
[01:06:22.003 --> 01:06:22.544]  Number 4.
[01:06:22.804 --> 01:06:25.166]  Dangerous weather is always a threat to local grids.
[01:06:25.566 --> 01:06:28.929]  Every year, thousands of families lose their power from weather-related outages.
[01:06:29.229 --> 01:06:29.450]  Number 5.
[01:06:30.030 --> 01:06:33.953]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:06:34.174 --> 01:06:38.938]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:06:39.218 --> 01:06:43.241]  You can get more information at www.mysolarbackup.com.
[01:06:43.401 --> 01:06:44.963]  That's mysolarbackup.com.
[01:06:45.183 --> 01:06:47.284]  Remember, the government doesn't own the sun.
[01:06:47.445 --> 01:06:49.786]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:06:55.134 --> 01:06:58.755]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:06:59.095 --> 01:07:07.196]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:07:07.956 --> 01:07:11.977]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:07:12.577 --> 01:07:23.399]  The Silver Lungs Generator infuses the respiratory system with your self-produced nanosilver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:07:24.019 --> 01:07:33.041]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:07:33.541 --> 01:07:38.582]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:07:38.963 --> 01:07:46.144]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:07:46.444 --> 01:07:49.205]  That's www.silverlungs.com.
[01:07:58.883 --> 01:07:59.504]  Big Brother.
[01:08:00.184 --> 01:08:01.245]  Mainstream media.
[01:08:01.966 --> 01:08:03.067]  Government cover-ups.
[01:08:03.707 --> 01:08:04.528]  You want answers?
[01:08:05.288 --> 01:08:06.209]  Well, so does he.
[01:08:06.870 --> 01:08:10.493]  He's Alex Jones on the GCN Radio Network.
[01:08:11.053 --> 01:08:15.157]  And now, live from Austin, Texas, Alex Jones.
[01:08:17.178 --> 01:08:21.021]  FreewayEnterprise.com.
[01:08:21.222 --> 01:08:22.783]  FreewayEnterprises.com.
[01:08:22.843 --> 01:08:26.606]  Links up on InfoWars.com and PrisonPlanet.com.
[01:08:26.666 --> 01:08:27.367]  Ricky Ross.
[01:08:28.624 --> 01:08:30.804]  Spent decades in prison.
[01:08:31.225 --> 01:08:32.925]  We interviewed him from prison over the phone.
[01:08:32.985 --> 01:08:35.125]  Couldn't ever get into interviewing him.
[01:08:35.145 --> 01:08:38.446]  For American Drug War, five years in the making that Kevin Booth made.
[01:08:38.466 --> 01:08:43.547]  By the way, that's available at InfoWars.com with how we won the West exposing this.
[01:08:44.287 --> 01:08:46.848]  Our listeners on the Twitter, on the Facebook are going crazy.
[01:08:46.868 --> 01:08:55.909]  If you have questions for Freeway Ricky Ross, you can send it to Twitter.com forward slash real Alex Jones and we'll ask some of those questions.
[01:08:55.929 --> 01:08:57.610]  But Mr. Ross, again,
[01:08:58.870 --> 01:09:00.031]  Well, I'm going to have him tell it.
[01:09:00.951 --> 01:09:23.561]  Going through how he became the biggest drug dealer on the West Coast, how he discovered that it was the CIA supplying him, it came out in the Dark Majesty and Dark Alliance pieces done by Gary Webb, they clearly then murdered him, the cover-up of that, and now where he's going today, what he's doing today, and what he has to say about the phony drug war.
[01:09:23.981 --> 01:09:25.662]  We've got all these drug dealers interviewed.
[01:09:25.942 --> 01:09:28.043]  I've got a lot to say about that, Alex.
[01:09:29.158 --> 01:09:29.858]  Go ahead, sir.
[01:09:30.218 --> 01:09:30.838]  It's robbery.
[01:09:30.858 --> 01:09:32.499]  A lot of those people should be put in prison.
[01:09:34.479 --> 01:09:35.960]  That's running this drug war.
[01:09:36.260 --> 01:09:36.940]  It's a mockery.
[01:09:38.940 --> 01:09:39.861]  Well, we're going to get into that.
[01:09:39.881 --> 01:09:44.962]  In fact, right now, just give us your take on how the drug war really works, who's really behind the drugs, and let's go over your history.
[01:09:45.742 --> 01:09:49.523]  Well, you know, Alex, I started off when I first started selling drugs, Alex.
[01:09:49.943 --> 01:09:53.304]  Believe it or not, I had no clue that I was going to become a drug dealer.
[01:09:54.162 --> 01:09:55.823]  No intentions on becoming a drug dealer.
[01:09:55.843 --> 01:10:05.689]  I was a tennis player trying to become a tennis pro, wanting to go to college first to play tennis, and then wanting to go from there to become a pro.
[01:10:06.409 --> 01:10:14.534]  It was a movie came out that first introduced me, the first time I ever heard about cocaine, and then it went from there to a teacher telling me that that's how he made his money.
[01:10:15.434 --> 01:10:16.715]  And that sparked my interest.
[01:10:16.795 --> 01:10:23.199]  I went from being a total novice within five months to being, you know, a player.
[01:10:23.692 --> 01:10:28.055]  In the drug business, making, you know, $1,000 a day.
[01:10:28.616 --> 01:10:33.019]  So, basically, I was trapped, almost, I would say.
[01:10:33.359 --> 01:10:46.449]  Because, you know, when I go out and talk to these kids right now, I let them know that I know that today they may be innocent and not involved in drugs or anything like that there, but tomorrow, you know, that could change with circumstances.
[01:10:47.690 --> 01:10:49.711]  So that's basically how I got started in it.
[01:10:51.388 --> 01:10:55.992]  How I found out about that the CIA was involved, I got a call one day from my lawyer.
[01:10:57.594 --> 01:11:00.416]  My counselor came and got me and said, hey, your lawyer said he needs to talk to you.
[01:11:00.837 --> 01:11:05.220]  So when I called my lawyer back, it was, uh, he was telling me about Gary.
[01:11:05.260 --> 01:11:08.784]  He didn't tell me Gary's name, but he said some reporter's investigating you, informant.
[01:11:09.184 --> 01:11:10.765]  And he said that this guy's a major player.
[01:11:10.805 --> 01:11:12.607]  I said, well, I already knew he was a major player.
[01:11:13.388 --> 01:11:14.929]  That's where I used to get all my drugs from.
[01:11:15.349 --> 01:11:15.750]  So, uh,
[01:11:16.613 --> 01:11:18.135]  I don't know how major he was though.
[01:11:18.195 --> 01:11:20.697]  I didn't know that he had the ties that he had.
