[00:00:00.089 --> 00:00:01.330]  GCN Radio Network.
[01:09:20.405 --> 01:09:24.708]  So this is a Cassandra Anderson of GreatInfoWars.com writer's report.
[01:09:24.748 --> 01:09:28.650]  And then she has a link to the video that was up actually today.
[01:09:28.690 --> 01:09:31.531]  This is up today on InfoWars.com.
[01:09:31.571 --> 01:09:32.292]  So I'd seen this.
[01:09:32.912 --> 01:09:35.373]  I'd seen him talking about this a few days ago.
[01:09:35.433 --> 01:09:36.614]  But here it is today.
[01:09:36.694 --> 01:09:38.335]  I tell you, our great writers are on top of it.
[01:09:38.855 --> 01:09:40.296]  We've got a story dealing with this.
[01:09:41.670 --> 01:09:46.752]  And it is to buy more land, and it's got video of Gohmert showing the federal maps.
[01:09:47.392 --> 01:09:49.433]  And then what isn't federal, most of it's state.
[01:09:50.433 --> 01:09:55.395]  Of course, the biggest state in the country that has the most private land is Texas, and they're trying to change that here.
[01:09:56.075 --> 01:09:58.856]  Most of the land is private or state, not federal.
[01:09:59.597 --> 01:10:01.137]  And if it's federal, it means it's corporate.
[01:10:01.217 --> 01:10:02.558]  We've been taken over by these interests.
[01:10:02.818 --> 01:10:08.220]  Okay, let's go quickly now through your calls, because I've got to just... I'm looking at all these stacks of incredibly important news coming up.
[01:10:08.980 --> 01:10:10.581]  And some eugenics news I want to go over.
[01:10:12.012 --> 01:10:14.373]  Let's go ahead and talk to Jeremy in California.
[01:10:14.413 --> 01:10:15.073]  You're on the air.
[01:10:16.454 --> 01:10:21.475]  Hey, um, I just, uh, I was going to call you about something else that's a pressing story of the day.
[01:10:21.515 --> 01:10:28.357]  It seems like in the mainstream media, but, um, I was diverted a little bit by your comments and by the, uh, maybe one or two callers ago.
[01:10:29.198 --> 01:10:32.659]  Um, you know, Alex, it is okay to question you.
[01:10:32.999 --> 01:10:35.500]  It's okay to, to give you a critique.
[01:10:35.540 --> 01:10:35.980]  Is it not?
[01:10:36.886 --> 01:10:38.267]  Well, yeah, we didn't screen your call.
[01:10:38.287 --> 01:10:39.067]  You're on air, Jeremy.
[01:10:39.387 --> 01:10:40.488]  Right, I understand that.
[01:10:40.548 --> 01:10:47.451]  But, you know, kind of around 10 minutes to the hour, you made it sound like you're doing the Lord's work.
[01:10:48.257 --> 01:10:52.240]  And that you're almost like, you know, what you mock occasionally of being of the Lord.
[01:10:52.400 --> 01:10:54.962]  And it was just, you know, it's okay.
[01:10:55.283 --> 01:10:56.544]  You make mistakes, Alex.
[01:10:57.024 --> 01:11:05.090]  Yeah, but Jeremy, it's not okay, a popular lie, to say that we have fake phone calls and screened phone calls.
[01:11:05.110 --> 01:11:08.233]  I mean, that was my little example there.
[01:11:08.313 --> 01:11:10.735]  And maybe you missed the whole point of what I was saying.
[01:11:12.296 --> 01:11:14.157]  I'm not the one raising your taxes.
[01:11:14.377 --> 01:11:16.557]  I'm not the one putting poison in your food and water.
[01:11:17.177 --> 01:11:19.738]  I'm not the one trying to launch a war against Iran.
[01:11:20.458 --> 01:11:27.020]  I'm here trying to get people to realize our country has been taken over by offshore corporations.
[01:11:27.560 --> 01:11:30.181]  And so my point was, so much of people's time
[01:11:31.201 --> 01:11:33.283]  And I'm not saying that some criticism isn't warranted.
[01:11:33.303 --> 01:11:33.983]  Nobody's perfect.
[01:11:34.023 --> 01:11:36.125]  I make mistakes all the time and own up to them.
[01:11:36.205 --> 01:11:37.346]  I try to be a good person.
[01:11:37.406 --> 01:11:38.647]  I try to be accurate.
[01:11:39.187 --> 01:11:44.151]  My issue is we have bigger fish to fry than just talking about Alex Jones all day.
[01:11:45.487 --> 01:11:47.969]  And talking about doing the Lord's work, I am a Christian.
[01:11:48.829 --> 01:11:50.230]  I do believe we have a spirit.
[01:11:51.191 --> 01:11:57.635]  And I do believe standing up against abortion and wars and torture and secret arrest is the Lord's work.
[01:11:58.936 --> 01:12:00.657]  And when I make fun of some preacher,
[01:12:01.337 --> 01:12:06.220]  Saying it's the Lord's work, like some of them have said, to kill Palestinian babies.
[01:12:06.760 --> 01:12:08.001]  That's who I'm making fun of.
[01:12:08.081 --> 01:12:11.383]  So, you know, I didn't say I was doing the Lord's work.
[01:12:11.663 --> 01:12:17.646]  I think this work is important, and I guess you could call the work of standing up against evil the Lord's work.
[01:12:17.946 --> 01:12:21.648]  And I did talk about being able to judge between good and evil being essential.
[01:12:22.509 --> 01:12:25.631]  But, I mean, do you have any other news or anything you want to discuss, Jeremy?
[01:12:26.071 --> 01:12:26.251]  Yes.
[01:12:26.791 --> 01:12:27.872]  And you know what, Alex?
[01:12:28.252 --> 01:12:29.573]  Thank you for, one,
[01:12:30.457 --> 01:12:57.817]  uh... letting me engage you on that and to keeping me on to talk about what i originally called about it we don't have to thank me sir i want your phone calls i mean i know but you know a lot of people when you call you know and disagree man there's people out there that just freak out i mean i've heard clips of glenn beck just go off but anyway well look i've gone off on people last night i got angry because i was reading some comments on prison planet dot com
[01:12:58.797 --> 01:12:59.117]  I think?
[01:13:20.023 --> 01:13:22.345]  But the term Obama deception was erased.
[01:13:22.365 --> 01:13:24.207]  The term Obama censor was erased.
[01:13:24.627 --> 01:13:29.731]  The term, separately, the term Top Secret America was number nine.
[01:13:29.751 --> 01:13:31.432]  And I noticed that my term...
[01:13:32.729 --> 01:13:50.037]  Monday and the term Monday was a Google spies I noticed that it disappeared from number one and that top secret America disappeared from number nine completely so my issue is Google is gaming and manipulating the the the the
[01:13:51.878 --> 01:13:53.220]  Most popular search terms.
[01:13:53.580 --> 01:13:54.822]  We have demonstrated it.
[01:13:55.122 --> 01:13:58.326]  And people are like, oh no, your term can just move up and down.
[01:13:58.486 --> 01:13:59.627]  Well, that's not what I said.
[01:13:59.647 --> 01:14:02.010]  It didn't move from number 1 to number 200.
[01:14:02.271 --> 01:14:03.472]  It moved from number 1 to 0.
[01:14:04.333 --> 01:14:05.154]  Does not exist.
[01:14:05.394 --> 01:14:05.554]  Look.
[01:14:06.716 --> 01:14:09.899]  I was sent emails yesterday and it frustrates me for their own ignorance.
[01:14:10.119 --> 01:14:17.304]  I can't believe how willfully dumb they are saying that we took down the Obama deception or saying it was never even down.
[01:14:17.725 --> 01:14:19.406]  It said removed by user.
[01:14:20.126 --> 01:14:22.648]  The user, the director account, did not take it down.
[01:14:22.889 --> 01:14:23.929]  It was already number one.
[01:14:24.790 --> 01:14:26.412]  Why would we take it down if it was number one?
[01:14:26.572 --> 01:14:32.517]  And then, A, anybody who has a YouTube account knows you cannot remove your own video and then put it back up.
[01:14:32.918 --> 01:14:34.499]  That's a 100% rule.
[01:14:34.839 --> 01:14:36.741]  This is the second time we've only ever seen it.
[01:14:37.942 --> 01:14:44.908]  So I get frustrated at people's criticism of me because 95% of the time it's unfounded baloney.
[01:14:45.669 --> 01:14:58.419]  You know, I get sick of people telling me that I work for the Vatican when I'm not a Catholic, and my family was on the Mayflower, and my family, the Ayers family, helped raise Colonel Travis's son, and helped found Texas.
[01:14:58.920 --> 01:14:59.200]  Okay?
[01:14:59.240 --> 01:15:02.082]  I don't bash Catholics, but I'm as Protestant as they get.
[01:15:02.403 --> 01:15:05.225]  It doesn't get any more purebred pilgrim than me.
[01:15:05.625 --> 01:15:06.006]  Okay?
[01:15:06.226 --> 01:15:08.828]  I'm a pilgrim, baby, on both sides of my family.
[01:15:09.108 --> 01:15:10.469]  It doesn't get any more pure.
[01:15:11.030 --> 01:15:13.532]  It's frustrating to be told I work for Israel,
[01:15:13.772 --> 01:15:18.094]  And I'm an Israeli citizen, when I have no connections to Israel, and my wife doesn't.
[01:15:18.475 --> 01:15:18.755]  Okay?
[01:15:18.835 --> 01:15:36.524]  I'm tired of the fact that we're going to hell in a handbasket, and cancer rates are exploding, and sterility is exploding, and we know the flu shot was killing people, and we know Gardasil is killing people, and folks like some mindless simple thing, they can repeat like parrots, over and over again.
[01:15:36.785 --> 01:15:38.085]  That's what I'm frustrated at.
[01:15:38.325 --> 01:15:38.666]  So I don't...
[01:15:39.486 --> 01:15:41.928]  I'm frustrated because we don't have much time, sir.
[01:15:41.988 --> 01:15:42.828]  We don't have much time.
[01:15:43.269 --> 01:15:45.370]  And what was your point, Jeremy?
[01:15:45.390 --> 01:15:46.050]  What was your point?
[01:15:46.070 --> 01:15:47.351]  Because I'm not going to be able to get to the other calls.
[01:15:47.371 --> 01:15:47.872]  I've got this news.
[01:15:47.892 --> 01:15:48.572]  I've got to get to those.
[01:15:49.313 --> 01:15:49.713]  Thank you.
[01:15:49.913 --> 01:15:52.675]  And one quick little footnote to what you just said about Google.
[01:15:52.695 --> 01:15:56.958]  Don't forget, man, they park their jets on NASA's facilities, so we know who they're working for.
[01:15:56.978 --> 01:15:58.118]  Oh, no, I'm lying.
[01:15:58.198 --> 01:16:00.760]  Google's not involved with the CIA and the government.
[01:16:01.120 --> 01:16:04.883]  Look, I said this five years ago, and now it's mainstream news.
[01:16:05.003 --> 01:16:06.344]  I know what I'm talking about.
[01:16:06.704 --> 01:16:09.005]  I mean, that's what I'm trying to... Yes, exactly!
[01:16:09.345 --> 01:16:12.526]  But people are saying Google isn't involved in spying.
[01:16:12.746 --> 01:16:14.026]  They're not censoring people.
[01:16:14.266 --> 01:16:14.726]  Bull!
[01:16:15.006 --> 01:16:16.727]  And then people tell me, well, don't be on Google.
[01:16:17.007 --> 01:16:18.607]  Google is the Internet now.
[01:16:18.847 --> 01:16:20.348]  They're trying to take the whole web over.
[01:16:20.648 --> 01:16:21.968]  I'm on the main battlefield.
[01:16:23.068 --> 01:16:27.430]  But, Alex, I wanted to get your opinion and comments.
[01:16:27.530 --> 01:16:31.631]  If you could tell us what you know about Andrew Breitbart.
[01:16:31.811 --> 01:16:35.852]  I think that there is, just like you did with the machete thing earlier,
[01:16:36.601 --> 01:16:50.335]  There's an ongoing racial divide and conquer thing going on here and I believe that Andrew Breitbart, this guy Malik Shabazz that Fox News has put out, I believe he's a paid contributor of theirs because he's not anywhere else on cable news.
[01:16:50.808 --> 01:16:58.411]  I think that there's definitely an organized effort here, and if you know anything about Breitbart, it's time to expose this creep for who he is.
[01:16:58.851 --> 01:17:10.356]  Okay, what I know about Breitbart is that he has a big news website, and that he's done work with Matt Drudge before, and all I can do is say Matt Drudge is exposing world government and the New World Order.
[01:17:10.936 --> 01:17:14.218]  And Brett Barth did expose the Black Panther saying kill the crackers.
[01:17:15.299 --> 01:17:19.782]  Now they're saying that the tape was edited and my guys have watched it this morning.
[01:17:19.802 --> 01:17:20.742]  I haven't had time to watch it.
[01:17:21.463 --> 01:17:23.244]  But in fact, who was that?
[01:17:23.284 --> 01:17:31.209]  Matt Ryan called me this morning or IM me and told me that that lady went on to say that she decided not to discriminate against him because he was white.
[01:17:31.409 --> 01:17:34.270]  She decided to be better than that and that the farmers
[01:17:36.221 --> 01:17:43.384]  Wife went on TV, and I did read about this on MSNBC, and said that, no, that lady helped him.
[01:17:44.424 --> 01:17:49.826]  So, obviously, the Republicans, going back to Willie Horton, use race.
[01:17:50.706 --> 01:17:53.047]  And, obviously, Mecha and LaRosa use race.
[01:17:53.487 --> 01:17:58.529]  And, obviously, the NAACP uses race, because we're tribal creatures and it's very powerful.
[01:18:02.944 --> 01:18:06.565]  You know, I think it's self-destructive that I even have spent time attacking Glenn Beck.
[01:18:07.906 --> 01:18:10.027]  I mean, at least Glenn Beck's talking about the world government.
[01:18:10.287 --> 01:18:14.589]  I mean, there are bigger fish to fry than Brett Barth and Glenn Beck and all of these people.
[01:18:15.389 --> 01:18:18.710]  I mean, look, Obama signed sweeping financial overhaul into law.
[01:18:18.990 --> 01:18:23.252]  This is the Federal Reserve completely taking over society.
[01:18:23.952 --> 01:18:27.394]  It's almost like even responding to racism feeds into it.
