[00:00:00.009 --> 00:00:01.612]  Confirmation war continues.
[01:51:08.151 --> 01:51:14.155]  Obama slipped off for a secret meeting, like he did with Hillary when we were at Bilderberg in 2008.
[01:51:15.055 --> 01:51:15.716]  We were there.
[01:51:15.956 --> 01:51:17.737]  The rest of the media was like, where are they?
[01:51:19.892 --> 01:51:20.232]  Go ahead.
[01:51:20.632 --> 01:51:29.457]  Yeah, I also wanted to go over, I also noticed one of the things that scared me just as much as the police state was, was the number of communists on the street.
[01:51:29.497 --> 01:51:31.478]  I just want to confirm everything that you're saying today.
[01:51:31.859 --> 01:51:34.260]  There were communists everywhere and they were well funded.
[01:51:34.560 --> 01:51:39.863]  They had these big giant banners up and they were on every street corner with printed newspaper published.
[01:51:40.163 --> 01:51:46.969]  And the police left them alone because I've been at other events and our sources say they were just, they were wonderful.
[01:51:47.009 --> 01:51:51.072]  It was only We Are Change and Patriot groups that they were after.
[01:51:52.634 --> 01:52:05.224]  My last point is, I also wanted to make the point that one of the reasons why I think they're doing these G20s and they're putting so much funding in it is because they're cashing all of their weapons, all of their armor for when they do implement martial law.
[01:52:05.244 --> 01:52:06.766]  Somebody had mentioned that to me and I thought I'd...
[01:52:07.366 --> 01:52:20.691]  No, these are laboratory takeover drills, so they're visiting all the major cities, they're meeting every month, all over the world, way more money is spent than should, and they admit they're training to have local police go under foreign bank control.
[01:52:20.731 --> 01:52:26.054]  That's like the city of Austin, 2.6 billion in taxes on energy to pay the banks.
[01:52:26.974 --> 01:52:31.456]  It's just, the banks are coming into our cities and raping us financially.
[01:52:31.496 --> 01:52:31.876]  Go ahead.
[01:52:33.238 --> 01:52:36.420]  Last point I wanted to make was about these agents provocateurs.
[01:52:36.781 --> 01:52:37.641]  I've seen them there.
[01:52:38.122 --> 01:52:44.706]  There was a couple of people there with InfoWars shirts on and he had a video camera and we were trying to get their faces on video camera.
[01:52:45.047 --> 01:52:56.475]  I met up with some 9-11 truth guys from Toronto that had the 9-11 was an inside job and the InfoWars.com on the back of it and we were shouting, resist the new world order, 9-11 was an inside job.
[01:52:56.495 --> 01:52:59.317]  So we were really pushing the message and trying to get the message out.
[01:52:59.717 --> 01:53:01.019]  What were the provocateurs doing?
[01:53:01.059 --> 01:53:02.361]  You've done a great job, Jeff.
[01:53:14.645 --> 01:53:27.855]  Um, well basically they were all huddled up together, and then all of a sudden they dispersed, and there was one here, one over there, one over there, but they did have the combat style boots on, like we've seen in the past at the Security and Prosperity Partnership in Montreal.
[01:53:28.315 --> 01:53:31.797]  Um, but they had walkie-talkies in their hand, they looked like they were organized.
[01:53:31.818 --> 01:53:34.179]  Yeah, that's when we caught the cops attacking their own cops.
[01:53:34.279 --> 01:53:35.640]  Get that video up on YouTube.
[01:53:35.920 --> 01:53:36.881]  Great job, Jeff!
[01:53:37.241 --> 01:53:38.582]  Adam in Canada, you're on the air.
[01:53:38.602 --> 01:53:40.324]  Yeah, two things.
[01:53:40.544 --> 01:53:43.466]  Uh, first of all, I'm here in the, uh, half the states are broke.
[01:53:44.165 --> 01:53:52.187]  And, uh, but then, again, with the comprehensive annual financial report from Walter Burian, is this all fake, that the states are broke?
[01:53:52.787 --> 01:53:56.708]  Well, number one, you notice they say the states are broke.
[01:53:56.788 --> 01:54:02.250]  That's on budget, so they want to raise the taxes, because most of the money now goes to interest on the debt.
[01:54:02.590 --> 01:54:04.891]  But depending on the state, it varies.
[01:54:04.951 --> 01:54:13.153]  But yes, the states were not broke a few years ago, but they were invested in the $600 trillion, as the Washington Post now admits, derivatives.
[01:54:13.573 --> 01:54:16.154]  So the banks sold them that, got money.
[01:54:16.695 --> 01:54:32.323]  Now the states have had their assets devalued by about half, so they're overextended, and so they're trying to now raise more money, and they've lost their credit ratings, many of them, so they're paying higher interest to the same private banks.
[01:54:32.403 --> 01:54:34.805]  So it's a state-by-state issue.
[01:54:36.539 --> 01:54:39.805]  Okay, and the other point is on vaccines and viral theory.
[01:54:40.566 --> 01:54:43.010]  There's a British investigative journalist named Jeanine Roberts.
[01:54:43.030 --> 01:54:48.941]  She's got an excellent book and a website called fearoftheinvisible.com is the website.
[01:54:49.759 --> 01:55:07.934]  And what the field of molecular biology is apparently finding out is that a lot of these particles that are being sort of called viruses are, they're emitted by cells in a normal cell function, in the process of communication and repair and things, and they may in fact be a response
[01:55:08.570 --> 01:55:11.491]  To sell stress and disease, not the cause of it.
[01:55:12.332 --> 01:55:25.458]  And in that book, she also outlines how Robert Gallo, the supposed discoverer of AIDS, all of his work, his four main papers on which all of the HIV theory and all the funding is based, were found to be completely fraudulent in here.
[01:55:25.598 --> 01:55:29.840]  AIDS, HIV is a cover for other soft kill weapons introduced.
[01:55:29.860 --> 01:55:33.121]  The Navy developed the bioweapon, and I appreciate your call.
[01:55:33.141 --> 01:55:36.303]  Now this is all declassified, just the general public doesn't know it.
[01:55:37.463 --> 01:55:38.524]  Great point, caller.
[01:55:38.665 --> 01:55:41.687]  Man, I wish I had time to... Look, we're going to have four hours tomorrow to take calls.
[01:55:42.007 --> 01:55:43.709]  In fact, how many guests do I have tomorrow?
[01:55:43.729 --> 01:55:46.311]  I have just... Good, so we're wide open tomorrow.
[01:55:46.351 --> 01:55:49.494]  Let's leave it wide open except for G20 people in the last hour.
[01:55:49.514 --> 01:55:51.576]  Because I want to take calls, calls, calls.
[01:55:52.897 --> 01:55:54.718]  Almost out of time, but let's jam in a couple more.
[01:55:55.019 --> 01:55:55.899]  Adam in Canada.
[01:55:55.919 --> 01:55:56.600]  We just talked to Adam.
[01:55:57.281 --> 01:55:57.921]  Mark in Florida.
[01:55:57.941 --> 01:55:58.401]  You're on the air.
[01:55:58.422 --> 01:55:58.742]  Go ahead.
[01:56:00.000 --> 01:56:10.107]  Yeah, a quick comment here, Alex, about the sad state of affairs in the southern states where they would turn people into refugees because of the fumes.
[01:56:10.588 --> 01:56:10.848]  Yes.
[01:56:11.028 --> 01:56:20.135]  The CIA in the 1950s, via the Saigon military mission, caused a lot of unrest in North Vietnam.
[01:56:20.856 --> 01:56:24.340]  And, uh, they brought, uh, uh, they, the U.S.
[01:56:24.440 --> 01:56:38.798]  Navy and Air Force then brought a million North Vietnamese into the, uh, South, into South Vietnam, where everything was settled and had been that way for thousands of years, and they brought all these, these new folks in there and caused major unrest in that country.
[01:56:39.358 --> 01:56:40.819]  And that contributed to the war.
[01:56:40.839 --> 01:56:41.639]  Well, they wanted a war.
[01:56:41.659 --> 01:56:42.840]  They funded Hershey, man.
[01:56:42.880 --> 01:56:43.881]  They staged the whole thing.
[01:56:43.901 --> 01:56:46.242]  Fletcher Browdy, head of Black Ops, exposed it.
[01:56:46.542 --> 01:56:51.865]  Our government funds all the communists, all the fascists, Saddam, Bin Laden.
[01:56:52.226 --> 01:56:57.689]  I mean, it's all been declassified that McCarthy was right that the Pentagon was running the Soviet Union, basically.
[01:56:58.775 --> 01:57:10.959]  I mean, that's why Bob Chapman, who was in intelligence, said Friday he believes if they do go with this Marshall Law on the Gulf, that the Pentagon is going to spray stuff down there as a pretext that it won't really be the fumes.
[01:57:12.379 --> 01:57:14.379]  Because we know they've done things like that in the past.
[01:57:14.419 --> 01:57:15.860]  I mean, these people don't play games, folks.
[01:57:18.459 --> 01:57:18.879]  Great point.
[01:57:18.899 --> 01:57:22.261]  Back to what I was thinking of, Bob Chapman's comment.
[01:57:22.821 --> 01:57:23.481]  Great job, Mark.
[01:57:23.521 --> 01:57:24.201]  Call me back tomorrow.
[01:57:24.221 --> 01:57:26.883]  I'm sorry to Lance, Mark, Forrest, Moses, Jeff.
[01:57:27.143 --> 01:57:27.863]  You call me tomorrow.
[01:57:27.903 --> 01:57:28.723]  We'll keep those names.
[01:57:28.743 --> 01:57:30.604]  You go to front of the line tomorrow.
[01:57:30.724 --> 01:57:31.705]  Wide open phones.
[01:57:32.685 --> 01:57:33.465]  God bless you.
[01:57:33.825 --> 01:57:35.766]  Got some other important guests coming up this week.
[01:57:35.826 --> 01:57:36.727]  Great job, crew.
[01:57:36.747 --> 01:57:38.587]  Folks, all I'm doing is telling you the truth.
[01:57:38.847 --> 01:57:41.909]  It's up to you to go check out what I'm saying and see for yourself that it's true.
[01:57:43.846 --> 01:57:47.854]  Alex Jones here with urgent information concerning TrendsResearch.com.
[01:57:48.315 --> 01:57:55.009]  The Trends Journal distills the voluminous ongoing research of the Trends Research Institute into a concise, readily accessible form.
