[00:00:07.535 --> 00:00:09.796]  ...media, government cover-ups.
[01:12:52.699 --> 01:12:53.100]  They're not.
[01:12:53.500 --> 01:12:57.124]  They have no more cunning than a truck stop serial killer.
[01:12:57.224 --> 01:13:02.048]  And eventually, at some point, this will probably be their undoing.
[01:13:02.108 --> 01:13:03.209]  Don't underestimate them.
[01:13:03.229 --> 01:13:04.150]  They are pathological.
[01:13:04.170 --> 01:13:05.692]  I don't underestimate nor underestimate.
[01:13:05.712 --> 01:13:07.033]  The word is ritualistic.
[01:13:07.631 --> 01:13:08.653]  That's exactly what it is, Nick.
[01:13:08.713 --> 01:13:15.664]  Why do you think the nutcases that would get in control of Rome or Babylon or Egypt would always do ritualistic things?
[01:13:16.045 --> 01:13:21.033]  Because this is what obsessive compulsives that happen to also be psychopathic do.
[01:13:22.043 --> 01:13:35.532]  Even when it is not in their interest, even when there is a more cunning, a more wiser, a more clandestine way of doing things, they still choose... Well, this should scare you, because they've been doing all these drills again, and that was in the New York Times and New York Daily News.
[01:13:36.552 --> 01:13:45.218]  They usually gear up with a bunch of tests to get police acclimatized to seeing the drills, so when it really happens, they won't see it and stop it.
[01:13:45.678 --> 01:13:49.741]  No, there's a good guest you can have on your show by the name of Cole.
[01:13:49.902 --> 01:13:51.783]  He's a professor at Rutgers University.
[01:13:52.203 --> 01:13:55.066]  He's written two books about this subject already.
[01:13:55.266 --> 01:13:57.327]  I know that he was interviewed by Amy Goodman.
[01:13:57.788 --> 01:14:00.070]  This guy would be an excellent guest to interview about this.
[01:14:00.150 --> 01:14:01.751]  One of these specifically write about?
[01:14:02.491 --> 01:14:06.872]  He wrote about the tests in San Francisco and the New York City subway system.
[01:14:07.412 --> 01:14:09.893]  He wrote about the anthrax letters.
[01:14:10.833 --> 01:14:11.773]  That was his second book.
[01:14:11.973 --> 01:14:20.935]  And he has discussed now this issue that we've just learned about, that they conducted more gas tests in the New York City subway system at Grand Central Station.
[01:14:21.095 --> 01:14:21.335]  All right.
[01:14:21.535 --> 01:14:21.935]  Email?
[01:14:22.336 --> 01:14:23.416]  Ron, will you email me that?
[01:14:23.776 --> 01:14:28.657]  I don't have email capacity, but the guy... Why on earth does a smart guy like you not have email?
[01:14:29.608 --> 01:14:32.031]  Well, I'd rather do things the old-fashioned way.
[01:14:32.171 --> 01:14:33.272]  You're just an old cop.
[01:14:33.292 --> 01:14:36.295]  You need to learn new tricks, Ron.
[01:14:36.496 --> 01:14:40.280]  I got that old morality that says you don't hurt 19-month-old babies.
[01:14:40.800 --> 01:14:41.261]  It's true.
[01:14:41.301 --> 01:14:43.503]  Well, what do you think of them shooting the baby?
[01:14:44.204 --> 01:14:45.325]  I think that's a real pig.
[01:14:45.725 --> 01:14:47.087]  How's that?
[01:14:47.648 --> 01:14:50.631]  What could anyone say about a man shooting a baby?
[01:14:51.736 --> 01:14:53.176]  I would think that that's a savage.
[01:14:53.196 --> 01:14:54.597]  There's something wrong with that guy.
[01:14:54.977 --> 01:14:55.937]  He should be charged.
[01:14:55.997 --> 01:14:58.138]  He should be relieved, removed from the force.
[01:14:58.638 --> 01:15:01.539]  Who in God's name would shoot an infant?
[01:15:02.179 --> 01:15:05.500]  Who could find a justification for shooting an infant?
[01:15:06.560 --> 01:15:06.760]  Who?
[01:15:07.120 --> 01:15:08.320]  The baby may have been with Al-Qaeda.
[01:15:08.340 --> 01:15:08.841]  Thanks for the call.
[01:15:09.861 --> 01:15:13.842]  Being sarcastic, folks, and really I shouldn't joke about things like that, but it's just getting too crazy.
[01:15:15.600 --> 01:15:16.761]  No, I mean, he brings... Look, look.
[01:15:16.961 --> 01:15:25.929]  For the police listening around the country, you're listening right now, you didn't hear about them releasing a bioweapon in 68, as Ron mentioned, one of many tests, just type it in.
[01:15:26.850 --> 01:15:28.751]  You'll get like a hundred mainstream news articles.
[01:15:28.791 --> 01:15:29.272]  Seriously.
[01:15:29.872 --> 01:15:31.093]  You don't know about Shad?
[01:15:31.814 --> 01:15:37.579]  We have all those old interviews posted in the prisonplanet.tv... prisonplanet.com, actually, area.
[01:15:38.420 --> 01:15:40.021]  Maybe I should do some more interviews about that.
[01:15:41.442 --> 01:15:42.383]  I mean, your government...
[01:15:43.194 --> 01:15:44.215]  Does not care about you.
[01:15:44.235 --> 01:15:45.135]  It is not your government.
[01:15:45.175 --> 01:15:45.996]  It is a criminal group.
[01:15:46.436 --> 01:15:51.660]  I mean, soldiers, they make you breathe DU, which is going to kill you.
[01:15:53.461 --> 01:15:56.964]  I mean, if you don't think it's a big deal, you might as well take up smoking five packs of cigarettes a day.
[01:15:57.324 --> 01:15:59.526]  That's got less a chance of killing you than DU does.
[01:16:00.666 --> 01:16:07.711]  You know, just take up drinking a fifth of Jack Daniels every night, start smoking 14 cigars and hailing every day.
[01:16:07.771 --> 01:16:09.653]  I mean, it would be a lot better than huffing DU.
[01:16:12.063 --> 01:16:13.424]  I mean, take up cocaine.
[01:16:13.464 --> 01:16:14.664]  Take up smoking crack.
[01:16:14.684 --> 01:16:16.045]  It'd be better for you than this.
[01:16:16.365 --> 01:16:17.526]  Your government does this to you.
[01:16:18.406 --> 01:16:20.047]  Don't deny it.
[01:16:20.187 --> 01:16:21.848]  Don't weasel out of the way.
[01:16:22.408 --> 01:16:24.269]  You go look up Project Shad.
[01:16:24.289 --> 01:16:26.130]  Here, in case you're lazy, get the pen.
[01:16:26.190 --> 01:16:26.751]  It's right there.
[01:16:26.791 --> 01:16:28.271]  You're sitting in your squad car listening.
[01:16:28.611 --> 01:16:30.753]  Write down, Project Shad.
[01:16:32.133 --> 01:16:33.174]  I'm not going to get in trouble.
[01:16:33.234 --> 01:16:34.414]  I'm not going to type that in.
[01:16:34.474 --> 01:16:36.075]  I'm probably going to watch.
[01:16:36.535 --> 01:16:39.277]  Oh, but I thought we were not living in tyranny, but you're afraid to type that in.
[01:16:40.572 --> 01:16:41.713]  Just whatever, man.
[01:16:41.773 --> 01:16:43.614]  I'm not going to listen to you no more.
[01:16:43.754 --> 01:16:45.536]  I ain't bad, so government ain't bad.
[01:16:45.576 --> 01:16:46.776]  We never said you were bad.
[01:16:47.037 --> 01:16:47.897]  Most of you are good.
[01:16:48.357 --> 01:16:49.178]  But you're ignorant.
[01:16:49.798 --> 01:16:51.300]  And you're serving a corrupt system.
[01:16:51.340 --> 01:16:53.061]  And you need to know who you work for.
[01:16:55.823 --> 01:16:57.684]  Look up Tuskegee and black men.
[01:16:57.724 --> 01:16:58.825]  Type in Tuskegee.
[01:16:59.225 --> 01:17:01.967]  Type in 400,000 women sterilized secretly.
[01:17:02.307 --> 01:17:04.048]  Just type in 400,000 women.
[01:17:04.409 --> 01:17:06.450]  People think they couldn't do this stuff in secret.
[01:17:06.710 --> 01:17:08.011]  They sterilized over 400,000 women
[01:17:09.887 --> 01:17:13.510]  In a 45, 50 year period in this country.
[01:17:18.314 --> 01:17:18.995]  I mean, come on.
[01:17:19.695 --> 01:17:22.377]  Come on.
[01:17:22.417 --> 01:17:23.378]  Who's up next here?
[01:17:23.458 --> 01:17:24.399]  Larry in Arizona.
[01:17:24.439 --> 01:17:25.160]  Go ahead, Larry.
[01:17:26.661 --> 01:17:29.223]  Had Ron on for like 15 minutes, but he's really good info.
[01:17:29.243 --> 01:17:29.583]  Go ahead.
[01:17:29.823 --> 01:17:30.384]  Yeah, I like Ron.
[01:17:30.404 --> 01:17:32.025]  He's one of the better callers you have there.
[01:17:32.666 --> 01:17:36.469]  As a matter of fact, what I'm calling about today is I want to expand on something that Ron called about yesterday.
[01:17:37.109 --> 01:17:38.831]  About the street vendors in New York.
[01:17:39.992 --> 01:17:40.753]  I used to be one.
[01:17:41.253 --> 01:17:50.581]  I was a disabled veteran, and we were able to get the licenses to put a table on the street and sell things on the street there.
[01:17:53.203 --> 01:17:55.605]  But they really cracked down on us veterans there.
[01:17:55.665 --> 01:18:02.471]  They put all of midtown Manhattan off limits, and that's where mostly all of the tourists are that you can sell to.
[01:18:04.121 --> 01:18:06.062]  So they kept us out, like, on the fringes there.
[01:18:06.082 --> 01:18:09.063]  I used to set up my table right outside the World Trade Center.
[01:18:09.083 --> 01:18:11.464]  Well, you're not Somali, and you're not Russian.
[01:18:12.285 --> 01:18:14.786]  Well, yeah, and... You know what?
[01:18:14.806 --> 01:18:18.427]  They had two squads of cops, undercover cops, just to bust us peddlers.
[01:18:19.027 --> 01:18:24.049]  And they had a book, an inch thick, that they could find anything if they wanted to get you for something.
[01:18:24.069 --> 01:18:27.591]  And now it's in the news that they're giving the immigrants those.
[01:18:27.631 --> 01:18:30.232]  The government has the license, and they decide...
[01:18:31.369 --> 01:18:35.271]  I was just back in New York, and every street vendor looked like they were from Africa.
[01:18:35.592 --> 01:18:36.272]  And they're in Midtown.
[01:18:36.652 --> 01:18:38.393]  Hey, look, it is official.
[01:18:39.914 --> 01:18:40.855]  You didn't know about that?
[01:18:40.875 --> 01:18:43.316]  I live in Arizona now.
[01:18:44.257 --> 01:18:46.618]  Yeah, well, I'm sorry to hear about that.
[01:18:46.778 --> 01:18:47.399]  That happened to you.
[01:18:47.439 --> 01:18:48.019]  Anything else?
[01:18:48.599 --> 01:18:49.860]  Oh, yeah, I wanted to mention real quick.
[01:18:49.880 --> 01:18:50.140]  Stay there.
[01:18:50.160 --> 01:18:51.521]  We've got a break.
[01:18:51.541 --> 01:18:51.881]  Stay there.
[01:18:55.270 --> 01:18:55.670]  We're good to go.
[01:19:20.009 --> 01:19:20.409]  We're good to go.
[01:19:39.901 --> 01:19:43.929]  Discover your family's primary nuclear defense today at nukealert.com.
[01:19:44.089 --> 01:19:47.756]  That's N-U-K-A-L-E-R-T dot com or call 830-672-8734.
[01:19:54.247 --> 01:20:03.313]  Now you can upgrade your existing gravity filter to remove chemicals such as triamethylenes, atrazine, benzene, chlorine, chloroform, and MTBE to below detectable limits.
[01:20:03.573 --> 01:20:14.800]  Black Berkey elements are so powerful, they remove pathogenic bacteria, cysts and parasites to non-detectable levels, and transform water, even raw stagnant pond water, into delicious crystal clear drinking water.
[01:20:15.120 --> 01:20:20.844]  Nitrates, nitrites, radon-222, unwanted heavy metals like lead, mercury, and aluminum are no problem.
[01:20:21.084 --> 01:20:21.564]  We're good to go.
[01:20:43.721 --> 01:20:45.163]  Call New Millennium at 888-803-4438.
[01:20:45.724 --> 01:20:48.007]  That's 888-803-4438.
[01:20:48.368 --> 01:20:51.432]  Or order on the web at BerkeyWater.com.
[01:20:54.276 --> 01:20:56.620]  Hi folks, Jack Browning from Midas Resources.
[01:20:56.860 --> 01:20:57.941]  The real money folks.
[01:21:01.221 --> 01:21:04.523]  Let's review a few things from the past year, November 2003 to November 2004.
[01:21:04.563 --> 01:21:05.583]  The dollars range from $9,800 to $10,300, a 5% increase.
[01:21:05.623 --> 01:21:09.946]  The dollar's value has dropped from $0.96 to $0.70 against the Euro, a 24% decrease in spending power against the gold-backed Euro.
[01:21:09.966 --> 01:21:12.867]  Gold has gone from the $390s to the $440s, a 16% increase in real money,
[01:21:28.712 --> 01:21:30.013]  That's Midas Resources at 1-800-686-2237.
[01:21:53.402 --> 01:21:56.203]  Let's face it, we know that we're less than perfect when it comes to our diets.
[01:21:56.303 --> 01:22:01.385]  We all eat sugars, saturated fats, salt, probably don't get the exercise we should, and we all have to deal with daily stress.
[01:22:01.605 --> 01:22:07.768]  And all the vitamins and supplements in the world won't help you if your immune system is compromised because of our less than perfect eating habits and lifestyles.
[01:22:08.048 --> 01:22:13.710]  That's why a Garicus Bio is the number one dietary supplement that you should consider an absolute must if you're going to take any at all.
[01:22:13.950 --> 01:22:19.472]  The immune system is your body's first line of defense against disease, and a Garicus Bio strengthens and supports your immune system.
[01:22:19.713 --> 01:22:20.913]  That's why it's become the most popular
[01:22:21.433 --> 01:22:29.839]  A one-month supply of Agaricus Bio is only $34.95, and that's a small price to pay considering the alternatives.
[01:22:29.859 --> 01:22:30.960]  Call 877-817-9829.
[01:22:31.000 --> 01:22:35.423]  That's 877-817-9829 or visit thepowermall.com.
[01:22:35.443 --> 01:22:40.046]  How many times have you heard about people taking vitamin C and other vitamins and supplements to fight a cold?
[01:22:40.246 --> 01:22:43.168]  Well, with Agaricus Bio, you might not catch that cold in the first place.
[01:22:43.348 --> 01:22:48.271]  Call 877-817-9829 or visit thepowermall.com and order today.
[01:22:48.471 --> 01:22:50.813]  Agaricus Bio, because healthy is what you want to be.
