[00:00:01.533 --> 00:00:02.617]  I don't know.
[01:07:04.383 --> 01:07:05.224]  Well, so does he.
[01:07:05.964 --> 01:07:09.885]  He's Alex Jones on the GCN Radio Network.
[01:07:10.125 --> 01:07:12.486]  And now, live from Austin, Texas...
[01:07:13.386 --> 01:07:14.247]  Alex Jones.
[01:07:15.028 --> 01:07:20.192]  Alright, 8 minutes, 24 seconds into the second hour, second segment of the second hour.
[01:07:20.473 --> 01:07:21.594]  I'm Alex Jones, your host.
[01:07:22.134 --> 01:07:27.819]  The websites are Infowars.com, Infowars.net, and PrisonPlanet.tv.
[01:07:27.879 --> 01:07:29.240]  Check them all out today.
[01:07:30.582 --> 01:07:36.347]  Two weeks ago, Bush said that the number one person he's looking at, the Phil Shanderday O'Connor shoes...
[01:07:37.176 --> 01:07:44.660]  Her place on the Supreme Court is Alberto, Bush is above the law, I love torture, I strongly believe in gun control, Gonzalez.
[01:07:46.961 --> 01:07:51.964]  And conservatives are just flabbergasted, but what do you expect from George Bush?
[01:07:53.678 --> 01:07:58.442]  He's a puppet for the same people that own Bill Clinton, like so many nickels in their pocket.
[01:07:58.862 --> 01:08:04.907]  So we'll talk about that with Aaron Zellman, also a legislative alert or update they put out.
[01:08:05.248 --> 01:08:09.911]  This alert was about BATF running around, framing people, gun grabbing.
[01:08:10.312 --> 01:08:13.454]  That ties into New Orleans and the gun grabbing all over that state.
[01:08:14.775 --> 01:08:16.397]  Now they want to get rid of Posse Comitatus.
[01:08:16.437 --> 01:08:17.698]  I mean, it's all coming down on us.
[01:08:18.459 --> 01:08:20.260]  So he'll be joining us here in about a minute or two.
[01:08:20.660 --> 01:08:28.465]  Right now, Reverend Ted Pike has been at the forefront of leading the charge against thought crime bills, which will ban anti-war protests.
[01:08:28.505 --> 01:08:35.429]  It will ban people that are at pro-gun demonstrations, Christians praying on the street corner.
[01:08:35.449 --> 01:08:37.350]  They tried to put them in jail for 47 years.
[01:08:38.550 --> 01:08:40.051]  Basically anything and everything.
[01:08:40.091 --> 01:08:41.332]  I mean, this stuff is happening.
[01:08:42.052 --> 01:08:43.513]  And don't think it can't happen here.
[01:08:44.194 --> 01:08:46.615]  I mean, the Supreme Court is saying you don't own private property.
[01:08:47.661 --> 01:08:49.422]  If some private fat cat wants it.
[01:08:49.462 --> 01:08:50.222]  That's fascism.
[01:08:50.622 --> 01:08:54.064]  They're saying national ID cards, forced drugging, psychological testing.
[01:08:54.524 --> 01:08:56.505]  All this craziness is now happening.
[01:08:56.525 --> 01:09:00.126]  I mean, this isn't a slow slide like Rome.
[01:09:00.186 --> 01:09:05.268]  This is a Nazi Germany type fast slide, folks.
[01:09:06.108 --> 01:09:07.029]  And we're going to fight it.
[01:09:07.129 --> 01:09:09.029]  This is 1776 all over again.
[01:09:09.449 --> 01:09:12.130]  Pastor Pike, real fast, because we've got Aaron Zellman holding.
[01:09:13.051 --> 01:09:15.992]  This thing is set to pass the Senate and go to the President's desk.
[01:09:17.018 --> 01:09:21.880]  Right now, please tell us about the Mind Control Thought Crimes bill.
[01:09:22.380 --> 01:09:28.122]  Yes, two weeks ago, the ADL's Hate Bill passed the House of Representatives.
[01:09:28.502 --> 01:09:32.543]  It's been in the Senate Judiciary Committee now for two weeks.
[01:09:32.623 --> 01:09:35.804]  It's had two full readings in the Judiciary Committee.
[01:09:36.124 --> 01:09:41.726]  And with Arlen Specter as the chairman of the committee, a long-time proponent of hate crimes legislation,
[01:09:42.146 --> 01:09:42.986]  We're good to go.
[01:09:43.006 --> 01:09:43.327]  I think?
[01:10:01.232 --> 01:10:01.633]  That's 202-225-3121.
[01:10:01.953 --> 01:10:06.361]  If the language remains the same between the Senate version and the House version, this bill...
[01:10:15.151 --> 01:10:16.692]  Will not go to conference.
[01:10:17.432 --> 01:10:25.036]  It will immediately be ratified by the General Senate who voted for it last spring and go to the President's desk.
[01:10:25.336 --> 01:10:29.499]  So this is really a national emergency today that we get those calls in.
[01:10:29.879 --> 01:10:37.163]  And at my website, truthtellers.org, that's truthtellers.org, I have a complete list.
[01:10:37.443 --> 01:10:39.384]  It's only nine names of the...
[01:10:39.986 --> 01:10:40.126]  Okay, 202-225-3121.
[01:10:56.548 --> 01:11:01.849]  This will go to the president, he will sign it, and they could start prosecuting radio talk show hosts.
[01:11:01.969 --> 01:11:10.231]  If you say you don't like homosexuality, or you say, and again, I think it's distasteful, but if you say you don't like Jews, you're off the air.
[01:11:10.511 --> 01:11:11.512]  Well, who's next?
[01:11:11.912 --> 01:11:13.312]  You see, it's everybody.
[01:11:13.592 --> 01:11:14.652]  There'll be no free speech.
[01:11:14.712 --> 01:11:16.333]  Listen, Pastor Pike, thanks for the update.
[01:11:16.653 --> 01:11:17.213]  Thanks, Alex.
[01:11:17.333 --> 01:11:17.633]  You bet.
[01:11:17.673 --> 01:11:18.093]  Take care.
[01:11:18.113 --> 01:11:18.993]  And that's 202-225-3121.
[01:11:20.214 --> 01:11:22.694]  The other number's jammed up right now.
[01:11:23.354 --> 01:11:25.315]  And it's just despicable.
[01:11:26.031 --> 01:11:30.193]  And folks, if we don't believe in everybody's free speech, then there won't be any free speech.
[01:11:31.293 --> 01:11:32.833]  I mean, it's really that simple.
[01:11:33.034 --> 01:11:34.534]  And they're not playing games.
[01:11:34.954 --> 01:11:37.075]  You think you're protected, it can't happen here.
[01:11:37.235 --> 01:11:39.356]  That's hokum.
[01:11:39.376 --> 01:11:40.836]  I mean, that's not true.
[01:11:41.557 --> 01:11:53.841]  Joining us is Aaron Zellman, the head honcho over at JPFO.org, Jews Preservation of Farms Ownership, one of the best no-compromise Second Amendment lobbies and groups out there.
[01:11:54.750 --> 01:12:05.018]  And we also, by the way, carry Aaron Zellman's incredible video, Innocence Betrayed, on DVD and VHS, and it comes with three free Grandpa Jack comic books that wake up adults and children.
[01:12:05.038 --> 01:12:06.019]  I hope you'll get a copy of that.
[01:12:06.039 --> 01:12:07.720]  If we ever promote that, like we should.
[01:12:08.020 --> 01:12:09.982]  Aaron, thank you for coming on, sir.
[01:12:10.002 --> 01:12:11.163]  My pleasure.
[01:12:11.443 --> 01:12:13.945]  It's always a delight to chat with you.
[01:12:13.965 --> 01:12:18.988]  Thanks for holding while Reverend Pike told us about the mind control bills that are going on.
[01:12:19.008 --> 01:12:19.909]  That is frightening.
[01:12:21.230 --> 01:12:23.392]  If anybody can't hear the Jack Boots...
[01:12:24.824 --> 01:12:27.086]  They're fast asleep or dead.
[01:12:28.087 --> 01:12:29.367]  Well, they're stomping towards us.
[01:12:29.428 --> 01:12:37.033]  I mean, we actually see jackboots all over Louisiana confiscating guns from middle-class areas after the looters have been kicked out.
[01:12:39.995 --> 01:12:49.521]  Well, as I told someone who came here from Germany who's been hassled by the government, I said, well, welcome to America.
[01:12:50.658 --> 01:12:58.864]  And they understood right away that America is going right down the same path as any other dictatorship.
[01:12:59.905 --> 01:13:07.631]  But the reason we wanted to talk today, Alex, is that there's something going on that ties right in with this hate crime bill, but in a somewhat different way.
[01:13:09.732 --> 01:13:16.157]  We sent out an alert to people, as you know, which is on the front page of our site, jpfo.org.
[01:13:16.957 --> 01:13:20.380]  And the headline says, Will this be the end of the Republican Party?
[01:13:22.991 --> 01:13:30.116]  Maybe the headline should be a lot stronger, but the point is that the Republican Party is involved in a major cover-up, an absolute scandal.
[01:13:30.136 --> 01:13:35.861]  It could be the Titanic of the Republican Party if enough gun owners learn the truth.
[01:13:36.802 --> 01:13:45.668]  The Republican Party knows that there could be thousands of innocent gun owners being locked up in federal prisons, and they want to keep it quiet.
[01:13:46.269 --> 01:13:47.850]  They don't want the truth to come out.
[01:13:49.111 --> 01:13:50.312]  And the way this has happened...
[01:13:51.264 --> 01:14:01.367]  Is that the Bureau of Alcohol, Tobacco, and Firearms has been accusing people of semi-automatic weapons and saying these are machine guns, illegal machine guns.
[01:14:02.627 --> 01:14:05.928]  And they have no criteria for testing.
[01:14:05.968 --> 01:14:19.231]  It's just whatever the expert agent, at least that's what the agents call themselves as experts, whatever they decide at the spur of the moment, and they are able to testify in court and put people into prison
[01:14:19.989 --> 01:14:23.712]  They've been destroying people's lives, destroying their families' lives, bankrupting people.
[01:14:24.853 --> 01:14:26.534]  And we now have the proof.
[01:14:26.594 --> 01:14:30.216]  We have the evidence of how this has been happening.
[01:14:30.276 --> 01:14:31.878]  Well, Aaron, let me stop you for just a moment.
[01:14:31.898 --> 01:14:37.001]  For those that don't know, Bush has radically expanded the funding of the BATF.
[01:14:37.021 --> 01:14:39.063]  He's put in a very aggressive director.
[01:14:39.763 --> 01:14:43.326]  And they've built that new giant, one of the biggest federal buildings in D.C.
[01:14:43.346 --> 01:14:46.408]  They've built a new giant mausoleum-style building.
[01:14:47.228 --> 01:14:48.068]  Center of evil.
[01:14:48.869 --> 01:14:53.491]  And they are federalizing doctors riding home with handguns that the police say are illegal.
[01:14:53.931 --> 01:14:55.312]  Now that's a federal crime.
[01:14:55.372 --> 01:14:57.433]  They're swooping in on middle class people.
[01:14:58.573 --> 01:15:02.615]  And he's going to make the attorney generals vehemently anti-gun.
[01:15:03.375 --> 01:15:06.697]  And also a member of a Mexican supremacist organization, MECHA.
[01:15:07.901 --> 01:15:10.702]  Well, I guess the proper name for them would be now Bush's Brown Shirts.
[01:15:36.287 --> 01:15:41.488]  I think this is something people have to start looking at this situation for what it really is.
[01:15:42.828 --> 01:15:49.809]  We have a... People go to read the alert on our website, jpfo.org.
[01:15:49.829 --> 01:15:56.971]  They will see how fascism is being implanted in America, step by step.
[01:15:57.451 --> 01:16:04.172]  How the Republican Party is just up to their eyeballs in the cover-up.
[01:16:04.815 --> 01:16:06.036]  Of what is going on here.
[01:16:06.857 --> 01:16:16.085]  So there are millions of gun owners who have their heads on the chopping block as we speak if they own a semi-automatic gun.
[01:16:17.166 --> 01:16:21.510]  And so that's why we're encouraging people to learn the truth even if you don't like it.
[01:16:22.208 --> 01:16:24.810]  If you don't want to hear it, you've got to know the truth.
[01:16:24.830 --> 01:16:26.130]  I've heard about this for years.
[01:16:26.170 --> 01:16:34.015]  I've even seen news articles on it where people do get fancy lawyers and prove the gun wasn't fully automatic or they catch the BATF making it automatic.
[01:16:34.575 --> 01:16:38.498]  I mean, how do these guys sleep with themselves at night just ruining people's lives?
[01:16:40.879 --> 01:16:43.020]  Well, whores do sleep with whores.
[01:16:44.801 --> 01:16:45.682]  They sleep at night.
[01:16:46.843 --> 01:16:49.104]  Specifically, what is the BATF doing?
[01:16:49.924 --> 01:16:52.926]  Well, what they're doing is that they are entrapping people.
[01:16:52.986 --> 01:17:01.011]  They are accusing somebody of having an illegal machine gun because their semi-automatic rifle malfunctions.
[01:17:01.711 --> 01:17:03.072]  And we caught this on tape.
[01:17:03.132 --> 01:17:06.914]  We have the unedited raw footage that the public was never meant to see.
[01:17:06.934 --> 01:17:10.116]  And it's called BATF Fails the Test.
[01:17:11.218 --> 01:17:13.439]  And it shows an actual expert.
[01:17:13.539 --> 01:17:14.619]  That's what he called himself.
[01:17:14.759 --> 01:17:16.340]  Wait, is this video on the web yet?
[01:17:16.740 --> 01:17:17.821]  No, it's not on the web.
[01:17:17.861 --> 01:17:18.421]  We sell it.
[01:17:18.501 --> 01:17:19.241]  It's a DVD.
[01:17:19.321 --> 01:17:20.362]  Oh, I gotta see this.
[01:17:20.982 --> 01:17:22.502]  Oh, we've had it for about a year now.
[01:17:22.642 --> 01:17:23.343]  Oh, I didn't know that.
[01:17:23.383 --> 01:17:25.083]  You can read about it on our site.
[01:17:25.264 --> 01:17:26.344]  I gotta get that, but go ahead.
[01:17:26.464 --> 01:17:35.468]  But at any rate, we show that this was... The unedited footage was done as they were testing a semi-automatic rifle, trying to prove it was a machine gun.
