[00:00:07.023 --> 00:00:08.104]  Mainstream media.
[01:12:41.125 --> 01:12:43.629]  The whole city submerged in what, 1909?
[01:12:43.669 --> 01:12:47.334]  And that wasn't some weather control group doing it.
[01:12:48.230 --> 01:12:50.953]  But what we do know is these technologies exist.
[01:12:51.133 --> 01:13:00.180]  But getting back to, as you watched that tropical depression last week turn into a hurricane, I mean, you're a trained meteorologist.
[01:13:00.220 --> 01:13:03.543]  What tell-tale signs did you see of manipulation?
[01:13:04.444 --> 01:13:12.451]  Well, Alex, the big thing that really caught my attention, I pointed out to my audience, was that the eye of Katrina passed over the National Hurricane Center.
[01:13:13.186 --> 01:13:14.247]  Last Thursday.
[01:13:14.887 --> 01:13:18.649]  And that was a wake-up call saying, listen, see what we can do.
[01:13:18.709 --> 01:13:25.734]  We're driving this storm over the top of your nation's premier research institution into hurricane study.
[01:13:26.254 --> 01:13:26.614]  And boom!
[01:13:26.674 --> 01:13:29.956]  Right over the top of the Tropical Prediction Center and our National Hurricane Center.
[01:13:30.096 --> 01:13:30.616]  Over it went.
[01:13:31.157 --> 01:13:32.898]  And they had gusts of 92 miles an hour.
[01:13:32.938 --> 01:13:35.619]  The guys went outside, looked up, and yep, yep, there's Katrina.
[01:13:36.180 --> 01:13:41.703]  And she continued, I mean, for a Category 1 storm, the damage was impressive.
[01:13:42.259 --> 01:13:42.479]  I think?
[01:13:55.470 --> 01:14:07.576]  From what we have seen since 1995, and indeed going back a little bit farther than that, is just the number of intense storms versus the total number of storms that develop over the course of a year is out of whack.
[01:14:08.076 --> 01:14:09.217]  It's just simply out of whack.
[01:14:09.237 --> 01:14:11.698]  Well, there are more storms and they're more intense.
[01:14:11.998 --> 01:14:15.520]  And the clustering of their landfall at some point
[01:14:16.495 --> 01:14:23.017]  The unusualness of the intensity, the movement, begins to lead to that there's some kind of intent.
[01:14:23.437 --> 01:14:26.297]  And they keep hitting the same populated areas.
[01:14:27.158 --> 01:14:30.478]  Ivan and Katrina are just mirror images of one another.
[01:14:30.819 --> 01:14:33.719]  Ivan just spun down two categories before landfall.
[01:14:33.899 --> 01:14:35.120]  Katrina did not.
[01:14:35.620 --> 01:14:36.660]  And there's the difference.
[01:14:37.460 --> 01:14:40.761]  Ivan was a dress rehearsal, and Katrina was the final act.
[01:14:42.173 --> 01:14:42.994]  Just that simple.
[01:14:43.214 --> 01:14:49.918]  And we saw what could happen with the oil infrastructure with a Cat 2, with Ivan, and now we saw a Cat 4, Cat 5, what is possible.
[01:14:50.038 --> 01:14:53.500]  And the tsunami, we don't need an earthquake underneath the ocean.
[01:14:54.493 --> 01:14:55.494]  to give us a tsunami.
[01:14:55.614 --> 01:15:15.863]  I mean, just look at the coast of Mississippi and that jog that the storm made was just sufficient to pile, I mean, incredible amounts of water into Lake Pontchartrain and then that jog kept, I mean, the intense, ferocious wind on the strong side of the hurricane headed towards the Gulf of Mississippi, you know, that coast layers of Mississippi and Alabama.
[01:15:16.383 --> 01:15:21.365]  So they got two agendas accomplished with that last minute jog.
[01:15:21.765 --> 01:15:24.086]  That was quote-unquote a puff of dry air.
[01:15:24.966 --> 01:15:25.767]  And it was a puff.
[01:15:26.527 --> 01:15:28.748]  But it accomplished what it set out to do.
[01:15:29.631 --> 01:15:35.776]  Which would damage the infrastructure and with this economy, I mean, teetering on a mountain of debt.
[01:15:35.936 --> 01:15:39.218]  And so, what do these antenna arrays look like?
[01:15:39.238 --> 01:15:40.779]  I mean, where do they control this from?
[01:15:41.640 --> 01:15:42.781]  That's really a good question.
[01:15:43.081 --> 01:15:48.785]  And I know the ones that are doing this are likely underground and are just not visible from above.
[01:15:49.266 --> 01:15:55.110]  A HAARP, I don't know if you know what a HAARP looks like, but it's a series of hundreds of antennas
[01:15:55.772 --> 01:15:58.693]  And there's just copper wire strung along the top of it.
[01:15:59.293 --> 01:16:10.078]  So you increase the size of the antenna to dozens and dozens of acres, and you begin to get a steerable, focusable energy beam.
[01:16:10.958 --> 01:16:15.400]  And then, if you have two energy beams, you can cross their paths at some point.
[01:16:15.440 --> 01:16:16.400]  It's an interference zone.
[01:16:16.780 --> 01:16:18.881]  And the antenna becomes an interferometer.
[01:16:18.941 --> 01:16:20.842]  Well, I mean, we know what HAARP does.
[01:16:20.902 --> 01:16:22.883]  It ionizes the atmosphere and then literally
[01:16:24.272 --> 01:16:26.053]  It shoots it around the entire globe.
[01:16:26.073 --> 01:16:31.395]  And it's this flow of ions that drags the moisture of these storms around.
[01:16:31.775 --> 01:16:38.618]  And so if you can disrupt the flow of ions, disrupt the flow of electricity, you can disrupt the flow of these hurricanes.
[01:16:38.659 --> 01:16:40.299]  They're rapidly spinning tops.
[01:16:40.920 --> 01:16:42.360]  Like, you know, a child's top.
[01:16:42.380 --> 01:16:43.541]  You pump it up and it spins.
[01:16:43.881 --> 01:16:46.322]  And it doesn't take too much to unbalance them.
[01:16:46.738 --> 01:16:53.320]  So you fire up thunderstorms on one side, that changes the center of the mass, and then it begins to veer in another direction.
[01:16:53.780 --> 01:16:58.462]  Or you can directly target the eyewall, in which we see unusual geometry.
[01:16:58.502 --> 01:17:06.724]  And we have, especially in Ivan, there's very unusual geometry manifest within Ivan, especially as he got over the Category 5 status.
[01:17:07.084 --> 01:17:08.565]  That begins to reveal
[01:17:09.185 --> 01:17:12.707]  The basic energy patterns that are holding these storms together.
[01:17:12.947 --> 01:17:15.849]  And let me tell you, it's not heat coming off the ocean.
[01:17:16.329 --> 01:17:16.970]  It just isn't.
[01:17:17.330 --> 01:17:19.711]  There's just, the budgets are all out of whack.
[01:17:19.731 --> 01:17:24.134]  The heat and energy... Well now the ocean was at record temperatures this year in the Gulf of Mexico.
[01:17:24.674 --> 01:17:38.663]  But then does that still allow and account for the erratic movement and retargeting or, I mean, the continuation of hitting Florida and this specific portion of the Gulf Coast that cannot be blamed on warm ocean temperatures.
[01:17:39.082 --> 01:17:39.742]  Simply cannot.
[01:17:40.222 --> 01:17:45.864]  So they're grasping for a reason to justify things that they can't explain.
[01:17:46.744 --> 01:17:49.765]  And just hope that somebody else doesn't have a more plausible explanation.
[01:17:50.345 --> 01:17:50.945]  And it's out there.
[01:17:51.725 --> 01:18:03.429]  Well, for those that just joined us in the first of the interview last hour, I read the quote by Secretary of Defense William Cohen back in 1997.
[01:18:03.509 --> 01:18:08.330]  I mean, this was a public press conference, and let me just read that as we go to break.
[01:18:09.406 --> 01:18:19.895]  Others, terrorists, are engaging even in an eco-type of terrorism whereby they can alter the climate, set off earthquakes, volcanoes, remotely through the use of electromagnetic waves.
[01:18:20.215 --> 01:18:29.483]  So there are plenty of ingenious minds out there that are at work finding ways in which they can wreak terror upon other nations, and it's real.
[01:18:30.383 --> 01:18:34.867]  And that's the reason why we have to intensify our counter-terrorism efforts.
[01:18:35.407 --> 01:18:37.029]  Secretary of Defense William Cohen
[01:18:37.742 --> 01:18:43.728]  And that was April 28, 1997, before the Department of Defense in a news briefing.
[01:18:43.748 --> 01:18:47.751]  Alright, we'll be right back and we'll take a few of your phone calls.
[01:18:47.831 --> 01:18:49.333]  Charles is up first, stay with us.
[01:18:54.278 --> 01:18:57.401]  We understand that decisions related to health can be overwhelming.
[01:18:57.661 --> 01:19:04.466]  That is why at ResearchedHerbs.com we take pride in offering you herbs whose safety and effectiveness have been proven time and time again.
[01:19:04.926 --> 01:19:18.277]  For example, did you know that LIV52, the top-selling natural herbal supplement for liver diseases since 1930, is backed by over 300 research studies and clinical trials and prescribed by more than 200,000 health professionals worldwide?
[01:19:18.597 --> 01:19:22.340]  In fact, the effectiveness of all the herbs featured on ResearchedHerbs.com
[01:19:22.740 --> 01:19:30.862]  Including those for cholesterol, blood pressure, diabetes, arthritis, cirrhosis, and hepatitis, among others, is extremely well documented.
[01:19:31.322 --> 01:19:38.164]  Our website, ResearchedHerbs.com, was created to empower you with the information and answers you need to make the right health decisions.
[01:19:38.584 --> 01:19:40.924]  Researched and proven herbs at great prices.
[01:19:41.104 --> 01:19:44.445]  Visit us online at ResearchedHerbs.com or call 1-800-845-3841 for more information.
[01:19:44.465 --> 01:19:44.685]  That's 1-800-845-3841.
[01:19:53.564 --> 01:19:56.846]  Introducing the most efficient gravity filter available.
[01:19:56.906 --> 01:20:01.088]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[01:20:01.328 --> 01:20:04.110]  But, if you place them on the magnet, all would stick.
[01:20:04.310 --> 01:20:06.711]  The same principle applies in water filtration.
[01:20:06.891 --> 01:20:15.556]  Most filtration systems force water through the filter at 60 to 90 PSI, causing water molecules to race through the filter in less than a second.
[01:20:15.736 --> 01:20:17.097]  The Berkey light is different.
[01:20:17.277 --> 01:20:21.459]  Water molecules take 5 to 10 minutes to pass through the torturous path
[01:20:21.759 --> 01:20:21.959]  I think?
[01:20:40.785 --> 01:20:45.008]  Here it is, folks, the 2006 Red Book, the most comprehensive edition ever published.
[01:20:45.028 --> 01:20:48.010]  Moedis Resources believes our clients should be as informed as possible.
[01:20:48.070 --> 01:20:49.851]  It includes the history of U.S.
[01:20:49.871 --> 01:20:50.071]  coins,
[01:21:07.350 --> 01:21:08.651]  The actual mintages.
[01:21:09.152 --> 01:21:10.333]  The grading standards.
[01:21:10.933 --> 01:21:12.595]  Learn the stability of real money.
[01:21:13.035 --> 01:21:15.077]  Protect yourself from fiat currencies.
[01:21:15.477 --> 01:21:16.978]  They are instruments of debt.
[01:21:17.259 --> 01:21:19.320]  Feel the comfort and safety of real money.
[01:21:19.881 --> 01:21:23.924]  Midas will send you the 2006 Red Book and a genuine silver dollar for just $22.95 delivered.
[01:21:23.964 --> 01:21:25.185]  Call Midas today at 1-800-686-2237.
[01:21:33.360 --> 01:21:34.040]  That's 1-800-686-2237.
[01:21:34.781 --> 01:21:39.584]  Don't be lost in a sea of confusion.
[01:21:40.144 --> 01:21:41.885]  Get the 2006 Red Buck.
[01:21:42.505 --> 01:21:44.366]  Help steer your own financial ship.
[01:21:44.927 --> 01:21:45.787]  Call Midas now.
[01:21:45.807 --> 01:21:45.867]  1-800-686-2237.
[01:21:54.989 --> 01:21:57.431]  People in Asia have enjoyed it for thousands of years.
[01:21:57.671 --> 01:22:00.474]  Gourmet Magazine calls it the world's most seductive fruit.
[01:22:00.814 --> 01:22:04.837]  It's the exotic mangosteen, heavenly delicious and packed with nutritional benefits.
[01:22:05.077 --> 01:22:14.385]  From the rainforests of Southeast Asia, this small beautiful mangosteen earns its nickname Queen of Fruit, with a taste that is indescribably blissful and health benefits that are off the charts.
[01:22:14.665 --> 01:22:19.568]  Because Zango is made from the whole mangosteen fruit, it delivers a serious nutrient-packed punch.
[01:22:19.848 --> 01:22:23.790]  Loaded with Xanthones, which are some of the most powerful antioxidants ever found.
[01:22:23.930 --> 01:22:31.794]  Fighting hard to support microbiological balance, maintain immune system health, promote joint flexibility, and provide positive mental support and so much more.
[01:22:32.034 --> 01:22:38.098]  Now you can experience the whole fruit goodness of the Mangosteen with Zango, the original Mangosteen functional health beverage.
[01:22:38.358 --> 01:22:42.461]  Order your Zango by calling now 800-625-2890 or visit MangosteenMarket.com.
[01:22:42.481 --> 01:22:43.922]  That's M-A-N-G-O-S-T-E-E-N Market.com.
